split_id,outer_pool_id,split_kind,main_selection,role,context_id,residual_response,high_residual_response,high_residual_threshold,selected_descriptor_count,fit_sample_hash,status,outer_test_opened
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0033,0.15215084498352272,0,1.1757399740096313,46,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0034,0.4979705830095583,0,1.1757399740096313,46,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0035,0.33892003179957114,0,1.1757399740096313,46,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0027,0.17461582819834892,0,1.1757399740096313,46,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0028,0.2138699807822021,0,1.1757399740096313,46,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0029,0.34876616861250354,0,1.1757399740096313,46,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0030,0.21941048902214738,0,1.1757399740096313,46,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0031,0.37347979595114833,0,1.1757399740096313,46,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0032,0.22369468497632097,0,1.1757399740096313,46,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0005,1.425029048510407,1,1.1757399740096313,46,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0006,0.909721975698907,0,1.1757399740096313,46,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0007,0.5348438109629658,0,1.1757399740096313,46,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0008,1.2125027893813929,1,1.1757399740096313,46,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0009,0.8685779276924587,0,1.1757399740096313,46,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0010,1.2113326172343422,1,1.1757399740096313,46,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0005,0.5457651996728635,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0006,0.2796375344139372,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0007,0.3588590934755843,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0008,0.3160209095805313,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0009,3.162394988017277,1,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0010,3.110391368200907,1,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0011,3.2071343487273594,1,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0012,0.5874969783217314,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0013,0.3440569667563565,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0014,0.44171940737389664,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0015,0.2262264087844149,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0026,0.3516278388977966,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0027,0.3819744745713417,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0028,0.4363302578760442,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0029,1.3825027970593893,1,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0030,1.2038538391981082,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0031,1.3119710388223793,1,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0032,1.3465094345944384,1,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0033,0.3799148007825692,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0034,0.2439284350120814,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0035,0.24895984949852495,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0029,0.3967425686889836,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0030,0.3381343630202689,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0031,0.29213835092202667,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0032,0.22388600680424012,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0033,0.13000063848438848,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0034,0.2178508102855939,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0007,1.0687563207868456,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0008,1.2535216697253515,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0009,1.1513541643108118,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0010,1.0462867457864493,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0011,0.7921648421478928,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0012,0.41059414698153934,0,1.3119710388223793,46,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0005,1.2653987854542608,1,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0006,1.2357864577259416,0,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0007,1.1773456980355839,0,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0008,1.2405415701483968,1,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0009,1.1831086171449736,0,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0010,1.2683123852666511,1,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0011,1.2770301758488278,1,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0028,0.10450064270879239,0,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0029,0.3185655244887797,0,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0030,0.3209053545267579,0,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0031,0.3540406792938964,0,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0032,0.30343372810965474,0,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0033,0.3131176372274648,0,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0034,0.40073746563051205,0,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0035,0.08732750528410865,0,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0025,0.10586869951711456,0,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0026,0.07737322288608393,0,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0027,0.07221091280793739,0,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0028,0.06789721980731668,0,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0029,0.042736243874166885,0,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0030,0.06774852166648454,0,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0009,0.21877543389727594,0,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0010,0.180599272812271,0,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0011,0.23010935812037722,0,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0012,0.12349810096388719,0,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0013,0.11581760933761584,0,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
leave_one_view_out__fold02__candidate_328,leave_one_view_out__fold02,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0014,0.11833893673653861,0,1.2381640139371692,46,aaa1e439f0ef4390b1992bf4ad3eabdd6e1954a6f6fd8892e263ca1284112307,completed,False
