fold_id,task_slug,role,context_id,class_target,continuous_target,binary_target,status,fit_sample_hash,threshold_scope
leave_one_view_out__fold01,maneuver_intensity_classification,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0015,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0016,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0017,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0018,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0019,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0020,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0021,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0022,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0023,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0024,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0025,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0026,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0027,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0028,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0029,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0030,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0031,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0032,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0033,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0034,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0035,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0005,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0006,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0007,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0008,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0009,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0010,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0011,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0012,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0013,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0014,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0015,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0016,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0017,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0018,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0019,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0020,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0021,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0022,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0023,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0024,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0025,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0026,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0027,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0028,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0029,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0030,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0031,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0032,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0033,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0034,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0035,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0005,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0006,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0007,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0008,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0009,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0010,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0011,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0012,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0013,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0014,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0015,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0016,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0017,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0018,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0019,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0020,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0021,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0022,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0023,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0024,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0025,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0026,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0027,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0028,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0029,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0030,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0031,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0032,1,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0033,2,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0034,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,maneuver_intensity_classification,held_out,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10033::context_end_0035,0,,-1,completed,175a6f0149428fea1c5eb5c953b1554a4ae8a1e13a6134e77a39be5bc1b0bca6,inner_train_nested
leave_one_view_out__fold01,physiology_response_prediction,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0005,-1,0.8635750305773612,0,completed,a543ef8fac3cd781c371d66da92d9df7c89e1fc22b0f90ae094a1a3a5e0e220b,inner_train_nested
leave_one_view_out__fold01,physiology_response_prediction,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0006,-1,3.0495731442892136,1,completed,a543ef8fac3cd781c371d66da92d9df7c89e1fc22b0f90ae094a1a3a5e0e220b,inner_train_nested
leave_one_view_out__fold01,physiology_response_prediction,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0007,-1,0.8313899431469067,0,completed,a543ef8fac3cd781c371d66da92d9df7c89e1fc22b0f90ae094a1a3a5e0e220b,inner_train_nested
leave_one_view_out__fold01,physiology_response_prediction,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0008,-1,1.2857467822337532,1,completed,a543ef8fac3cd781c371d66da92d9df7c89e1fc22b0f90ae094a1a3a5e0e220b,inner_train_nested
leave_one_view_out__fold01,physiology_response_prediction,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0009,-1,0.47649763976317916,0,completed,a543ef8fac3cd781c371d66da92d9df7c89e1fc22b0f90ae094a1a3a5e0e220b,inner_train_nested
leave_one_view_out__fold01,physiology_response_prediction,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0010,-1,1.1654230500003986,1,completed,a543ef8fac3cd781c371d66da92d9df7c89e1fc22b0f90ae094a1a3a5e0e220b,inner_train_nested
leave_one_view_out__fold01,physiology_response_prediction,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0011,-1,0.3817053706322261,0,completed,a543ef8fac3cd781c371d66da92d9df7c89e1fc22b0f90ae094a1a3a5e0e220b,inner_train_nested
leave_one_view_out__fold01,physiology_response_prediction,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0012,-1,0.590310197928596,0,completed,a543ef8fac3cd781c371d66da92d9df7c89e1fc22b0f90ae094a1a3a5e0e220b,inner_train_nested
leave_one_view_out__fold01,physiology_response_prediction,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0013,-1,1.0381369725945768,0,completed,a543ef8fac3cd781c371d66da92d9df7c89e1fc22b0f90ae094a1a3a5e0e220b,inner_train_nested
leave_one_view_out__fold01,physiology_response_prediction,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0014,-1,0.8883355394748619,0,completed,a543ef8fac3cd781c371d66da92d9df7c89e1fc22b0f90ae094a1a3a5e0e220b,inner_train_nested
leave_one_view_out__fold01,physiology_response_prediction,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0015,-1,0.8623015596137994,0,completed,a543ef8fac3cd781c371d66da92d9df7c89e1fc22b0f90ae094a1a3a5e0e220b,inner_train_nested
leave_one_view_out__fold01,physiology_response_prediction,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0016,-1,0.8514293245082786,0,completed,a543ef8fac3cd781c371d66da92d9df7c89e1fc22b0f90ae094a1a3a5e0e220b,inner_train_nested
leave_one_view_out__fold01,physiology_response_prediction,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0017,-1,0.8572705372581992,0,completed,a543ef8fac3cd781c371d66da92d9df7c89e1fc22b0f90ae094a1a3a5e0e220b,inner_train_nested
