sample_id,group_id,profile_id,trajectory_id,role,scenario_id,context_start_s,context_end_s,observed_path,observed_sha256,oracle_opened_for_representation
g1_state_space__train_profile_000__trajectory_002__seed_100002__clean_asynchronous::context_090.000,train_profile_000,train_profile_000,g1_state_space__train_profile_000__trajectory_002__seed_100002,train,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_000/g1_state_space__train_profile_000__trajectory_002__seed_100002/clean_asynchronous/raw_dual_stream.npz,1c3dbdcf5c4fb0ba141411c58ece3cd382fd6545058d238df05d68b2409dac84,False
g1_state_space__train_profile_000__trajectory_002__seed_100002__clean_asynchronous::context_120.000,train_profile_000,train_profile_000,g1_state_space__train_profile_000__trajectory_002__seed_100002,train,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_000/g1_state_space__train_profile_000__trajectory_002__seed_100002/clean_asynchronous/raw_dual_stream.npz,1c3dbdcf5c4fb0ba141411c58ece3cd382fd6545058d238df05d68b2409dac84,False
g1_state_space__train_profile_000__trajectory_003__seed_100003__clean_asynchronous::context_030.000,train_profile_000,train_profile_000,g1_state_space__train_profile_000__trajectory_003__seed_100003,train,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_000/g1_state_space__train_profile_000__trajectory_003__seed_100003/clean_asynchronous/raw_dual_stream.npz,9389051cd08c1a3c235da5bc2cf939d49b5092a3ad54498244253d16c2b0fe35,False
g1_state_space__train_profile_000__trajectory_003__seed_100003__clean_asynchronous::context_060.000,train_profile_000,train_profile_000,g1_state_space__train_profile_000__trajectory_003__seed_100003,train,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_000/g1_state_space__train_profile_000__trajectory_003__seed_100003/clean_asynchronous/raw_dual_stream.npz,9389051cd08c1a3c235da5bc2cf939d49b5092a3ad54498244253d16c2b0fe35,False
g1_state_space__train_profile_000__trajectory_003__seed_100003__clean_asynchronous::context_090.000,train_profile_000,train_profile_000,g1_state_space__train_profile_000__trajectory_003__seed_100003,train,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_000/g1_state_space__train_profile_000__trajectory_003__seed_100003/clean_asynchronous/raw_dual_stream.npz,9389051cd08c1a3c235da5bc2cf939d49b5092a3ad54498244253d16c2b0fe35,False
g1_state_space__train_profile_000__trajectory_003__seed_100003__clean_asynchronous::context_120.000,train_profile_000,train_profile_000,g1_state_space__train_profile_000__trajectory_003__seed_100003,train,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_000/g1_state_space__train_profile_000__trajectory_003__seed_100003/clean_asynchronous/raw_dual_stream.npz,9389051cd08c1a3c235da5bc2cf939d49b5092a3ad54498244253d16c2b0fe35,False
g1_state_space__train_profile_000__trajectory_004__seed_100004__clean_asynchronous::context_030.000,train_profile_000,train_profile_000,g1_state_space__train_profile_000__trajectory_004__seed_100004,train,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_000/g1_state_space__train_profile_000__trajectory_004__seed_100004/clean_asynchronous/raw_dual_stream.npz,4476a2a2699231ada3f047b8ca19dee28def4fd3f056decfb1f798fc09b71394,False
g1_state_space__train_profile_000__trajectory_004__seed_100004__clean_asynchronous::context_060.000,train_profile_000,train_profile_000,g1_state_space__train_profile_000__trajectory_004__seed_100004,train,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_000/g1_state_space__train_profile_000__trajectory_004__seed_100004/clean_asynchronous/raw_dual_stream.npz,4476a2a2699231ada3f047b8ca19dee28def4fd3f056decfb1f798fc09b71394,False
g1_state_space__train_profile_000__trajectory_004__seed_100004__clean_asynchronous::context_090.000,train_profile_000,train_profile_000,g1_state_space__train_profile_000__trajectory_004__seed_100004,train,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_000/g1_state_space__train_profile_000__trajectory_004__seed_100004/clean_asynchronous/raw_dual_stream.npz,4476a2a2699231ada3f047b8ca19dee28def4fd3f056decfb1f798fc09b71394,False
g1_state_space__train_profile_000__trajectory_004__seed_100004__clean_asynchronous::context_120.000,train_profile_000,train_profile_000,g1_state_space__train_profile_000__trajectory_004__seed_100004,train,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_000/g1_state_space__train_profile_000__trajectory_004__seed_100004/clean_asynchronous/raw_dual_stream.npz,4476a2a2699231ada3f047b8ca19dee28def4fd3f056decfb1f798fc09b71394,False
g1_state_space__train_profile_000__trajectory_005__seed_100005__clean_asynchronous::context_030.000,train_profile_000,train_profile_000,g1_state_space__train_profile_000__trajectory_005__seed_100005,train,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_000/g1_state_space__train_profile_000__trajectory_005__seed_100005/clean_asynchronous/raw_dual_stream.npz,b7430ea9031698bc6232e29b36690e41d72d84bc538797d505f3977fc13c2873,False
g1_state_space__train_profile_000__trajectory_005__seed_100005__clean_asynchronous::context_060.000,train_profile_000,train_profile_000,g1_state_space__train_profile_000__trajectory_005__seed_100005,train,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_000/g1_state_space__train_profile_000__trajectory_005__seed_100005/clean_asynchronous/raw_dual_stream.npz,b7430ea9031698bc6232e29b36690e41d72d84bc538797d505f3977fc13c2873,False
g1_state_space__train_profile_000__trajectory_005__seed_100005__clean_asynchronous::context_090.000,train_profile_000,train_profile_000,g1_state_space__train_profile_000__trajectory_005__seed_100005,train,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_000/g1_state_space__train_profile_000__trajectory_005__seed_100005/clean_asynchronous/raw_dual_stream.npz,b7430ea9031698bc6232e29b36690e41d72d84bc538797d505f3977fc13c2873,False
g1_state_space__train_profile_000__trajectory_005__seed_100005__clean_asynchronous::context_120.000,train_profile_000,train_profile_000,g1_state_space__train_profile_000__trajectory_005__seed_100005,train,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_000/g1_state_space__train_profile_000__trajectory_005__seed_100005/clean_asynchronous/raw_dual_stream.npz,b7430ea9031698bc6232e29b36690e41d72d84bc538797d505f3977fc13c2873,False
g1_state_space__train_profile_001__trajectory_006__seed_100006__clean_asynchronous::context_030.000,train_profile_001,train_profile_001,g1_state_space__train_profile_001__trajectory_006__seed_100006,train,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_001/g1_state_space__train_profile_001__trajectory_006__seed_100006/clean_asynchronous/raw_dual_stream.npz,a3726bbf84476e64d86ea4cf37b315a06a0bd17aa64f7f857f76176c5fbead55,False
g1_state_space__train_profile_001__trajectory_006__seed_100006__clean_asynchronous::context_060.000,train_profile_001,train_profile_001,g1_state_space__train_profile_001__trajectory_006__seed_100006,train,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_001/g1_state_space__train_profile_001__trajectory_006__seed_100006/clean_asynchronous/raw_dual_stream.npz,a3726bbf84476e64d86ea4cf37b315a06a0bd17aa64f7f857f76176c5fbead55,False
g1_state_space__train_profile_001__trajectory_006__seed_100006__clean_asynchronous::context_090.000,train_profile_001,train_profile_001,g1_state_space__train_profile_001__trajectory_006__seed_100006,train,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_001/g1_state_space__train_profile_001__trajectory_006__seed_100006/clean_asynchronous/raw_dual_stream.npz,a3726bbf84476e64d86ea4cf37b315a06a0bd17aa64f7f857f76176c5fbead55,False
g1_state_space__train_profile_001__trajectory_006__seed_100006__clean_asynchronous::context_120.000,train_profile_001,train_profile_001,g1_state_space__train_profile_001__trajectory_006__seed_100006,train,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_001/g1_state_space__train_profile_001__trajectory_006__seed_100006/clean_asynchronous/raw_dual_stream.npz,a3726bbf84476e64d86ea4cf37b315a06a0bd17aa64f7f857f76176c5fbead55,False
g1_state_space__train_profile_001__trajectory_007__seed_100007__clean_asynchronous::context_030.000,train_profile_001,train_profile_001,g1_state_space__train_profile_001__trajectory_007__seed_100007,train,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_001/g1_state_space__train_profile_001__trajectory_007__seed_100007/clean_asynchronous/raw_dual_stream.npz,21e964ff356b30243173f3e8b0dced97b6b5aae32e82f045aa56f38b47c1c2f6,False
g1_state_space__train_profile_001__trajectory_007__seed_100007__clean_asynchronous::context_060.000,train_profile_001,train_profile_001,g1_state_space__train_profile_001__trajectory_007__seed_100007,train,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_001/g1_state_space__train_profile_001__trajectory_007__seed_100007/clean_asynchronous/raw_dual_stream.npz,21e964ff356b30243173f3e8b0dced97b6b5aae32e82f045aa56f38b47c1c2f6,False
g1_state_space__train_profile_001__trajectory_007__seed_100007__clean_asynchronous::context_090.000,train_profile_001,train_profile_001,g1_state_space__train_profile_001__trajectory_007__seed_100007,train,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_001/g1_state_space__train_profile_001__trajectory_007__seed_100007/clean_asynchronous/raw_dual_stream.npz,21e964ff356b30243173f3e8b0dced97b6b5aae32e82f045aa56f38b47c1c2f6,False
g1_state_space__train_profile_001__trajectory_007__seed_100007__clean_asynchronous::context_120.000,train_profile_001,train_profile_001,g1_state_space__train_profile_001__trajectory_007__seed_100007,train,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_001/g1_state_space__train_profile_001__trajectory_007__seed_100007/clean_asynchronous/raw_dual_stream.npz,21e964ff356b30243173f3e8b0dced97b6b5aae32e82f045aa56f38b47c1c2f6,False
g1_state_space__train_profile_001__trajectory_008__seed_100008__clean_asynchronous::context_030.000,train_profile_001,train_profile_001,g1_state_space__train_profile_001__trajectory_008__seed_100008,train,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_001/g1_state_space__train_profile_001__trajectory_008__seed_100008/clean_asynchronous/raw_dual_stream.npz,2a89cf690e5fd6fd018affb2deb8634d9e734bb10b7af519c358cb1acfbcbc9f,False
g1_state_space__train_profile_001__trajectory_008__seed_100008__clean_asynchronous::context_060.000,train_profile_001,train_profile_001,g1_state_space__train_profile_001__trajectory_008__seed_100008,train,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_001/g1_state_space__train_profile_001__trajectory_008__seed_100008/clean_asynchronous/raw_dual_stream.npz,2a89cf690e5fd6fd018affb2deb8634d9e734bb10b7af519c358cb1acfbcbc9f,False
g1_state_space__train_profile_001__trajectory_008__seed_100008__clean_asynchronous::context_090.000,train_profile_001,train_profile_001,g1_state_space__train_profile_001__trajectory_008__seed_100008,train,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_001/g1_state_space__train_profile_001__trajectory_008__seed_100008/clean_asynchronous/raw_dual_stream.npz,2a89cf690e5fd6fd018affb2deb8634d9e734bb10b7af519c358cb1acfbcbc9f,False
g1_state_space__train_profile_001__trajectory_008__seed_100008__clean_asynchronous::context_120.000,train_profile_001,train_profile_001,g1_state_space__train_profile_001__trajectory_008__seed_100008,train,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_001/g1_state_space__train_profile_001__trajectory_008__seed_100008/clean_asynchronous/raw_dual_stream.npz,2a89cf690e5fd6fd018affb2deb8634d9e734bb10b7af519c358cb1acfbcbc9f,False
g1_state_space__train_profile_001__trajectory_009__seed_100009__clean_asynchronous::context_030.000,train_profile_001,train_profile_001,g1_state_space__train_profile_001__trajectory_009__seed_100009,train,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_001/g1_state_space__train_profile_001__trajectory_009__seed_100009/clean_asynchronous/raw_dual_stream.npz,77b0028d68fab5032196d2959d2952925c19069d953f03e290362deb40d503a8,False
g1_state_space__train_profile_001__trajectory_009__seed_100009__clean_asynchronous::context_060.000,train_profile_001,train_profile_001,g1_state_space__train_profile_001__trajectory_009__seed_100009,train,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_001/g1_state_space__train_profile_001__trajectory_009__seed_100009/clean_asynchronous/raw_dual_stream.npz,77b0028d68fab5032196d2959d2952925c19069d953f03e290362deb40d503a8,False
g1_state_space__train_profile_001__trajectory_009__seed_100009__clean_asynchronous::context_090.000,train_profile_001,train_profile_001,g1_state_space__train_profile_001__trajectory_009__seed_100009,train,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_001/g1_state_space__train_profile_001__trajectory_009__seed_100009/clean_asynchronous/raw_dual_stream.npz,77b0028d68fab5032196d2959d2952925c19069d953f03e290362deb40d503a8,False
g1_state_space__train_profile_001__trajectory_009__seed_100009__clean_asynchronous::context_120.000,train_profile_001,train_profile_001,g1_state_space__train_profile_001__trajectory_009__seed_100009,train,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_001/g1_state_space__train_profile_001__trajectory_009__seed_100009/clean_asynchronous/raw_dual_stream.npz,77b0028d68fab5032196d2959d2952925c19069d953f03e290362deb40d503a8,False
g1_state_space__train_profile_001__trajectory_010__seed_100010__clean_asynchronous::context_030.000,train_profile_001,train_profile_001,g1_state_space__train_profile_001__trajectory_010__seed_100010,train,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_001/g1_state_space__train_profile_001__trajectory_010__seed_100010/clean_asynchronous/raw_dual_stream.npz,3d189685f07af2218e0c77fc41f0da5b6bc9d585bb81a6a0cc7c673d9780549d,False
g1_state_space__train_profile_001__trajectory_010__seed_100010__clean_asynchronous::context_060.000,train_profile_001,train_profile_001,g1_state_space__train_profile_001__trajectory_010__seed_100010,train,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_001/g1_state_space__train_profile_001__trajectory_010__seed_100010/clean_asynchronous/raw_dual_stream.npz,3d189685f07af2218e0c77fc41f0da5b6bc9d585bb81a6a0cc7c673d9780549d,False
g1_state_space__train_profile_001__trajectory_010__seed_100010__clean_asynchronous::context_090.000,train_profile_001,train_profile_001,g1_state_space__train_profile_001__trajectory_010__seed_100010,train,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_001/g1_state_space__train_profile_001__trajectory_010__seed_100010/clean_asynchronous/raw_dual_stream.npz,3d189685f07af2218e0c77fc41f0da5b6bc9d585bb81a6a0cc7c673d9780549d,False
g1_state_space__train_profile_001__trajectory_010__seed_100010__clean_asynchronous::context_120.000,train_profile_001,train_profile_001,g1_state_space__train_profile_001__trajectory_010__seed_100010,train,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_001/g1_state_space__train_profile_001__trajectory_010__seed_100010/clean_asynchronous/raw_dual_stream.npz,3d189685f07af2218e0c77fc41f0da5b6bc9d585bb81a6a0cc7c673d9780549d,False
g1_state_space__train_profile_001__trajectory_011__seed_100011__clean_asynchronous::context_030.000,train_profile_001,train_profile_001,g1_state_space__train_profile_001__trajectory_011__seed_100011,train,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_001/g1_state_space__train_profile_001__trajectory_011__seed_100011/clean_asynchronous/raw_dual_stream.npz,419799f1f3b312b01a11c7fb8e09767df3a429c9c8ee533b78a55674d62f3422,False
g1_state_space__train_profile_001__trajectory_011__seed_100011__clean_asynchronous::context_060.000,train_profile_001,train_profile_001,g1_state_space__train_profile_001__trajectory_011__seed_100011,train,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_001/g1_state_space__train_profile_001__trajectory_011__seed_100011/clean_asynchronous/raw_dual_stream.npz,419799f1f3b312b01a11c7fb8e09767df3a429c9c8ee533b78a55674d62f3422,False
g1_state_space__train_profile_001__trajectory_011__seed_100011__clean_asynchronous::context_090.000,train_profile_001,train_profile_001,g1_state_space__train_profile_001__trajectory_011__seed_100011,train,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_001/g1_state_space__train_profile_001__trajectory_011__seed_100011/clean_asynchronous/raw_dual_stream.npz,419799f1f3b312b01a11c7fb8e09767df3a429c9c8ee533b78a55674d62f3422,False
g1_state_space__train_profile_001__trajectory_011__seed_100011__clean_asynchronous::context_120.000,train_profile_001,train_profile_001,g1_state_space__train_profile_001__trajectory_011__seed_100011,train,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_001/g1_state_space__train_profile_001__trajectory_011__seed_100011/clean_asynchronous/raw_dual_stream.npz,419799f1f3b312b01a11c7fb8e09767df3a429c9c8ee533b78a55674d62f3422,False
g1_state_space__train_profile_002__trajectory_012__seed_100012__clean_asynchronous::context_030.000,train_profile_002,train_profile_002,g1_state_space__train_profile_002__trajectory_012__seed_100012,train,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_002/g1_state_space__train_profile_002__trajectory_012__seed_100012/clean_asynchronous/raw_dual_stream.npz,25f5ec36ddc553ecaa1c9ffdfe82a68b9557e62c5ba9754821c8abde3667a71b,False
g1_state_space__train_profile_002__trajectory_012__seed_100012__clean_asynchronous::context_060.000,train_profile_002,train_profile_002,g1_state_space__train_profile_002__trajectory_012__seed_100012,train,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_002/g1_state_space__train_profile_002__trajectory_012__seed_100012/clean_asynchronous/raw_dual_stream.npz,25f5ec36ddc553ecaa1c9ffdfe82a68b9557e62c5ba9754821c8abde3667a71b,False
g1_state_space__train_profile_002__trajectory_012__seed_100012__clean_asynchronous::context_090.000,train_profile_002,train_profile_002,g1_state_space__train_profile_002__trajectory_012__seed_100012,train,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_002/g1_state_space__train_profile_002__trajectory_012__seed_100012/clean_asynchronous/raw_dual_stream.npz,25f5ec36ddc553ecaa1c9ffdfe82a68b9557e62c5ba9754821c8abde3667a71b,False
g1_state_space__train_profile_002__trajectory_012__seed_100012__clean_asynchronous::context_120.000,train_profile_002,train_profile_002,g1_state_space__train_profile_002__trajectory_012__seed_100012,train,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_002/g1_state_space__train_profile_002__trajectory_012__seed_100012/clean_asynchronous/raw_dual_stream.npz,25f5ec36ddc553ecaa1c9ffdfe82a68b9557e62c5ba9754821c8abde3667a71b,False
g1_state_space__train_profile_002__trajectory_013__seed_100013__clean_asynchronous::context_030.000,train_profile_002,train_profile_002,g1_state_space__train_profile_002__trajectory_013__seed_100013,train,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_002/g1_state_space__train_profile_002__trajectory_013__seed_100013/clean_asynchronous/raw_dual_stream.npz,24a2a328293b6138f531cee52e480e5b966686305d4a3f20a3b9384361f480c5,False
g1_state_space__train_profile_002__trajectory_013__seed_100013__clean_asynchronous::context_060.000,train_profile_002,train_profile_002,g1_state_space__train_profile_002__trajectory_013__seed_100013,train,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_002/g1_state_space__train_profile_002__trajectory_013__seed_100013/clean_asynchronous/raw_dual_stream.npz,24a2a328293b6138f531cee52e480e5b966686305d4a3f20a3b9384361f480c5,False
g1_state_space__train_profile_002__trajectory_013__seed_100013__clean_asynchronous::context_090.000,train_profile_002,train_profile_002,g1_state_space__train_profile_002__trajectory_013__seed_100013,train,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_002/g1_state_space__train_profile_002__trajectory_013__seed_100013/clean_asynchronous/raw_dual_stream.npz,24a2a328293b6138f531cee52e480e5b966686305d4a3f20a3b9384361f480c5,False
g1_state_space__train_profile_002__trajectory_013__seed_100013__clean_asynchronous::context_120.000,train_profile_002,train_profile_002,g1_state_space__train_profile_002__trajectory_013__seed_100013,train,clean_asynchronous,120.0,150.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_002/g1_state_space__train_profile_002__trajectory_013__seed_100013/clean_asynchronous/raw_dual_stream.npz,24a2a328293b6138f531cee52e480e5b966686305d4a3f20a3b9384361f480c5,False
g1_state_space__train_profile_002__trajectory_014__seed_100014__clean_asynchronous::context_030.000,train_profile_002,train_profile_002,g1_state_space__train_profile_002__trajectory_014__seed_100014,train,clean_asynchronous,30.0,60.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_002/g1_state_space__train_profile_002__trajectory_014__seed_100014/clean_asynchronous/raw_dual_stream.npz,256ea6290eebf8e0ef8ad512283aeb70cf61875d9763759638f2d20b2c796e9a,False
g1_state_space__train_profile_002__trajectory_014__seed_100014__clean_asynchronous::context_060.000,train_profile_002,train_profile_002,g1_state_space__train_profile_002__trajectory_014__seed_100014,train,clean_asynchronous,60.0,90.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_002/g1_state_space__train_profile_002__trajectory_014__seed_100014/clean_asynchronous/raw_dual_stream.npz,256ea6290eebf8e0ef8ad512283aeb70cf61875d9763759638f2d20b2c796e9a,False
g1_state_space__train_profile_002__trajectory_014__seed_100014__clean_asynchronous::context_090.000,train_profile_002,train_profile_002,g1_state_space__train_profile_002__trajectory_014__seed_100014,train,clean_asynchronous,90.0,120.0,artifacts/application_evaluation/2026-07-10_aviation-simulation-formal/train/train_profile_002/g1_state_space__train_profile_002__trajectory_014__seed_100014/clean_asynchronous/raw_dual_stream.npz,256ea6290eebf8e0ef8ad512283aeb70cf61875d9763759638f2d20b2c796e9a,False
