sample_id,group_id,profile_id,trajectory_id,role,scenario_id,context_start_s,context_end_s,observed_path,observed_sha256,oracle_opened_for_representation
g2_event_spline__locked_test_profile_000__trajectory_002__seed_300002__timestamp_jitter_000ms::context_090.000,locked_test_profile_000,locked_test_profile_000,g2_event_spline__locked_test_profile_000__trajectory_002__seed_300002,held_out,timestamp_jitter_000ms,90.0,120.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_000/g2_event_spline__locked_test_profile_000__trajectory_002__seed_300002/timestamp_jitter_000ms/raw_dual_stream.npz,a1ae0983204db3b9ccfa9512b096c1ef68088f980fc63b4df31f5d4ae78e45a3,False
g2_event_spline__locked_test_profile_000__trajectory_002__seed_300002__timestamp_jitter_000ms::context_120.000,locked_test_profile_000,locked_test_profile_000,g2_event_spline__locked_test_profile_000__trajectory_002__seed_300002,held_out,timestamp_jitter_000ms,120.0,150.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_000/g2_event_spline__locked_test_profile_000__trajectory_002__seed_300002/timestamp_jitter_000ms/raw_dual_stream.npz,a1ae0983204db3b9ccfa9512b096c1ef68088f980fc63b4df31f5d4ae78e45a3,False
g2_event_spline__locked_test_profile_000__trajectory_003__seed_300003__timestamp_jitter_000ms::context_030.000,locked_test_profile_000,locked_test_profile_000,g2_event_spline__locked_test_profile_000__trajectory_003__seed_300003,held_out,timestamp_jitter_000ms,30.0,60.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_000/g2_event_spline__locked_test_profile_000__trajectory_003__seed_300003/timestamp_jitter_000ms/raw_dual_stream.npz,dc3b5e379c8602ef649a0250a79087f4e059ae6c882255878bee330dd4141399,False
g2_event_spline__locked_test_profile_000__trajectory_003__seed_300003__timestamp_jitter_000ms::context_060.000,locked_test_profile_000,locked_test_profile_000,g2_event_spline__locked_test_profile_000__trajectory_003__seed_300003,held_out,timestamp_jitter_000ms,60.0,90.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_000/g2_event_spline__locked_test_profile_000__trajectory_003__seed_300003/timestamp_jitter_000ms/raw_dual_stream.npz,dc3b5e379c8602ef649a0250a79087f4e059ae6c882255878bee330dd4141399,False
g2_event_spline__locked_test_profile_000__trajectory_003__seed_300003__timestamp_jitter_000ms::context_090.000,locked_test_profile_000,locked_test_profile_000,g2_event_spline__locked_test_profile_000__trajectory_003__seed_300003,held_out,timestamp_jitter_000ms,90.0,120.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_000/g2_event_spline__locked_test_profile_000__trajectory_003__seed_300003/timestamp_jitter_000ms/raw_dual_stream.npz,dc3b5e379c8602ef649a0250a79087f4e059ae6c882255878bee330dd4141399,False
g2_event_spline__locked_test_profile_000__trajectory_003__seed_300003__timestamp_jitter_000ms::context_120.000,locked_test_profile_000,locked_test_profile_000,g2_event_spline__locked_test_profile_000__trajectory_003__seed_300003,held_out,timestamp_jitter_000ms,120.0,150.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_000/g2_event_spline__locked_test_profile_000__trajectory_003__seed_300003/timestamp_jitter_000ms/raw_dual_stream.npz,dc3b5e379c8602ef649a0250a79087f4e059ae6c882255878bee330dd4141399,False
g2_event_spline__locked_test_profile_000__trajectory_004__seed_300004__timestamp_jitter_000ms::context_030.000,locked_test_profile_000,locked_test_profile_000,g2_event_spline__locked_test_profile_000__trajectory_004__seed_300004,held_out,timestamp_jitter_000ms,30.0,60.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_000/g2_event_spline__locked_test_profile_000__trajectory_004__seed_300004/timestamp_jitter_000ms/raw_dual_stream.npz,41e2487187af9ccf1b025214126e07e00271d74d086761d0bab60964d2bc4ff1,False
g2_event_spline__locked_test_profile_000__trajectory_004__seed_300004__timestamp_jitter_000ms::context_060.000,locked_test_profile_000,locked_test_profile_000,g2_event_spline__locked_test_profile_000__trajectory_004__seed_300004,held_out,timestamp_jitter_000ms,60.0,90.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_000/g2_event_spline__locked_test_profile_000__trajectory_004__seed_300004/timestamp_jitter_000ms/raw_dual_stream.npz,41e2487187af9ccf1b025214126e07e00271d74d086761d0bab60964d2bc4ff1,False
g2_event_spline__locked_test_profile_000__trajectory_004__seed_300004__timestamp_jitter_000ms::context_090.000,locked_test_profile_000,locked_test_profile_000,g2_event_spline__locked_test_profile_000__trajectory_004__seed_300004,held_out,timestamp_jitter_000ms,90.0,120.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_000/g2_event_spline__locked_test_profile_000__trajectory_004__seed_300004/timestamp_jitter_000ms/raw_dual_stream.npz,41e2487187af9ccf1b025214126e07e00271d74d086761d0bab60964d2bc4ff1,False
g2_event_spline__locked_test_profile_000__trajectory_004__seed_300004__timestamp_jitter_000ms::context_120.000,locked_test_profile_000,locked_test_profile_000,g2_event_spline__locked_test_profile_000__trajectory_004__seed_300004,held_out,timestamp_jitter_000ms,120.0,150.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_000/g2_event_spline__locked_test_profile_000__trajectory_004__seed_300004/timestamp_jitter_000ms/raw_dual_stream.npz,41e2487187af9ccf1b025214126e07e00271d74d086761d0bab60964d2bc4ff1,False
g2_event_spline__locked_test_profile_000__trajectory_005__seed_300005__timestamp_jitter_000ms::context_030.000,locked_test_profile_000,locked_test_profile_000,g2_event_spline__locked_test_profile_000__trajectory_005__seed_300005,held_out,timestamp_jitter_000ms,30.0,60.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_000/g2_event_spline__locked_test_profile_000__trajectory_005__seed_300005/timestamp_jitter_000ms/raw_dual_stream.npz,a99d961eb44ead293f729a496dbc3bdbd2786cdf5a0b973189b64d0da689a4df,False
g2_event_spline__locked_test_profile_000__trajectory_005__seed_300005__timestamp_jitter_000ms::context_060.000,locked_test_profile_000,locked_test_profile_000,g2_event_spline__locked_test_profile_000__trajectory_005__seed_300005,held_out,timestamp_jitter_000ms,60.0,90.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_000/g2_event_spline__locked_test_profile_000__trajectory_005__seed_300005/timestamp_jitter_000ms/raw_dual_stream.npz,a99d961eb44ead293f729a496dbc3bdbd2786cdf5a0b973189b64d0da689a4df,False
g2_event_spline__locked_test_profile_000__trajectory_005__seed_300005__timestamp_jitter_000ms::context_090.000,locked_test_profile_000,locked_test_profile_000,g2_event_spline__locked_test_profile_000__trajectory_005__seed_300005,held_out,timestamp_jitter_000ms,90.0,120.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_000/g2_event_spline__locked_test_profile_000__trajectory_005__seed_300005/timestamp_jitter_000ms/raw_dual_stream.npz,a99d961eb44ead293f729a496dbc3bdbd2786cdf5a0b973189b64d0da689a4df,False
g2_event_spline__locked_test_profile_000__trajectory_005__seed_300005__timestamp_jitter_000ms::context_120.000,locked_test_profile_000,locked_test_profile_000,g2_event_spline__locked_test_profile_000__trajectory_005__seed_300005,held_out,timestamp_jitter_000ms,120.0,150.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_000/g2_event_spline__locked_test_profile_000__trajectory_005__seed_300005/timestamp_jitter_000ms/raw_dual_stream.npz,a99d961eb44ead293f729a496dbc3bdbd2786cdf5a0b973189b64d0da689a4df,False
g2_event_spline__locked_test_profile_001__trajectory_006__seed_300006__timestamp_jitter_000ms::context_030.000,locked_test_profile_001,locked_test_profile_001,g2_event_spline__locked_test_profile_001__trajectory_006__seed_300006,held_out,timestamp_jitter_000ms,30.0,60.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_001/g2_event_spline__locked_test_profile_001__trajectory_006__seed_300006/timestamp_jitter_000ms/raw_dual_stream.npz,f2901f886758197fef1889df700ed81a2741c14797a27f38f53cd514e84c11c9,False
g2_event_spline__locked_test_profile_001__trajectory_006__seed_300006__timestamp_jitter_000ms::context_060.000,locked_test_profile_001,locked_test_profile_001,g2_event_spline__locked_test_profile_001__trajectory_006__seed_300006,held_out,timestamp_jitter_000ms,60.0,90.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_001/g2_event_spline__locked_test_profile_001__trajectory_006__seed_300006/timestamp_jitter_000ms/raw_dual_stream.npz,f2901f886758197fef1889df700ed81a2741c14797a27f38f53cd514e84c11c9,False
g2_event_spline__locked_test_profile_001__trajectory_006__seed_300006__timestamp_jitter_000ms::context_090.000,locked_test_profile_001,locked_test_profile_001,g2_event_spline__locked_test_profile_001__trajectory_006__seed_300006,held_out,timestamp_jitter_000ms,90.0,120.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_001/g2_event_spline__locked_test_profile_001__trajectory_006__seed_300006/timestamp_jitter_000ms/raw_dual_stream.npz,f2901f886758197fef1889df700ed81a2741c14797a27f38f53cd514e84c11c9,False
g2_event_spline__locked_test_profile_001__trajectory_006__seed_300006__timestamp_jitter_000ms::context_120.000,locked_test_profile_001,locked_test_profile_001,g2_event_spline__locked_test_profile_001__trajectory_006__seed_300006,held_out,timestamp_jitter_000ms,120.0,150.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_001/g2_event_spline__locked_test_profile_001__trajectory_006__seed_300006/timestamp_jitter_000ms/raw_dual_stream.npz,f2901f886758197fef1889df700ed81a2741c14797a27f38f53cd514e84c11c9,False
g2_event_spline__locked_test_profile_001__trajectory_007__seed_300007__timestamp_jitter_000ms::context_030.000,locked_test_profile_001,locked_test_profile_001,g2_event_spline__locked_test_profile_001__trajectory_007__seed_300007,held_out,timestamp_jitter_000ms,30.0,60.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_001/g2_event_spline__locked_test_profile_001__trajectory_007__seed_300007/timestamp_jitter_000ms/raw_dual_stream.npz,fb628064293673f8a47d87c91d5ea12f38f88b49f0697b88c77f253f99309917,False
g2_event_spline__locked_test_profile_001__trajectory_007__seed_300007__timestamp_jitter_000ms::context_060.000,locked_test_profile_001,locked_test_profile_001,g2_event_spline__locked_test_profile_001__trajectory_007__seed_300007,held_out,timestamp_jitter_000ms,60.0,90.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_001/g2_event_spline__locked_test_profile_001__trajectory_007__seed_300007/timestamp_jitter_000ms/raw_dual_stream.npz,fb628064293673f8a47d87c91d5ea12f38f88b49f0697b88c77f253f99309917,False
g2_event_spline__locked_test_profile_001__trajectory_007__seed_300007__timestamp_jitter_000ms::context_090.000,locked_test_profile_001,locked_test_profile_001,g2_event_spline__locked_test_profile_001__trajectory_007__seed_300007,held_out,timestamp_jitter_000ms,90.0,120.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_001/g2_event_spline__locked_test_profile_001__trajectory_007__seed_300007/timestamp_jitter_000ms/raw_dual_stream.npz,fb628064293673f8a47d87c91d5ea12f38f88b49f0697b88c77f253f99309917,False
g2_event_spline__locked_test_profile_001__trajectory_007__seed_300007__timestamp_jitter_000ms::context_120.000,locked_test_profile_001,locked_test_profile_001,g2_event_spline__locked_test_profile_001__trajectory_007__seed_300007,held_out,timestamp_jitter_000ms,120.0,150.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_001/g2_event_spline__locked_test_profile_001__trajectory_007__seed_300007/timestamp_jitter_000ms/raw_dual_stream.npz,fb628064293673f8a47d87c91d5ea12f38f88b49f0697b88c77f253f99309917,False
g2_event_spline__locked_test_profile_001__trajectory_008__seed_300008__timestamp_jitter_000ms::context_030.000,locked_test_profile_001,locked_test_profile_001,g2_event_spline__locked_test_profile_001__trajectory_008__seed_300008,held_out,timestamp_jitter_000ms,30.0,60.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_001/g2_event_spline__locked_test_profile_001__trajectory_008__seed_300008/timestamp_jitter_000ms/raw_dual_stream.npz,45ca8cd82f63fb024053799e09519a82bc68b6f4b6bce995064d530b490cbdd1,False
g2_event_spline__locked_test_profile_001__trajectory_008__seed_300008__timestamp_jitter_000ms::context_060.000,locked_test_profile_001,locked_test_profile_001,g2_event_spline__locked_test_profile_001__trajectory_008__seed_300008,held_out,timestamp_jitter_000ms,60.0,90.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_001/g2_event_spline__locked_test_profile_001__trajectory_008__seed_300008/timestamp_jitter_000ms/raw_dual_stream.npz,45ca8cd82f63fb024053799e09519a82bc68b6f4b6bce995064d530b490cbdd1,False
g2_event_spline__locked_test_profile_001__trajectory_008__seed_300008__timestamp_jitter_000ms::context_090.000,locked_test_profile_001,locked_test_profile_001,g2_event_spline__locked_test_profile_001__trajectory_008__seed_300008,held_out,timestamp_jitter_000ms,90.0,120.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_001/g2_event_spline__locked_test_profile_001__trajectory_008__seed_300008/timestamp_jitter_000ms/raw_dual_stream.npz,45ca8cd82f63fb024053799e09519a82bc68b6f4b6bce995064d530b490cbdd1,False
g2_event_spline__locked_test_profile_001__trajectory_008__seed_300008__timestamp_jitter_000ms::context_120.000,locked_test_profile_001,locked_test_profile_001,g2_event_spline__locked_test_profile_001__trajectory_008__seed_300008,held_out,timestamp_jitter_000ms,120.0,150.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_001/g2_event_spline__locked_test_profile_001__trajectory_008__seed_300008/timestamp_jitter_000ms/raw_dual_stream.npz,45ca8cd82f63fb024053799e09519a82bc68b6f4b6bce995064d530b490cbdd1,False
g2_event_spline__locked_test_profile_001__trajectory_009__seed_300009__timestamp_jitter_000ms::context_030.000,locked_test_profile_001,locked_test_profile_001,g2_event_spline__locked_test_profile_001__trajectory_009__seed_300009,held_out,timestamp_jitter_000ms,30.0,60.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_001/g2_event_spline__locked_test_profile_001__trajectory_009__seed_300009/timestamp_jitter_000ms/raw_dual_stream.npz,4c6be0c5fd0bb52e981f807bb97e3fb1ff98f2ab02e4a5a8ae03ddb4bf1f1eb8,False
g2_event_spline__locked_test_profile_001__trajectory_009__seed_300009__timestamp_jitter_000ms::context_060.000,locked_test_profile_001,locked_test_profile_001,g2_event_spline__locked_test_profile_001__trajectory_009__seed_300009,held_out,timestamp_jitter_000ms,60.0,90.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_001/g2_event_spline__locked_test_profile_001__trajectory_009__seed_300009/timestamp_jitter_000ms/raw_dual_stream.npz,4c6be0c5fd0bb52e981f807bb97e3fb1ff98f2ab02e4a5a8ae03ddb4bf1f1eb8,False
g2_event_spline__locked_test_profile_001__trajectory_009__seed_300009__timestamp_jitter_000ms::context_090.000,locked_test_profile_001,locked_test_profile_001,g2_event_spline__locked_test_profile_001__trajectory_009__seed_300009,held_out,timestamp_jitter_000ms,90.0,120.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_001/g2_event_spline__locked_test_profile_001__trajectory_009__seed_300009/timestamp_jitter_000ms/raw_dual_stream.npz,4c6be0c5fd0bb52e981f807bb97e3fb1ff98f2ab02e4a5a8ae03ddb4bf1f1eb8,False
g2_event_spline__locked_test_profile_001__trajectory_009__seed_300009__timestamp_jitter_000ms::context_120.000,locked_test_profile_001,locked_test_profile_001,g2_event_spline__locked_test_profile_001__trajectory_009__seed_300009,held_out,timestamp_jitter_000ms,120.0,150.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_001/g2_event_spline__locked_test_profile_001__trajectory_009__seed_300009/timestamp_jitter_000ms/raw_dual_stream.npz,4c6be0c5fd0bb52e981f807bb97e3fb1ff98f2ab02e4a5a8ae03ddb4bf1f1eb8,False
g2_event_spline__locked_test_profile_001__trajectory_010__seed_300010__timestamp_jitter_000ms::context_030.000,locked_test_profile_001,locked_test_profile_001,g2_event_spline__locked_test_profile_001__trajectory_010__seed_300010,held_out,timestamp_jitter_000ms,30.0,60.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_001/g2_event_spline__locked_test_profile_001__trajectory_010__seed_300010/timestamp_jitter_000ms/raw_dual_stream.npz,654abe4a387fd1d01d17a0a50d91fa080dcce2a03f0d659139f1a405b9a47451,False
g2_event_spline__locked_test_profile_001__trajectory_010__seed_300010__timestamp_jitter_000ms::context_060.000,locked_test_profile_001,locked_test_profile_001,g2_event_spline__locked_test_profile_001__trajectory_010__seed_300010,held_out,timestamp_jitter_000ms,60.0,90.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_001/g2_event_spline__locked_test_profile_001__trajectory_010__seed_300010/timestamp_jitter_000ms/raw_dual_stream.npz,654abe4a387fd1d01d17a0a50d91fa080dcce2a03f0d659139f1a405b9a47451,False
g2_event_spline__locked_test_profile_001__trajectory_010__seed_300010__timestamp_jitter_000ms::context_090.000,locked_test_profile_001,locked_test_profile_001,g2_event_spline__locked_test_profile_001__trajectory_010__seed_300010,held_out,timestamp_jitter_000ms,90.0,120.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_001/g2_event_spline__locked_test_profile_001__trajectory_010__seed_300010/timestamp_jitter_000ms/raw_dual_stream.npz,654abe4a387fd1d01d17a0a50d91fa080dcce2a03f0d659139f1a405b9a47451,False
g2_event_spline__locked_test_profile_001__trajectory_010__seed_300010__timestamp_jitter_000ms::context_120.000,locked_test_profile_001,locked_test_profile_001,g2_event_spline__locked_test_profile_001__trajectory_010__seed_300010,held_out,timestamp_jitter_000ms,120.0,150.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_001/g2_event_spline__locked_test_profile_001__trajectory_010__seed_300010/timestamp_jitter_000ms/raw_dual_stream.npz,654abe4a387fd1d01d17a0a50d91fa080dcce2a03f0d659139f1a405b9a47451,False
g2_event_spline__locked_test_profile_001__trajectory_011__seed_300011__timestamp_jitter_000ms::context_030.000,locked_test_profile_001,locked_test_profile_001,g2_event_spline__locked_test_profile_001__trajectory_011__seed_300011,held_out,timestamp_jitter_000ms,30.0,60.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_001/g2_event_spline__locked_test_profile_001__trajectory_011__seed_300011/timestamp_jitter_000ms/raw_dual_stream.npz,8b932e33458212ddabf7e8e751d9636e93a6cb52143a39b7b1ed9e8e0b761d5e,False
g2_event_spline__locked_test_profile_001__trajectory_011__seed_300011__timestamp_jitter_000ms::context_060.000,locked_test_profile_001,locked_test_profile_001,g2_event_spline__locked_test_profile_001__trajectory_011__seed_300011,held_out,timestamp_jitter_000ms,60.0,90.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_001/g2_event_spline__locked_test_profile_001__trajectory_011__seed_300011/timestamp_jitter_000ms/raw_dual_stream.npz,8b932e33458212ddabf7e8e751d9636e93a6cb52143a39b7b1ed9e8e0b761d5e,False
g2_event_spline__locked_test_profile_001__trajectory_011__seed_300011__timestamp_jitter_000ms::context_090.000,locked_test_profile_001,locked_test_profile_001,g2_event_spline__locked_test_profile_001__trajectory_011__seed_300011,held_out,timestamp_jitter_000ms,90.0,120.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_001/g2_event_spline__locked_test_profile_001__trajectory_011__seed_300011/timestamp_jitter_000ms/raw_dual_stream.npz,8b932e33458212ddabf7e8e751d9636e93a6cb52143a39b7b1ed9e8e0b761d5e,False
g2_event_spline__locked_test_profile_001__trajectory_011__seed_300011__timestamp_jitter_000ms::context_120.000,locked_test_profile_001,locked_test_profile_001,g2_event_spline__locked_test_profile_001__trajectory_011__seed_300011,held_out,timestamp_jitter_000ms,120.0,150.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_001/g2_event_spline__locked_test_profile_001__trajectory_011__seed_300011/timestamp_jitter_000ms/raw_dual_stream.npz,8b932e33458212ddabf7e8e751d9636e93a6cb52143a39b7b1ed9e8e0b761d5e,False
g2_event_spline__locked_test_profile_002__trajectory_012__seed_300012__timestamp_jitter_000ms::context_030.000,locked_test_profile_002,locked_test_profile_002,g2_event_spline__locked_test_profile_002__trajectory_012__seed_300012,held_out,timestamp_jitter_000ms,30.0,60.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_002/g2_event_spline__locked_test_profile_002__trajectory_012__seed_300012/timestamp_jitter_000ms/raw_dual_stream.npz,bbd52fba9b600248bfee53a25452527b41f63c8fff8dcd19fe40e47b39189ff9,False
g2_event_spline__locked_test_profile_002__trajectory_012__seed_300012__timestamp_jitter_000ms::context_060.000,locked_test_profile_002,locked_test_profile_002,g2_event_spline__locked_test_profile_002__trajectory_012__seed_300012,held_out,timestamp_jitter_000ms,60.0,90.0,artifacts/application_evaluation/2026-07-12_aviation-simulation-locked-stress/locked_test/locked_test_profile_002/g2_event_spline__locked_test_profile_002__trajectory_012__seed_300012/timestamp_jitter_000ms/raw_dual_stream.npz,bbd52fba9b600248bfee53a25452527b41f63c8fff8dcd19fe40e47b39189ff9,False
