sample_id,group_id,profile_id,trajectory_id,role,scenario_id,context_start_s,context_end_s,observed_path,observed_sha256,oracle_opened_for_representation
g2_event_spline__sealed_confirmation_profile_000__trajectory_002__seed_1300002__timestamp_jitter_000ms::context_090.000,sealed_confirmation_profile_000,sealed_confirmation_profile_000,g2_event_spline__sealed_confirmation_profile_000__trajectory_002__seed_1300002,held_out,timestamp_jitter_000ms,90.0,120.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_000/g2_event_spline__sealed_confirmation_profile_000__trajectory_002__seed_1300002/timestamp_jitter_000ms/raw_dual_stream.npz,3be8967015c9bb76de33cc547bbfe491d8347d74f139a79abd4c5eb114e81d2a,False
g2_event_spline__sealed_confirmation_profile_000__trajectory_002__seed_1300002__timestamp_jitter_000ms::context_120.000,sealed_confirmation_profile_000,sealed_confirmation_profile_000,g2_event_spline__sealed_confirmation_profile_000__trajectory_002__seed_1300002,held_out,timestamp_jitter_000ms,120.0,150.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_000/g2_event_spline__sealed_confirmation_profile_000__trajectory_002__seed_1300002/timestamp_jitter_000ms/raw_dual_stream.npz,3be8967015c9bb76de33cc547bbfe491d8347d74f139a79abd4c5eb114e81d2a,False
g2_event_spline__sealed_confirmation_profile_000__trajectory_003__seed_1300003__timestamp_jitter_000ms::context_030.000,sealed_confirmation_profile_000,sealed_confirmation_profile_000,g2_event_spline__sealed_confirmation_profile_000__trajectory_003__seed_1300003,held_out,timestamp_jitter_000ms,30.0,60.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_000/g2_event_spline__sealed_confirmation_profile_000__trajectory_003__seed_1300003/timestamp_jitter_000ms/raw_dual_stream.npz,fbf435759b364cae3496cb853d58457c2943ffa47b80fc9d43c4d24382a9f680,False
g2_event_spline__sealed_confirmation_profile_000__trajectory_003__seed_1300003__timestamp_jitter_000ms::context_060.000,sealed_confirmation_profile_000,sealed_confirmation_profile_000,g2_event_spline__sealed_confirmation_profile_000__trajectory_003__seed_1300003,held_out,timestamp_jitter_000ms,60.0,90.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_000/g2_event_spline__sealed_confirmation_profile_000__trajectory_003__seed_1300003/timestamp_jitter_000ms/raw_dual_stream.npz,fbf435759b364cae3496cb853d58457c2943ffa47b80fc9d43c4d24382a9f680,False
g2_event_spline__sealed_confirmation_profile_000__trajectory_003__seed_1300003__timestamp_jitter_000ms::context_090.000,sealed_confirmation_profile_000,sealed_confirmation_profile_000,g2_event_spline__sealed_confirmation_profile_000__trajectory_003__seed_1300003,held_out,timestamp_jitter_000ms,90.0,120.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_000/g2_event_spline__sealed_confirmation_profile_000__trajectory_003__seed_1300003/timestamp_jitter_000ms/raw_dual_stream.npz,fbf435759b364cae3496cb853d58457c2943ffa47b80fc9d43c4d24382a9f680,False
g2_event_spline__sealed_confirmation_profile_000__trajectory_003__seed_1300003__timestamp_jitter_000ms::context_120.000,sealed_confirmation_profile_000,sealed_confirmation_profile_000,g2_event_spline__sealed_confirmation_profile_000__trajectory_003__seed_1300003,held_out,timestamp_jitter_000ms,120.0,150.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_000/g2_event_spline__sealed_confirmation_profile_000__trajectory_003__seed_1300003/timestamp_jitter_000ms/raw_dual_stream.npz,fbf435759b364cae3496cb853d58457c2943ffa47b80fc9d43c4d24382a9f680,False
g2_event_spline__sealed_confirmation_profile_000__trajectory_004__seed_1300004__timestamp_jitter_000ms::context_030.000,sealed_confirmation_profile_000,sealed_confirmation_profile_000,g2_event_spline__sealed_confirmation_profile_000__trajectory_004__seed_1300004,held_out,timestamp_jitter_000ms,30.0,60.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_000/g2_event_spline__sealed_confirmation_profile_000__trajectory_004__seed_1300004/timestamp_jitter_000ms/raw_dual_stream.npz,b67808e0f10335a4b307ccf033077da9bdfbd246855f189324a1c59e86cf0ffc,False
g2_event_spline__sealed_confirmation_profile_000__trajectory_004__seed_1300004__timestamp_jitter_000ms::context_060.000,sealed_confirmation_profile_000,sealed_confirmation_profile_000,g2_event_spline__sealed_confirmation_profile_000__trajectory_004__seed_1300004,held_out,timestamp_jitter_000ms,60.0,90.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_000/g2_event_spline__sealed_confirmation_profile_000__trajectory_004__seed_1300004/timestamp_jitter_000ms/raw_dual_stream.npz,b67808e0f10335a4b307ccf033077da9bdfbd246855f189324a1c59e86cf0ffc,False
g2_event_spline__sealed_confirmation_profile_000__trajectory_004__seed_1300004__timestamp_jitter_000ms::context_090.000,sealed_confirmation_profile_000,sealed_confirmation_profile_000,g2_event_spline__sealed_confirmation_profile_000__trajectory_004__seed_1300004,held_out,timestamp_jitter_000ms,90.0,120.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_000/g2_event_spline__sealed_confirmation_profile_000__trajectory_004__seed_1300004/timestamp_jitter_000ms/raw_dual_stream.npz,b67808e0f10335a4b307ccf033077da9bdfbd246855f189324a1c59e86cf0ffc,False
g2_event_spline__sealed_confirmation_profile_000__trajectory_004__seed_1300004__timestamp_jitter_000ms::context_120.000,sealed_confirmation_profile_000,sealed_confirmation_profile_000,g2_event_spline__sealed_confirmation_profile_000__trajectory_004__seed_1300004,held_out,timestamp_jitter_000ms,120.0,150.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_000/g2_event_spline__sealed_confirmation_profile_000__trajectory_004__seed_1300004/timestamp_jitter_000ms/raw_dual_stream.npz,b67808e0f10335a4b307ccf033077da9bdfbd246855f189324a1c59e86cf0ffc,False
g2_event_spline__sealed_confirmation_profile_000__trajectory_005__seed_1300005__timestamp_jitter_000ms::context_030.000,sealed_confirmation_profile_000,sealed_confirmation_profile_000,g2_event_spline__sealed_confirmation_profile_000__trajectory_005__seed_1300005,held_out,timestamp_jitter_000ms,30.0,60.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_000/g2_event_spline__sealed_confirmation_profile_000__trajectory_005__seed_1300005/timestamp_jitter_000ms/raw_dual_stream.npz,e985a2c8e26177b6b6629e5b53c3fa9aa16ccec172d0fd60d8ba071d988790bd,False
g2_event_spline__sealed_confirmation_profile_000__trajectory_005__seed_1300005__timestamp_jitter_000ms::context_060.000,sealed_confirmation_profile_000,sealed_confirmation_profile_000,g2_event_spline__sealed_confirmation_profile_000__trajectory_005__seed_1300005,held_out,timestamp_jitter_000ms,60.0,90.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_000/g2_event_spline__sealed_confirmation_profile_000__trajectory_005__seed_1300005/timestamp_jitter_000ms/raw_dual_stream.npz,e985a2c8e26177b6b6629e5b53c3fa9aa16ccec172d0fd60d8ba071d988790bd,False
g2_event_spline__sealed_confirmation_profile_000__trajectory_005__seed_1300005__timestamp_jitter_000ms::context_090.000,sealed_confirmation_profile_000,sealed_confirmation_profile_000,g2_event_spline__sealed_confirmation_profile_000__trajectory_005__seed_1300005,held_out,timestamp_jitter_000ms,90.0,120.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_000/g2_event_spline__sealed_confirmation_profile_000__trajectory_005__seed_1300005/timestamp_jitter_000ms/raw_dual_stream.npz,e985a2c8e26177b6b6629e5b53c3fa9aa16ccec172d0fd60d8ba071d988790bd,False
g2_event_spline__sealed_confirmation_profile_000__trajectory_005__seed_1300005__timestamp_jitter_000ms::context_120.000,sealed_confirmation_profile_000,sealed_confirmation_profile_000,g2_event_spline__sealed_confirmation_profile_000__trajectory_005__seed_1300005,held_out,timestamp_jitter_000ms,120.0,150.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_000/g2_event_spline__sealed_confirmation_profile_000__trajectory_005__seed_1300005/timestamp_jitter_000ms/raw_dual_stream.npz,e985a2c8e26177b6b6629e5b53c3fa9aa16ccec172d0fd60d8ba071d988790bd,False
g2_event_spline__sealed_confirmation_profile_001__trajectory_006__seed_1300006__timestamp_jitter_000ms::context_030.000,sealed_confirmation_profile_001,sealed_confirmation_profile_001,g2_event_spline__sealed_confirmation_profile_001__trajectory_006__seed_1300006,held_out,timestamp_jitter_000ms,30.0,60.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_001/g2_event_spline__sealed_confirmation_profile_001__trajectory_006__seed_1300006/timestamp_jitter_000ms/raw_dual_stream.npz,c2c7729c8b5b5ff7e842110e33de4648d57358924f905f40190cf104c53c6ce3,False
g2_event_spline__sealed_confirmation_profile_001__trajectory_006__seed_1300006__timestamp_jitter_000ms::context_060.000,sealed_confirmation_profile_001,sealed_confirmation_profile_001,g2_event_spline__sealed_confirmation_profile_001__trajectory_006__seed_1300006,held_out,timestamp_jitter_000ms,60.0,90.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_001/g2_event_spline__sealed_confirmation_profile_001__trajectory_006__seed_1300006/timestamp_jitter_000ms/raw_dual_stream.npz,c2c7729c8b5b5ff7e842110e33de4648d57358924f905f40190cf104c53c6ce3,False
g2_event_spline__sealed_confirmation_profile_001__trajectory_006__seed_1300006__timestamp_jitter_000ms::context_090.000,sealed_confirmation_profile_001,sealed_confirmation_profile_001,g2_event_spline__sealed_confirmation_profile_001__trajectory_006__seed_1300006,held_out,timestamp_jitter_000ms,90.0,120.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_001/g2_event_spline__sealed_confirmation_profile_001__trajectory_006__seed_1300006/timestamp_jitter_000ms/raw_dual_stream.npz,c2c7729c8b5b5ff7e842110e33de4648d57358924f905f40190cf104c53c6ce3,False
g2_event_spline__sealed_confirmation_profile_001__trajectory_006__seed_1300006__timestamp_jitter_000ms::context_120.000,sealed_confirmation_profile_001,sealed_confirmation_profile_001,g2_event_spline__sealed_confirmation_profile_001__trajectory_006__seed_1300006,held_out,timestamp_jitter_000ms,120.0,150.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_001/g2_event_spline__sealed_confirmation_profile_001__trajectory_006__seed_1300006/timestamp_jitter_000ms/raw_dual_stream.npz,c2c7729c8b5b5ff7e842110e33de4648d57358924f905f40190cf104c53c6ce3,False
g2_event_spline__sealed_confirmation_profile_001__trajectory_007__seed_1300007__timestamp_jitter_000ms::context_030.000,sealed_confirmation_profile_001,sealed_confirmation_profile_001,g2_event_spline__sealed_confirmation_profile_001__trajectory_007__seed_1300007,held_out,timestamp_jitter_000ms,30.0,60.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_001/g2_event_spline__sealed_confirmation_profile_001__trajectory_007__seed_1300007/timestamp_jitter_000ms/raw_dual_stream.npz,45218ef086d10179a836a6905b0b197db6cad2ad3da2c82caeceda71725d74a0,False
g2_event_spline__sealed_confirmation_profile_001__trajectory_007__seed_1300007__timestamp_jitter_000ms::context_060.000,sealed_confirmation_profile_001,sealed_confirmation_profile_001,g2_event_spline__sealed_confirmation_profile_001__trajectory_007__seed_1300007,held_out,timestamp_jitter_000ms,60.0,90.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_001/g2_event_spline__sealed_confirmation_profile_001__trajectory_007__seed_1300007/timestamp_jitter_000ms/raw_dual_stream.npz,45218ef086d10179a836a6905b0b197db6cad2ad3da2c82caeceda71725d74a0,False
g2_event_spline__sealed_confirmation_profile_001__trajectory_007__seed_1300007__timestamp_jitter_000ms::context_090.000,sealed_confirmation_profile_001,sealed_confirmation_profile_001,g2_event_spline__sealed_confirmation_profile_001__trajectory_007__seed_1300007,held_out,timestamp_jitter_000ms,90.0,120.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_001/g2_event_spline__sealed_confirmation_profile_001__trajectory_007__seed_1300007/timestamp_jitter_000ms/raw_dual_stream.npz,45218ef086d10179a836a6905b0b197db6cad2ad3da2c82caeceda71725d74a0,False
g2_event_spline__sealed_confirmation_profile_001__trajectory_007__seed_1300007__timestamp_jitter_000ms::context_120.000,sealed_confirmation_profile_001,sealed_confirmation_profile_001,g2_event_spline__sealed_confirmation_profile_001__trajectory_007__seed_1300007,held_out,timestamp_jitter_000ms,120.0,150.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_001/g2_event_spline__sealed_confirmation_profile_001__trajectory_007__seed_1300007/timestamp_jitter_000ms/raw_dual_stream.npz,45218ef086d10179a836a6905b0b197db6cad2ad3da2c82caeceda71725d74a0,False
g2_event_spline__sealed_confirmation_profile_001__trajectory_008__seed_1300008__timestamp_jitter_000ms::context_030.000,sealed_confirmation_profile_001,sealed_confirmation_profile_001,g2_event_spline__sealed_confirmation_profile_001__trajectory_008__seed_1300008,held_out,timestamp_jitter_000ms,30.0,60.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_001/g2_event_spline__sealed_confirmation_profile_001__trajectory_008__seed_1300008/timestamp_jitter_000ms/raw_dual_stream.npz,c72ea626d9973992800f3b7333e73b11dc43f3304b49ad5bfba2e974548ce535,False
g2_event_spline__sealed_confirmation_profile_001__trajectory_008__seed_1300008__timestamp_jitter_000ms::context_060.000,sealed_confirmation_profile_001,sealed_confirmation_profile_001,g2_event_spline__sealed_confirmation_profile_001__trajectory_008__seed_1300008,held_out,timestamp_jitter_000ms,60.0,90.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_001/g2_event_spline__sealed_confirmation_profile_001__trajectory_008__seed_1300008/timestamp_jitter_000ms/raw_dual_stream.npz,c72ea626d9973992800f3b7333e73b11dc43f3304b49ad5bfba2e974548ce535,False
g2_event_spline__sealed_confirmation_profile_001__trajectory_008__seed_1300008__timestamp_jitter_000ms::context_090.000,sealed_confirmation_profile_001,sealed_confirmation_profile_001,g2_event_spline__sealed_confirmation_profile_001__trajectory_008__seed_1300008,held_out,timestamp_jitter_000ms,90.0,120.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_001/g2_event_spline__sealed_confirmation_profile_001__trajectory_008__seed_1300008/timestamp_jitter_000ms/raw_dual_stream.npz,c72ea626d9973992800f3b7333e73b11dc43f3304b49ad5bfba2e974548ce535,False
g2_event_spline__sealed_confirmation_profile_001__trajectory_008__seed_1300008__timestamp_jitter_000ms::context_120.000,sealed_confirmation_profile_001,sealed_confirmation_profile_001,g2_event_spline__sealed_confirmation_profile_001__trajectory_008__seed_1300008,held_out,timestamp_jitter_000ms,120.0,150.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_001/g2_event_spline__sealed_confirmation_profile_001__trajectory_008__seed_1300008/timestamp_jitter_000ms/raw_dual_stream.npz,c72ea626d9973992800f3b7333e73b11dc43f3304b49ad5bfba2e974548ce535,False
g2_event_spline__sealed_confirmation_profile_001__trajectory_009__seed_1300009__timestamp_jitter_000ms::context_030.000,sealed_confirmation_profile_001,sealed_confirmation_profile_001,g2_event_spline__sealed_confirmation_profile_001__trajectory_009__seed_1300009,held_out,timestamp_jitter_000ms,30.0,60.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_001/g2_event_spline__sealed_confirmation_profile_001__trajectory_009__seed_1300009/timestamp_jitter_000ms/raw_dual_stream.npz,01df71c5552489907e6af5cb290337d0b4148f4f0625071b7f780c2c275165b1,False
g2_event_spline__sealed_confirmation_profile_001__trajectory_009__seed_1300009__timestamp_jitter_000ms::context_060.000,sealed_confirmation_profile_001,sealed_confirmation_profile_001,g2_event_spline__sealed_confirmation_profile_001__trajectory_009__seed_1300009,held_out,timestamp_jitter_000ms,60.0,90.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_001/g2_event_spline__sealed_confirmation_profile_001__trajectory_009__seed_1300009/timestamp_jitter_000ms/raw_dual_stream.npz,01df71c5552489907e6af5cb290337d0b4148f4f0625071b7f780c2c275165b1,False
g2_event_spline__sealed_confirmation_profile_001__trajectory_009__seed_1300009__timestamp_jitter_000ms::context_090.000,sealed_confirmation_profile_001,sealed_confirmation_profile_001,g2_event_spline__sealed_confirmation_profile_001__trajectory_009__seed_1300009,held_out,timestamp_jitter_000ms,90.0,120.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_001/g2_event_spline__sealed_confirmation_profile_001__trajectory_009__seed_1300009/timestamp_jitter_000ms/raw_dual_stream.npz,01df71c5552489907e6af5cb290337d0b4148f4f0625071b7f780c2c275165b1,False
g2_event_spline__sealed_confirmation_profile_001__trajectory_009__seed_1300009__timestamp_jitter_000ms::context_120.000,sealed_confirmation_profile_001,sealed_confirmation_profile_001,g2_event_spline__sealed_confirmation_profile_001__trajectory_009__seed_1300009,held_out,timestamp_jitter_000ms,120.0,150.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_001/g2_event_spline__sealed_confirmation_profile_001__trajectory_009__seed_1300009/timestamp_jitter_000ms/raw_dual_stream.npz,01df71c5552489907e6af5cb290337d0b4148f4f0625071b7f780c2c275165b1,False
g2_event_spline__sealed_confirmation_profile_001__trajectory_010__seed_1300010__timestamp_jitter_000ms::context_030.000,sealed_confirmation_profile_001,sealed_confirmation_profile_001,g2_event_spline__sealed_confirmation_profile_001__trajectory_010__seed_1300010,held_out,timestamp_jitter_000ms,30.0,60.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_001/g2_event_spline__sealed_confirmation_profile_001__trajectory_010__seed_1300010/timestamp_jitter_000ms/raw_dual_stream.npz,52df816f971936b8512c3955b3363260df12e77efad495404607fdff206b60ab,False
g2_event_spline__sealed_confirmation_profile_001__trajectory_010__seed_1300010__timestamp_jitter_000ms::context_060.000,sealed_confirmation_profile_001,sealed_confirmation_profile_001,g2_event_spline__sealed_confirmation_profile_001__trajectory_010__seed_1300010,held_out,timestamp_jitter_000ms,60.0,90.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_001/g2_event_spline__sealed_confirmation_profile_001__trajectory_010__seed_1300010/timestamp_jitter_000ms/raw_dual_stream.npz,52df816f971936b8512c3955b3363260df12e77efad495404607fdff206b60ab,False
g2_event_spline__sealed_confirmation_profile_001__trajectory_010__seed_1300010__timestamp_jitter_000ms::context_090.000,sealed_confirmation_profile_001,sealed_confirmation_profile_001,g2_event_spline__sealed_confirmation_profile_001__trajectory_010__seed_1300010,held_out,timestamp_jitter_000ms,90.0,120.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_001/g2_event_spline__sealed_confirmation_profile_001__trajectory_010__seed_1300010/timestamp_jitter_000ms/raw_dual_stream.npz,52df816f971936b8512c3955b3363260df12e77efad495404607fdff206b60ab,False
g2_event_spline__sealed_confirmation_profile_001__trajectory_010__seed_1300010__timestamp_jitter_000ms::context_120.000,sealed_confirmation_profile_001,sealed_confirmation_profile_001,g2_event_spline__sealed_confirmation_profile_001__trajectory_010__seed_1300010,held_out,timestamp_jitter_000ms,120.0,150.0,artifacts/application_evaluation/2026-07-12_chronaris-v2-independent-confirmation-family/sealed_confirmation/sealed_confirmation_profile_001/g2_event_spline__sealed_confirmation_profile_001__trajectory_010__seed_1300010/timestamp_jitter_000ms/raw_dual_stream.npz,52df816f971936b8512c3955b3363260df12e77efad495404607fdff206b60ab,False
