seed,fold_id,fold_family,method_name,status,protocol_sha256,hyperparameter_selection_role,outer_test_metrics_opened
17,leave_one_sortie_out__fold01,leave_one_sortie_out_auxiliary,naive_time_sync,completed,fda6e896e219943832b23f4ba4595bd9512a9958fae32c97ace73735e1140fa3,validation,True
17,leave_one_sortie_out__fold01,leave_one_sortie_out_auxiliary,mult,completed,150cd5d337a6a2b7dedb1d41fdcad1d45513ba4b6e0ef9243b4757e1ae91fe68,validation,True
17,leave_one_sortie_out__fold01,leave_one_sortie_out_auxiliary,contiformer,completed,444f9b532478bc823bb3bd864f135bb5e799168afc212aac1fd29455061572a2,validation,True
17,leave_one_sortie_out__fold01,leave_one_sortie_out_auxiliary,chronaris,completed,c6f83af6648cceee820e925d23036d31ad4f929e7d7ea851151a0569a946c394,validation,True
17,leave_one_sortie_out__fold02,leave_one_sortie_out_auxiliary,physiology_only,completed,2c9bb3ffaab336e22e7462fb3826cb1e7fe04fffc48cc8c80e6c48fb409a5221,validation,True
17,leave_one_sortie_out__fold02,leave_one_sortie_out_auxiliary,vehicle_only,completed,bef0770743c0edea409e817921498246f2f8a265042becc5daedb1df3c5caae9,validation,True
17,leave_one_sortie_out__fold02,leave_one_sortie_out_auxiliary,naive_time_sync,completed,6f03d6dadf076aa14d37f791fcca135582660fd04fc23c51911f137b107d8f99,validation,True
17,leave_one_sortie_out__fold02,leave_one_sortie_out_auxiliary,mult,completed,f2a2d6749f296ca5461d87b73d6a5fda382273686310a7b83276815713d445f4,validation,True
17,leave_one_sortie_out__fold02,leave_one_sortie_out_auxiliary,contiformer,completed,18fbd842a1dfea7c3b3d28786972cc2e826079349ccfa2fd99ebf170d34a836c,validation,True
17,leave_one_sortie_out__fold02,leave_one_sortie_out_auxiliary,chronaris,completed,015223187f24b6853e93e6784ce0bca1fa6a057a9766e60462b20e6edf592d03,validation,True
29,leave_one_view_out__fold01,leave_one_view_out_main,physiology_only,completed,7c2069950fadc2e0de20859973493037ee43e14b785b9209efb539db830364fe,validation,True
29,leave_one_view_out__fold01,leave_one_view_out_main,vehicle_only,completed,56e01640a63f0458d767321a27c00f2f5cee17c1e5515a551a71b4a8b822c5bd,validation,True
29,leave_one_view_out__fold01,leave_one_view_out_main,naive_time_sync,completed,d7ffede01f454a253da8a9b904d1a395e20629baedb5deba9745240b0943857b,validation,True
29,leave_one_view_out__fold01,leave_one_view_out_main,mult,completed,b5f14f3a9426be075c30a3e64ae286ae33e3632df13992fdfc60a39f7e6ceaec,validation,True
29,leave_one_view_out__fold01,leave_one_view_out_main,contiformer,completed,a50a23ecb98c87a17655b68b76163cf47843007bd4c356d714e495303365ec89,validation,True
29,leave_one_view_out__fold01,leave_one_view_out_main,chronaris,completed,773f52ae7a6bb16906febf7b2aaaec089dc7c1d9955eb8beb4c72384c903c34c,validation,True
29,leave_one_view_out__fold02,leave_one_view_out_main,physiology_only,completed,65dd6c243285cea37024e30044d902b1e053fd7851edc839045b5cefea91844a,validation,True
29,leave_one_view_out__fold02,leave_one_view_out_main,vehicle_only,completed,c77f53367a37d190c174ed7f516e303aa5c995eb0cde4a98435c9689c5286de1,validation,True
29,leave_one_view_out__fold02,leave_one_view_out_main,naive_time_sync,completed,e56a3a284a13cf69c112ac3ab18a0d0027b8d5cb37ce9ea67f8bd4103a2c3103,validation,True
29,leave_one_view_out__fold02,leave_one_view_out_main,mult,completed,437ff224c7a5bc885614aa00fe7729956da1905036fe57de93ac4303848d5244,validation,True
29,leave_one_view_out__fold02,leave_one_view_out_main,contiformer,completed,6ec18b599363f4e40840fa7d13e8dbe1144b9f1b0f6c057f38280840219b08bc,validation,True
29,leave_one_view_out__fold02,leave_one_view_out_main,chronaris,completed,795f393e26438ca3db3c0b76670f0c88f66b2280640bac704dca1c8af3770763,validation,True
29,leave_one_view_out__fold03,leave_one_view_out_main,physiology_only,completed,a322794e3ab1097f1b2c5b941db7de13bd42f58fd3401da27dff8069fe7bef1b,validation,True
29,leave_one_view_out__fold03,leave_one_view_out_main,vehicle_only,completed,ed5db989ca9cd89456492dbf6c752c97b90c797e2fb72a1a532541f0a6a6d50e,validation,True
29,leave_one_view_out__fold03,leave_one_view_out_main,naive_time_sync,completed,a66aa27bda5ed62a3e1dc0e265272ebafab3a9967192dbc3604462a3ee6fc4a9,validation,True
29,leave_one_view_out__fold03,leave_one_view_out_main,mult,completed,8ab4eb5f331295d44aab907b50ddcc02a5f4ccec6fa92d5cae2a276deb59b367,validation,True
29,leave_one_view_out__fold03,leave_one_view_out_main,contiformer,completed,68fb097ec2c183334358c8a2c2b22ac43b7377e4684f28e9e92f7575e9be2d76,validation,True
29,leave_one_view_out__fold03,leave_one_view_out_main,chronaris,completed,af33bda1d86ea0ff59f8b87bf7b3f9484f9e463f2ac9a91f71316f2ee416436f,validation,True
29,leave_one_sortie_out__fold01,leave_one_sortie_out_auxiliary,physiology_only,completed,c7715f410ce4cdc38a688e189b7f14abe252e961c4fe8d2d5e35c73db13cf26d,validation,True
29,leave_one_sortie_out__fold01,leave_one_sortie_out_auxiliary,vehicle_only,completed,3d3cc9313f193074a535cc17cb50757a72ae95bd11c0663e617a17a6a8a54076,validation,True
29,leave_one_sortie_out__fold01,leave_one_sortie_out_auxiliary,naive_time_sync,completed,f2fd55441865d75d26c072469f7009e8afb80c96f9b685d5f4de61a8e09cca43,validation,True
29,leave_one_sortie_out__fold01,leave_one_sortie_out_auxiliary,mult,completed,8592a41439c6c0a80e3c49a0856a590fc1b9c792e160e6885c12e911fcea6f6b,validation,True
29,leave_one_sortie_out__fold01,leave_one_sortie_out_auxiliary,contiformer,completed,314b1aaa54715dcbc169f14f8a025a07efbc3345e83111fedc871c1ca8df6d2c,validation,True
29,leave_one_sortie_out__fold01,leave_one_sortie_out_auxiliary,chronaris,completed,4cdcefac1d444af7acc3a64a016cd549a93ebe2ca0bc7bb0aa8ca3f6de5b3ad5,validation,True
29,leave_one_sortie_out__fold02,leave_one_sortie_out_auxiliary,physiology_only,completed,51dc58d49d1c8d28ce4d02c8550efbd78d4b391007867807123a0264afdb9eb7,validation,True
29,leave_one_sortie_out__fold02,leave_one_sortie_out_auxiliary,vehicle_only,completed,875d048ee23bcf8810b4865e1759a5d56ddd03034539a62849c06477d09ff44d,validation,True
29,leave_one_sortie_out__fold02,leave_one_sortie_out_auxiliary,naive_time_sync,completed,028b813f1f0f086bfcff6b685122653a79544200b8a5c05b82c7e447ad34c5a8,validation,True
29,leave_one_sortie_out__fold02,leave_one_sortie_out_auxiliary,mult,completed,7b03aa9575614d23b281be45476332386467db1776115ca0c92ff4a8c3fafdb7,validation,True
29,leave_one_sortie_out__fold02,leave_one_sortie_out_auxiliary,contiformer,completed,4b9339ede0139e9084182d9344a051cbb0a0fd26ebb8f9412a6b5dc9e910919b,validation,True
29,leave_one_sortie_out__fold02,leave_one_sortie_out_auxiliary,chronaris,completed,152a3aa683c258bc04826d7aff1072fa15dc1d6920d64a93271ddf041e91dd31,validation,True
43,leave_one_view_out__fold01,leave_one_view_out_main,physiology_only,completed,d49615f3d4606de0ad69711032d740c50a550cc1999ed72557a8a7291264d1f1,validation,True
43,leave_one_view_out__fold01,leave_one_view_out_main,vehicle_only,completed,30d8499603a9d1b194c1440e9cbdc14d8b8a75b0dbb742648aa8d5ea9807343b,validation,True
43,leave_one_view_out__fold01,leave_one_view_out_main,naive_time_sync,completed,4eb54a18540df071c8c335ff8d5bc814045aeb2b34daa8847e877f6dd3c1063a,validation,True
43,leave_one_view_out__fold01,leave_one_view_out_main,mult,completed,cf263bee2057d914fc6a66916295ebc28909a18aad06d4681240357643a035f9,validation,True
43,leave_one_view_out__fold01,leave_one_view_out_main,contiformer,completed,9263a902b8a0887dd4a501c7a385873823fea75ff750d2eb50b4116ce4f8f703,validation,True
43,leave_one_view_out__fold01,leave_one_view_out_main,chronaris,completed,33d90ef84faaf319e908bd48e07268fde39c8d0ff336e305ec009c0a7c0aef10,validation,True
43,leave_one_view_out__fold02,leave_one_view_out_main,physiology_only,completed,d093e51cd5033e59e0f4e23b900da445eda1d47f530b63120aeb81faa39e93fb,validation,True
43,leave_one_view_out__fold02,leave_one_view_out_main,vehicle_only,completed,ca6abe77ab475222d6a0311124efb9ae8184379844f47993dac3d02737f5142a,validation,True
43,leave_one_view_out__fold02,leave_one_view_out_main,naive_time_sync,completed,042d2c04eb776561de9e5c15620cb62b7b63623f01c707e437a542f7d9535f07,validation,True
43,leave_one_view_out__fold02,leave_one_view_out_main,mult,completed,5f84099fca441b50f1761e2af27bcba23e1659fbedf498d07eff6464ea9da7c6,validation,True
43,leave_one_view_out__fold02,leave_one_view_out_main,contiformer,completed,0dec682eba65914bd08b90e1fd1f2dbb0e826cabcdc25d80076c9f0798067274,validation,True
43,leave_one_view_out__fold02,leave_one_view_out_main,chronaris,completed,5de4d54933922cd67be48ef1c0831de7763661c5c37b30f9f6914c5ff113fb9b,validation,True
43,leave_one_view_out__fold03,leave_one_view_out_main,physiology_only,completed,56c140d6ce347e636498a31289027d8e6638379f611e2d79596b81b2aeabe324,validation,True
43,leave_one_view_out__fold03,leave_one_view_out_main,vehicle_only,completed,cfc6051e2f80302a63f55ca8ba7e2f6921a2423ed8ce706f17eb583a2b747d86,validation,True
43,leave_one_view_out__fold03,leave_one_view_out_main,naive_time_sync,completed,531d0eafd2f1ab233bce4a251b4ece3548a4687a1de1ef4e33f96246a888caa5,validation,True
43,leave_one_view_out__fold03,leave_one_view_out_main,mult,completed,54570e5c59bf7626adf617a4da0c2bdf55f69c73d5079fa7439e3042083fe3d6,validation,True
43,leave_one_view_out__fold03,leave_one_view_out_main,contiformer,completed,5e0ad50be3cc3c06f43deab9edce91bcd97f551b0d453db4151c764df2e916fe,validation,True
43,leave_one_view_out__fold03,leave_one_view_out_main,chronaris,completed,136ffd4a7017f5fcf66eb294ac00d6a4f7c4f9ce7f71dc32f54c0797def16d60,validation,True
43,leave_one_sortie_out__fold01,leave_one_sortie_out_auxiliary,physiology_only,completed,cb34ff3cd84331a8814ba54df086f3e2971a41173a096fe4b1600a6ce2e7f935,validation,True
43,leave_one_sortie_out__fold01,leave_one_sortie_out_auxiliary,vehicle_only,completed,c3522d240e17fa906c990b823a56c00835d2350f291c7308318e90ca8f07ff82,validation,True
43,leave_one_sortie_out__fold01,leave_one_sortie_out_auxiliary,naive_time_sync,completed,284bf92bc763a20ede688536c4284d475f89ded6b733712deb7ee27a4bc6defe,validation,True
43,leave_one_sortie_out__fold01,leave_one_sortie_out_auxiliary,mult,completed,fc7941e688d98492a2aa39fe4469d4710585f2705c6dabde1f2cf5aca06d93f5,validation,True
43,leave_one_sortie_out__fold01,leave_one_sortie_out_auxiliary,contiformer,completed,dcfd23df7c355423aadef879b025a82ada28059705f18de75cf05868e676aaf9,validation,True
43,leave_one_sortie_out__fold01,leave_one_sortie_out_auxiliary,chronaris,completed,f1c1e3fa05ee028fc26263496727a02ca4e3e21109ce99e0c1c8de9d24522f6a,validation,True
43,leave_one_sortie_out__fold02,leave_one_sortie_out_auxiliary,physiology_only,completed,4376f323703311abcc3fbae2a8df4a97f8ccfb7d3cb45f4381e8c2723c92bd9a,validation,True
43,leave_one_sortie_out__fold02,leave_one_sortie_out_auxiliary,vehicle_only,completed,54b91eaf135c322e8aeb30c6a5c4a94ed7427683fd2db82db04a7024c7cec5e0,validation,True
43,leave_one_sortie_out__fold02,leave_one_sortie_out_auxiliary,naive_time_sync,completed,4ef17550ba9e26fb2b2c14a49940c1cb5b8bf4b9638044328ea19cc1da950bc6,validation,True
43,leave_one_sortie_out__fold02,leave_one_sortie_out_auxiliary,mult,completed,20b4168bddc07111d534b6e4febb2c616f6e4c3aa4b812237e1497ff44afb72a,validation,True
43,leave_one_sortie_out__fold02,leave_one_sortie_out_auxiliary,contiformer,completed,d50af9e2cee0c8c41694dccd020d36d6c7576e0998ab5481fe9a30395cd0dbbd,validation,True
43,leave_one_sortie_out__fold02,leave_one_sortie_out_auxiliary,chronaris,completed,28ff04c3feec22cb7f094810b3cf722849a6d0c7af6ecc016aad1f2704e5aae4,validation,True
