dataset,task,consumer,method,seed,fold,role,metric,value,direction,status,reason,sample_count,threshold_scope,smoke_only,representation_family
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,physiology_only,17,leave_one_view_out__fold01,held_out,brier_score,0.4135768735148371,lower,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,physiology_only,17,leave_one_view_out__fold01,held_out,ece_10_bins,0.19311993104425543,lower,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,physiology_response_regression,linear,physiology_only,17,leave_one_view_out__fold01,held_out,mae,0.4046958282377186,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,physiology_response_regression,linear,physiology_only,17,leave_one_view_out__fold01,held_out,rmse,0.5678459897649382,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,physiology_response_regression,linear,physiology_only,17,leave_one_view_out__fold01,held_out,spearman,0.4705228031145718,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,linear,physiology_only,17,leave_one_view_out__fold01,held_out,macro_f1,0.8844672657252888,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,linear,physiology_only,17,leave_one_view_out__fold01,held_out,balanced_accuracy,0.9318181818181819,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,linear,physiology_only,17,leave_one_view_out__fold01,held_out,macro_auprc,0.9854787998562702,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,linear,physiology_only,17,leave_one_view_out__fold01,held_out,brier_score,0.14066535742118444,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,linear,physiology_only,17,leave_one_view_out__fold01,held_out,ece_10_bins,0.050266726627603495,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,linear,physiology_only,17,leave_one_view_out__fold01,held_out,high_response_recall,1.0,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,physiology_only,17,leave_one_view_out__fold01,held_out,macro_f1,1.0,higher,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,physiology_only,17,leave_one_view_out__fold01,held_out,balanced_accuracy,1.0,higher,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,physiology_only,17,leave_one_view_out__fold01,held_out,macro_auprc,1.0,higher,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,physiology_only,17,leave_one_view_out__fold01,held_out,brier_score,0.0007963636877359228,lower,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,physiology_only,17,leave_one_view_out__fold01,held_out,ece_10_bins,0.020280353415383923,lower,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,physiology_response_regression,minirocket,physiology_only,17,leave_one_view_out__fold01,held_out,mae,0.01575676799626268,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,physiology_response_regression,minirocket,physiology_only,17,leave_one_view_out__fold01,held_out,rmse,0.021448100847784216,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,physiology_response_regression,minirocket,physiology_only,17,leave_one_view_out__fold01,held_out,spearman,0.9915461624026695,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,physiology_only,17,leave_one_view_out__fold01,held_out,macro_f1,1.0,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,physiology_only,17,leave_one_view_out__fold01,held_out,balanced_accuracy,1.0,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,physiology_only,17,leave_one_view_out__fold01,held_out,macro_auprc,0.9999999999999999,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,physiology_only,17,leave_one_view_out__fold01,held_out,brier_score,0.00023078207100942703,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,physiology_only,17,leave_one_view_out__fold01,held_out,ece_10_bins,0.008503041686186319,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,physiology_only,17,leave_one_view_out__fold01,held_out,high_response_recall,1.0,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,vehicle_only,17,leave_one_view_out__fold01,validation,macro_f1,0.9362800941748309,higher,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,vehicle_only,17,leave_one_view_out__fold01,validation,balanced_accuracy,0.9363636363636364,higher,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,vehicle_only,17,leave_one_view_out__fold01,validation,macro_auprc,0.9662002055183874,higher,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,vehicle_only,17,leave_one_view_out__fold01,validation,brier_score,0.2113245181153358,lower,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,vehicle_only,17,leave_one_view_out__fold01,validation,ece_10_bins,0.22000898683975997,lower,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,physiology_response_regression,linear,vehicle_only,17,leave_one_view_out__fold01,validation,mae,0.5758823890376726,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,physiology_response_regression,linear,vehicle_only,17,leave_one_view_out__fold01,validation,rmse,0.7844642873185163,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,physiology_response_regression,linear,vehicle_only,17,leave_one_view_out__fold01,validation,spearman,0.1421579532814238,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,linear,vehicle_only,17,leave_one_view_out__fold01,validation,macro_f1,0.6914285714285715,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,linear,vehicle_only,17,leave_one_view_out__fold01,validation,balanced_accuracy,0.6900452488687783,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,linear,vehicle_only,17,leave_one_view_out__fold01,validation,macro_auprc,0.6525322599916142,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,linear,vehicle_only,17,leave_one_view_out__fold01,validation,brier_score,0.4702638526904984,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,linear,vehicle_only,17,leave_one_view_out__fold01,validation,ece_10_bins,0.22539415326455456,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,linear,vehicle_only,17,leave_one_view_out__fold01,validation,high_response_recall,0.6153846153846154,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,vehicle_only,17,leave_one_view_out__fold01,validation,macro_f1,1.0,higher,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,vehicle_only,17,leave_one_view_out__fold01,validation,balanced_accuracy,1.0,higher,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,vehicle_only,17,leave_one_view_out__fold01,validation,macro_auprc,1.0,higher,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,vehicle_only,17,leave_one_view_out__fold01,validation,brier_score,0.0006698022644384728,lower,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,vehicle_only,17,leave_one_view_out__fold01,validation,ece_10_bins,0.01782379821846314,lower,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,physiology_response_regression,minirocket,vehicle_only,17,leave_one_view_out__fold01,validation,mae,0.6377402324366224,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,physiology_response_regression,minirocket,vehicle_only,17,leave_one_view_out__fold01,validation,rmse,0.8964076730354719,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,physiology_response_regression,minirocket,vehicle_only,17,leave_one_view_out__fold01,validation,spearman,0.2582869855394883,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,vehicle_only,17,leave_one_view_out__fold01,validation,macro_f1,0.6703296703296704,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,vehicle_only,17,leave_one_view_out__fold01,validation,balanced_accuracy,0.6719457013574661,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,vehicle_only,17,leave_one_view_out__fold01,validation,macro_auprc,0.6645706450205626,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,vehicle_only,17,leave_one_view_out__fold01,validation,brier_score,0.5917566221754423,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,vehicle_only,17,leave_one_view_out__fold01,validation,ece_10_bins,0.29187446181009646,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,vehicle_only,17,leave_one_view_out__fold01,validation,high_response_recall,0.46153846153846156,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,vehicle_only,17,leave_one_view_out__fold01,held_out,macro_f1,0.9362800941748309,higher,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,vehicle_only,17,leave_one_view_out__fold01,held_out,balanced_accuracy,0.9363636363636364,higher,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,vehicle_only,17,leave_one_view_out__fold01,held_out,macro_auprc,0.9662002055183874,higher,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,vehicle_only,17,leave_one_view_out__fold01,held_out,brier_score,0.2113245181153358,lower,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,vehicle_only,17,leave_one_view_out__fold01,held_out,ece_10_bins,0.22000898683975997,lower,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,physiology_response_regression,linear,vehicle_only,17,leave_one_view_out__fold01,held_out,mae,0.4487741135681269,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,physiology_response_regression,linear,vehicle_only,17,leave_one_view_out__fold01,held_out,rmse,0.6672454838215799,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,physiology_response_regression,linear,vehicle_only,17,leave_one_view_out__fold01,held_out,spearman,0.42380422691879865,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,linear,vehicle_only,17,leave_one_view_out__fold01,held_out,macro_f1,0.7,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,linear,vehicle_only,17,leave_one_view_out__fold01,held_out,balanced_accuracy,0.7386363636363636,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,linear,vehicle_only,17,leave_one_view_out__fold01,held_out,macro_auprc,0.7481046358250847,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,linear,vehicle_only,17,leave_one_view_out__fold01,held_out,brier_score,0.3664033676834924,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,linear,vehicle_only,17,leave_one_view_out__fold01,held_out,ece_10_bins,0.1922201950505104,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,linear,vehicle_only,17,leave_one_view_out__fold01,held_out,high_response_recall,0.75,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,vehicle_only,17,leave_one_view_out__fold01,held_out,macro_f1,1.0,higher,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,vehicle_only,17,leave_one_view_out__fold01,held_out,balanced_accuracy,1.0,higher,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,vehicle_only,17,leave_one_view_out__fold01,held_out,macro_auprc,1.0,higher,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,vehicle_only,17,leave_one_view_out__fold01,held_out,brier_score,0.0006698022644384728,lower,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,vehicle_only,17,leave_one_view_out__fold01,held_out,ece_10_bins,0.01782379821846314,lower,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,physiology_response_regression,minirocket,vehicle_only,17,leave_one_view_out__fold01,held_out,mae,0.016431497670195753,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,physiology_response_regression,minirocket,vehicle_only,17,leave_one_view_out__fold01,held_out,rmse,0.02198856335203491,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,physiology_response_regression,minirocket,vehicle_only,17,leave_one_view_out__fold01,held_out,spearman,0.9973303670745272,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,vehicle_only,17,leave_one_view_out__fold01,held_out,macro_f1,1.0,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,vehicle_only,17,leave_one_view_out__fold01,held_out,balanced_accuracy,1.0,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,vehicle_only,17,leave_one_view_out__fold01,held_out,macro_auprc,0.9999999999999999,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,vehicle_only,17,leave_one_view_out__fold01,held_out,brier_score,0.00019527468523948907,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,vehicle_only,17,leave_one_view_out__fold01,held_out,ece_10_bins,0.00812553818990358,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,minirocket,vehicle_only,17,leave_one_view_out__fold01,held_out,high_response_recall,1.0,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,naive_time_sync,17,leave_one_view_out__fold01,validation,macro_f1,0.16260162601626016,higher,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,naive_time_sync,17,leave_one_view_out__fold01,validation,balanced_accuracy,0.3333333333333333,higher,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,naive_time_sync,17,leave_one_view_out__fold01,validation,macro_auprc,0.6538460250897692,higher,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,naive_time_sync,17,leave_one_view_out__fold01,validation,brier_score,1.353062779474361,lower,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,linear,naive_time_sync,17,leave_one_view_out__fold01,validation,ece_10_bins,0.6769119142500901,lower,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,physiology_response_regression,linear,naive_time_sync,17,leave_one_view_out__fold01,validation,mae,3.0892246334450113,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,physiology_response_regression,linear,naive_time_sync,17,leave_one_view_out__fold01,validation,rmse,3.753826580018742,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,physiology_response_regression,linear,naive_time_sync,17,leave_one_view_out__fold01,validation,spearman,0.2956618464961067,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,linear,naive_time_sync,17,leave_one_view_out__fold01,validation,macro_f1,0.3617021276595745,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,linear,naive_time_sync,17,leave_one_view_out__fold01,validation,balanced_accuracy,0.5,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,linear,naive_time_sync,17,leave_one_view_out__fold01,validation,macro_auprc,0.5098609510447032,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,linear,naive_time_sync,17,leave_one_view_out__fold01,validation,brier_score,0.8634039584060001,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,linear,naive_time_sync,17,leave_one_view_out__fold01,validation,ece_10_bins,0.4313588304340581,lower,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,high_physiology_response_classification,linear,naive_time_sync,17,leave_one_view_out__fold01,validation,high_response_recall,0.0,higher,available,,30,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,naive_time_sync,17,leave_one_view_out__fold01,validation,macro_f1,1.0,higher,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,naive_time_sync,17,leave_one_view_out__fold01,validation,balanced_accuracy,1.0,higher,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,naive_time_sync,17,leave_one_view_out__fold01,validation,macro_auprc,1.0,higher,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,naive_time_sync,17,leave_one_view_out__fold01,validation,brier_score,0.01259406767772732,lower,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
dingxin_existing_dual_stream,maneuver_intensity_classification,minirocket,naive_time_sync,17,leave_one_view_out__fold01,validation,ece_10_bins,0.06593521224985004,lower,available,,31,inner_train_nested,False,synthetic_pretrain_real_adapt_v1
