seed,method_name,epoch,train_classification_loss,train_regression_loss,train_segmentation_loss,validation_classification_loss,validation_regression_loss,validation_segmentation_loss,validation_selection_loss,gradient_norm_before_clip_last_step,improved,epochs_without_improvement
17,physiology_only,18,1.1009294589360554,0.8864322304725647,1.4530699253082275,1.0756274461746216,0.9417140483856201,1.5087729692459106,3.5261144638061523,1.8114204406738281,True,0
17,physiology_only,19,1.0958218971888225,0.8779195348421732,1.4493488073349,1.0742710828781128,0.9416375160217285,1.506734013557434,3.5226426124572754,2.912569046020508,True,0
17,physiology_only,20,1.0926087299982707,0.8677708705266317,1.4468427896499634,1.0727763175964355,0.9364105463027954,1.5105589628219604,3.5197458267211914,1.8426822423934937,True,0
17,vehicle_only,1,1.1489682992299397,1.0512702465057373,1.7048057715098064,1.1571680307388306,1.1113404035568237,1.6614561080932617,3.929964542388916,3.262437582015991,True,0
17,vehicle_only,2,1.1391640901565552,1.0332056879997253,1.66914697488149,1.1462763547897339,1.0890240669250488,1.6342220306396484,3.869522452354431,2.414201021194458,True,0
17,vehicle_only,3,1.1297749280929565,1.0133869647979736,1.6404621998469036,1.1353157758712769,1.0705952644348145,1.6101791858673096,3.816090226173401,2.314351797103882,True,0
17,vehicle_only,4,1.1207048892974854,0.9973409573237101,1.6125787893931072,1.1256756782531738,1.0551207065582275,1.5887398719787598,3.769536256790161,2.8366761207580566,True,0
17,vehicle_only,5,1.1127246220906575,0.9866615931193033,1.5928248167037964,1.1167505979537964,1.041998028755188,1.570003867149353,3.7287524938583374,1.4816638231277466,True,0
17,vehicle_only,6,1.104688247044881,0.9722964564959208,1.5696563720703125,1.1090761423110962,1.0299696922302246,1.5514249801635742,3.690470814704895,2.1300153732299805,True,0
17,vehicle_only,7,1.0988740921020508,0.9598666826883951,1.5489240487416585,1.1023186445236206,1.0190509557724,1.533431053161621,3.6548006534576416,2.545149326324463,True,0
17,vehicle_only,8,1.093875805536906,0.9483305613199869,1.5309185187021892,1.095649242401123,1.0075314044952393,1.515579104423523,3.6187597513198853,1.8566242456436157,True,0
17,vehicle_only,9,1.088833173116048,0.9369087417920431,1.5097875992457073,1.0891858339309692,0.9965049624443054,1.4974968433380127,3.5831876397132874,1.7999083995819092,True,0
17,vehicle_only,10,1.083498199780782,0.923598567644755,1.4920514822006226,1.083284854888916,0.985179603099823,1.478771448135376,3.547235906124115,1.3618801832199097,True,0
17,vehicle_only,11,1.0783434708913167,0.9119227925936381,1.4725987513860066,1.0780375003814697,0.9740140438079834,1.4591654539108276,3.5112169981002808,1.6992011070251465,True,0
17,vehicle_only,12,1.0745809078216553,0.8988757133483887,1.450844168663025,1.0732353925704956,0.9625509977340698,1.4385247230529785,3.474311113357544,1.9466408491134644,True,0
17,vehicle_only,13,1.0702229738235474,0.8865168889363607,1.4294523000717163,1.0689603090286255,0.9508243799209595,1.4172626733779907,3.4370473623275757,1.781275749206543,True,0
17,vehicle_only,14,1.0671481291453044,0.875853697458903,1.4090875387191772,1.0650533437728882,0.9394741058349609,1.3956979513168335,3.4002254009246826,1.9662926197052002,True,0
17,vehicle_only,15,1.0629645188649495,0.8628214399019877,1.3856027126312256,1.0614200830459595,0.9271995425224304,1.373805046081543,3.362424671649933,1.8374570608139038,True,0
17,vehicle_only,16,1.0592894554138184,0.8493551015853882,1.3646379311879475,1.0578135251998901,0.9140166640281677,1.3518457412719727,3.3236759305000305,2.2301297187805176,True,0
17,vehicle_only,17,1.0565687417984009,0.8370869358380636,1.3411294221878052,1.0544630289077759,0.9015783667564392,1.3295780420303345,3.2856194376945496,1.4709280729293823,True,0
17,vehicle_only,18,1.0533053080240886,0.8244075179100037,1.3183315992355347,1.0510833263397217,0.8893128633499146,1.3068608045578003,3.2472569942474365,1.5909359455108643,True,0
17,vehicle_only,19,1.051164984703064,0.8121726711591085,1.2960976362228394,1.0477725267410278,0.8786791563034058,1.2839932441711426,3.210444927215576,2.004349946975708,True,0
17,vehicle_only,20,1.0470842123031616,0.7982300519943237,1.2728849649429321,1.0440844297409058,0.8666355013847351,1.2609585523605347,3.1716784834861755,1.7037361860275269,True,0
17,naive_time_sync,1,1.2626570860544841,3.9240540663401284,2.825169801712036,1.2146166563034058,3.7846972942352295,2.81472110748291,7.814035058021545,36.64268112182617,True,0
17,naive_time_sync,2,1.2597492535909016,3.9016074339548745,2.6584516366322837,1.2129422426223755,3.764705181121826,2.6318376064300537,7.609485030174255,34.30195999145508,True,0
17,naive_time_sync,3,1.2567005554835002,3.8785980542500815,2.504342714945475,1.2112574577331543,3.744777202606201,2.465500593185425,7.42153525352478,34.31953048706055,True,0
17,naive_time_sync,4,1.2538214921951294,3.855533997217814,2.3639094034830728,1.2095879316329956,3.7249574661254883,2.3161325454711914,7.250677943229675,38.458595275878906,True,0
17,naive_time_sync,5,1.250932772954305,3.833028713862101,2.2512876192728677,1.2079509496688843,3.705352544784546,2.1836626529693604,7.0969661474227905,33.937049865722656,True,0
17,naive_time_sync,6,1.248205304145813,3.811160087585449,2.1252752939860025,1.2064228057861328,3.6856114864349365,2.0658841133117676,6.957918405532837,31.32853126525879,True,0
17,naive_time_sync,7,1.2452627817789714,3.787769317626953,2.0191412369410195,1.2049663066864014,3.665844678878784,1.958827018737793,6.8296380043029785,38.325130462646484,True,0
17,naive_time_sync,8,1.2423458496729534,3.7654871145884194,1.9272303581237793,1.2035053968429565,3.6462302207946777,1.863102912902832,6.712838530540466,34.444339752197266,True,0
17,naive_time_sync,9,1.2397396961847942,3.7431177298227944,1.8420241276423137,1.2020255327224731,3.6267776489257812,1.7766896486282349,6.605492830276489,34.33053970336914,True,0
17,naive_time_sync,10,1.2370885610580444,3.721254507700602,1.7607840299606323,1.2005749940872192,3.6073577404022217,1.698824405670166,6.506757140159607,34.558128356933594,True,0
17,naive_time_sync,11,1.2344374259312947,3.6983180046081543,1.6869884729385376,1.1992446184158325,3.5879364013671875,1.6286104917526245,6.4157915115356445,36.117008209228516,True,0
17,naive_time_sync,12,1.2317910194396973,3.6764794190724692,1.6190356810887654,1.1978813409805298,3.5685012340545654,1.56681489944458,6.333197474479675,35.60441589355469,True,0
17,naive_time_sync,13,1.2292019526163738,3.654389222462972,1.5629038413365681,1.1965441703796387,3.549227476119995,1.512813925743103,6.258585572242737,37.578269958496094,True,0
17,naive_time_sync,14,1.2264200448989868,3.6321770350138345,1.5065552393595378,1.195266604423523,3.529930830001831,1.4653000831604004,6.190497517585754,39.53202819824219,True,0
17,naive_time_sync,15,1.2240169048309326,3.6108012994130454,1.4637588659922283,1.1939946413040161,3.510775089263916,1.4238638877868652,6.128633618354797,33.073387145996094,True,0
17,naive_time_sync,16,1.2214582363764446,3.589011271794637,1.4232801993687947,1.1927295923233032,3.491820812225342,1.3866140842437744,6.071164488792419,30.84520721435547,True,0
17,naive_time_sync,17,1.2190115054448445,3.567448059717814,1.38870370388031,1.1915020942687988,3.473011016845703,1.3527668714523315,6.0172799825668335,32.86919403076172,True,0
17,naive_time_sync,18,1.2166813214619954,3.545886437098185,1.352109710375468,1.19027578830719,3.454155683517456,1.3211982250213623,5.965629696846008,35.788936614990234,True,0
17,naive_time_sync,19,1.2140556971232097,3.5243893464406333,1.3289885520935059,1.1890721321105957,3.435436964035034,1.292451024055481,5.916960120201111,33.8865852355957,True,0
17,naive_time_sync,20,1.2118722995122273,3.5040907065073648,1.2941145499547322,1.1878995895385742,3.4168009757995605,1.2667964696884155,5.87149703502655,26.022850036621094,True,0
17,mult,1,1.1561988194783528,1.1822689771652222,1.7598529656728108,1.2086890935897827,1.2577098608016968,1.7382535934448242,4.204652547836304,3.3023476600646973,True,0
17,mult,2,1.1425927082697551,1.1053526798884075,1.698619802792867,1.1847938299179077,1.1807315349578857,1.6854853630065918,4.051010727882385,4.445065975189209,True,0
17,mult,3,1.130578915278117,1.0397449334462483,1.6514225006103516,1.1612279415130615,1.1285076141357422,1.6452736854553223,3.935009241104126,3.083829402923584,True,0
17,mult,4,1.1200467348098755,0.9868813355763754,1.6172682046890259,1.142678141593933,1.0890151262283325,1.6079881191253662,3.839681386947632,3.273270606994629,True,0
17,mult,5,1.1146612167358398,0.9422628879547119,1.5849624872207642,1.1274170875549316,1.0567129850387573,1.572420597076416,3.756550669670105,2.156524419784546,True,0
17,mult,6,1.1071838935216267,0.9046900868415833,1.5541229248046875,1.1161459684371948,1.032116413116455,1.5339075326919556,3.6821699142456055,2.488345146179199,True,0
17,mult,7,1.098520000775655,0.8833745320638021,1.5197919607162476,1.1065553426742554,1.0140817165374756,1.4953856468200684,3.6160227060317993,2.14847469329834,True,0
17,mult,8,1.0914935668309529,0.8518878221511841,1.4831870794296265,1.096789002418518,0.9971796870231628,1.4555375576019287,3.5495062470436096,1.860024094581604,True,0
17,mult,9,1.0829437176386516,0.8348570466041565,1.4500205516815186,1.0870773792266846,0.9899063110351562,1.413656234741211,3.4906399250030518,2.118528366088867,True,0
17,mult,10,1.0740471680959065,0.817116399606069,1.4122206370035808,1.0791054964065552,0.9836229681968689,1.37051522731781,3.433243691921234,1.7437084913253784,True,0
17,mult,11,1.065019130706787,0.8018813729286194,1.3686663309733074,1.0715652704238892,0.9799210429191589,1.3261469602584839,3.377633273601532,2.049535036087036,True,0
17,mult,12,1.0567564169565837,0.7951422135035197,1.3285043239593506,1.0650101900100708,0.9771673083305359,1.2836183309555054,3.325795829296112,2.6660501956939697,True,0
17,mult,13,1.047550876935323,0.7830191055933634,1.2868092060089111,1.0593892335891724,0.9701935648918152,1.2425676584243774,3.272150456905365,1.5409653186798096,True,0
17,mult,14,1.0392400821050007,0.7749143242835999,1.2494211594263713,1.0541119575500488,0.9665179252624512,1.202788233757019,3.223418116569519,2.546995162963867,True,0
17,mult,15,1.0300851265589397,0.7631657322247823,1.2100992600123088,1.0494223833084106,0.9592611193656921,1.1651630401611328,3.1738465428352356,1.6696187257766724,True,0
17,mult,16,1.0210104783376057,0.7590766946474711,1.176029125849406,1.0445775985717773,0.9498288035392761,1.1310350894927979,3.1254414916038513,3.4255378246307373,True,0
17,mult,17,1.0142981211344402,0.7496738235155741,1.1416678428649902,1.0400601625442505,0.9442567229270935,1.0998327732086182,3.084149658679962,2.1857526302337646,True,0
17,mult,18,1.0063766837120056,0.7404703299204508,1.112289547920227,1.0353256464004517,0.9399393796920776,1.070155143737793,3.0454201698303223,2.8383915424346924,True,0
17,mult,19,0.9984543323516846,0.7364028493563334,1.0820016066233318,1.031135082244873,0.9438592195510864,1.0423320531845093,3.0173263549804688,3.0617661476135254,True,0
17,mult,20,0.9930208524068197,0.7289887269337972,1.0554829835891724,1.0278139114379883,0.9333807826042175,1.0172483921051025,2.9784430861473083,1.998060941696167,True,0
17,contiformer,1,1.2193154096603394,1.364443341890971,1.7054510116577148,1.2403874397277832,1.4199273586273193,1.6919611692428589,4.352275967597961,8.671546936035156,True,0
17,contiformer,2,1.2014140288035076,1.21475354830424,1.6576161781946819,1.2180910110473633,1.2857155799865723,1.6533364057540894,4.157142996788025,3.669705867767334,True,0
17,contiformer,3,1.179682970046997,1.1440914869308472,1.6176496346791585,1.1973017454147339,1.223339319229126,1.6203731298446655,4.041014194488525,2.6433303356170654,True,0
17,contiformer,4,1.1617139180501301,1.1074442466100056,1.5862529675165813,1.1827818155288696,1.184232234954834,1.5907620191574097,3.9577760696411133,2.5121591091156006,True,0
17,contiformer,5,1.142910122871399,1.0858412981033325,1.554665446281433,1.1718436479568481,1.152287244796753,1.565399169921875,3.889530062675476,4.474892616271973,True,0
17,contiformer,6,1.132907549540202,1.050495982170105,1.5278340578079224,1.1661030054092407,1.1224700212478638,1.539392113685608,3.8279651403427124,3.497966766357422,True,0
17,contiformer,7,1.1236350138982136,1.0217178662618,1.5045686960220337,1.1615854501724243,1.1000263690948486,1.5125583410263062,3.774170160293579,2.2673301696777344,True,0
17,contiformer,8,1.115169843037923,0.9921616911888123,1.4766932328542073,1.154760479927063,1.079773187637329,1.4851455688476562,3.7196792364120483,2.097611665725708,True,0
17,contiformer,9,1.1088194847106934,0.9687373638153076,1.4489370981852214,1.146933674812317,1.0595066547393799,1.4578485488891602,3.664288878440857,2.4838614463806152,True,0
17,contiformer,10,1.0998416741689045,0.9482151468594869,1.422961711883545,1.138003945350647,1.0347695350646973,1.4313551187515259,3.60412859916687,2.4902665615081787,True,0
17,contiformer,11,1.091300328572591,0.9264543851216634,1.3957615693410237,1.1275769472122192,1.0084190368652344,1.4052211046218872,3.541217088699341,2.2601659297943115,True,0
17,contiformer,12,1.083012859026591,0.9074642658233643,1.3688346942265828,1.116740345954895,0.9849433898925781,1.3791120052337646,3.480795741081238,2.502537488937378,True,0
17,contiformer,13,1.0743943850199382,0.8885608712832133,1.3402061462402344,1.1059010028839111,0.9651317000389099,1.3535845279693604,3.4246172308921814,2.272928476333618,True,0
17,contiformer,14,1.0656169255574544,0.873172402381897,1.3127559026082356,1.0965681076049805,0.9491885900497437,1.3287144899368286,3.3744711875915527,3.2275774478912354,True,0
17,contiformer,15,1.0579293966293335,0.8563942114512125,1.2866908709208171,1.087437629699707,0.9340490698814392,1.3042086362838745,3.3256953358650208,1.9363293647766113,True,0
17,contiformer,16,1.0487493673960369,0.838300347328186,1.2588778336842854,1.078325867652893,0.9191116690635681,1.2806200981140137,3.278057634830475,3.4318487644195557,True,0
17,contiformer,17,1.0397934913635254,0.8214608430862427,1.2331836223602295,1.0700278282165527,0.9071393013000488,1.2568376064300537,3.2340047359466553,1.607561707496643,True,0
17,contiformer,18,1.032530665397644,0.8085219661394755,1.203637719154358,1.0613205432891846,0.8955659866333008,1.2333277463912964,3.1902142763137817,2.90334415435791,True,0
17,contiformer,19,1.024750789006551,0.7974623243014017,1.1778519948323567,1.0537991523742676,0.8874425888061523,1.2099413871765137,3.1511831283569336,3.264228343963623,True,0
17,contiformer,20,1.0185139576594036,0.7820220390955607,1.1515396038691204,1.0452580451965332,0.8759004473686218,1.1888307332992554,3.1099892258644104,1.618984580039978,True,0
17,chronaris,1,1.2034972508748372,1.1635234753290813,1.7306626240412395,1.1433000564575195,1.1179381608963013,1.673449158668518,3.934687376022339,3.2580647468566895,True,0
17,chronaris,2,1.1765315930048625,1.0782812436421711,1.677576224009196,1.1218284368515015,1.1148254871368408,1.6313040256500244,3.8679579496383667,2.45817232131958,True,0
17,chronaris,3,1.1441882054011028,1.048755447069804,1.6339544852574666,1.11288321018219,1.0803576707839966,1.5938369035720825,3.787077784538269,2.860055923461914,True,0
17,chronaris,4,1.129382332166036,1.0099673469861348,1.5947301785151164,1.1141058206558228,1.0415256023406982,1.561389684677124,3.717021107673645,3.784433603286743,True,0
17,chronaris,5,1.1214956045150757,0.9909892479578654,1.5662969748179119,1.1155887842178345,1.0154623985290527,1.533752202987671,3.664803385734558,2.712167739868164,True,0
17,chronaris,6,1.120681365331014,0.9618975321451823,1.5342808564503987,1.1177501678466797,1.0014896392822266,1.5063738822937012,3.6256136894226074,3.5540354251861572,True,0
17,chronaris,7,1.11721666653951,0.9433282216389974,1.506996512413025,1.1139442920684814,0.9947953224182129,1.4790672063827515,3.587806820869446,2.8200557231903076,True,0
17,chronaris,8,1.1082246700922649,0.9216987689336141,1.4760720332463582,1.1028186082839966,0.9777010083198547,1.450833797454834,3.5313534140586853,2.1271016597747803,True,0
17,chronaris,9,1.0997166236241658,0.9014968077341715,1.4477885166803997,1.0912097692489624,0.9591207504272461,1.4202587604522705,3.470589280128479,2.108206272125244,True,0
17,chronaris,10,1.0918091535568237,0.8812347253163656,1.4169888496398926,1.0816107988357544,0.9376592636108398,1.3883235454559326,3.407593607902527,1.528672218322754,True,0
17,chronaris,11,1.0855549573898315,0.8657431205113729,1.3820020755132039,1.07512629032135,0.9259819984436035,1.3531790971755981,3.3542873859405518,1.989147663116455,True,0
17,chronaris,12,1.0794626474380493,0.8468747536341349,1.3446266253789265,1.0694410800933838,0.9182683825492859,1.3173191547393799,3.3050286173820496,2.8857338428497314,True,0
17,chronaris,13,1.0730344851811726,0.8290514349937439,1.3081116278966267,1.064568281173706,0.9082315564155579,1.2810050249099731,3.253804862499237,2.3967533111572266,True,0
17,chronaris,14,1.0662970542907715,0.8193799058596293,1.2700376113255818,1.0612449645996094,0.9030680656433105,1.2432669401168823,3.2075799703598022,3.4323806762695312,True,0
17,chronaris,15,1.0587152640024822,0.8024154702822367,1.2312965393066406,1.0570435523986816,0.8923887610435486,1.20436692237854,3.1537992358207703,2.279566526412964,True,0
17,chronaris,16,1.0526223580042522,0.7944696545600891,1.1864082018534343,1.0512467622756958,0.8822855353355408,1.1672587394714355,3.100791037082672,4.702524662017822,True,0
17,chronaris,17,1.0464374621709187,0.7787242929140726,1.1466922760009766,1.0478872060775757,0.8851306438446045,1.1286365985870361,3.0616544485092163,2.681318998336792,True,0
17,chronaris,18,1.0392433404922485,0.762736956278483,1.1072183052698772,1.0429537296295166,0.892176628112793,1.0919487476348877,3.0270791053771973,3.3056514263153076,True,0
17,chronaris,19,1.0309410492579143,0.7572260697682699,1.0693684021631877,1.0380618572235107,0.9079775810241699,1.057541012763977,3.0035804510116577,4.88359260559082,True,0
17,chronaris,20,1.0223788817723591,0.7455620964368185,1.0308445294698079,1.0247602462768555,0.8933343887329102,1.0364441871643066,2.9545388221740723,3.1681103706359863,True,0
29,physiology_only,1,1.2365068991978962,1.2662175099054973,1.7815759579340618,1.1253372430801392,1.3548240661621094,1.7079933881759644,4.188154697418213,6.419983863830566,True,0
29,physiology_only,2,1.2283075253168743,1.1530990203221638,1.7030789852142334,1.1201592683792114,1.2221428155899048,1.649359107017517,3.9916611909866333,4.064059257507324,True,0
29,physiology_only,3,1.211532711982727,1.1023102402687073,1.644540270169576,1.112575650215149,1.1582802534103394,1.6051310300827026,3.875986933708191,3.750121831893921,True,0
29,physiology_only,4,1.194876750310262,1.0783743063608806,1.5996969938278198,1.1048580408096313,1.1283769607543945,1.5753257274627686,3.8085607290267944,2.993900775909424,True,0
29,physiology_only,5,1.1752931674321492,1.0584430297215779,1.5707515478134155,1.0978564023971558,1.1093357801437378,1.5585010051727295,3.765693187713623,2.8898699283599854,True,0
29,physiology_only,6,1.156766414642334,1.0384023189544678,1.5528860489527385,1.0927499532699585,1.098078727722168,1.5498987436294556,3.740727424621582,2.4829277992248535,True,0
29,physiology_only,7,1.1429978609085083,1.0117019613583882,1.540035645167033,1.0903006792068481,1.0931886434555054,1.544702172279358,3.7281914949417114,2.4250659942626953,True,0
29,physiology_only,8,1.1284828186035156,1.0025641123453777,1.5339577595392864,1.0894181728363037,1.085041880607605,1.538050889968872,3.7125109434127808,2.008422374725342,True,0
29,physiology_only,9,1.1187547047932942,0.9845449924468994,1.5247937838236492,1.090259075164795,1.0717798471450806,1.53044593334198,3.6924848556518555,2.2147748470306396,True,0
29,physiology_only,10,1.110694130261739,0.9678756992022196,1.5143769184748332,1.0913206338882446,1.052868366241455,1.5242968797683716,3.6684858798980713,2.419407606124878,True,0
29,physiology_only,11,1.1069380044937134,0.9471205870310465,1.5040116707483928,1.0912810564041138,1.0335379838943481,1.5188289880752563,3.6436480283737183,1.646525263786316,True,0
29,physiology_only,12,1.101898153622945,0.9391490419705709,1.496058702468872,1.0907881259918213,1.0158382654190063,1.5157417058944702,3.622368097305298,3.6220149993896484,True,0
29,physiology_only,13,1.0976283550262451,0.928810179233551,1.490236520767212,1.0883991718292236,1.000716209411621,1.5137184858322144,3.602833867073059,1.5434768199920654,True,0
29,physiology_only,14,1.093693494796753,0.9148466984430949,1.4830514192581177,1.0846627950668335,0.9912791848182678,1.512063980102539,3.5880059599876404,1.2275872230529785,True,0
29,physiology_only,15,1.0889846881230671,0.908565620581309,1.4766639073689778,1.0804280042648315,0.985912561416626,1.509289264678955,3.5756298303604126,1.3966478109359741,True,0
29,physiology_only,16,1.0857692162195842,0.8993185957272848,1.4713080326716106,1.0761306285858154,0.9833698868751526,1.5074068307876587,3.5669073462486267,2.172161102294922,True,0
29,physiology_only,17,1.080348253250122,0.8856876095136007,1.4667575359344482,1.0710216760635376,0.9817087054252625,1.507910966873169,3.560641348361969,1.1437636613845825,True,0
29,physiology_only,18,1.0747464100519817,0.8759386936823527,1.4594489336013794,1.0661804676055908,0.9793219566345215,1.509488821029663,3.5549912452697754,1.4123115539550781,True,0
29,physiology_only,19,1.0704347689946492,0.8722413182258606,1.4560285409291585,1.0609428882598877,0.9712029099464417,1.5095570087432861,3.5417028069496155,1.218996286392212,True,0
29,physiology_only,20,1.064547856648763,0.8616498311360677,1.4513972997665405,1.0575587749481201,0.968531608581543,1.5087040662765503,3.5347944498062134,1.2118802070617676,True,0
29,vehicle_only,1,1.1556598742802937,1.1010893980662029,1.6746331453323364,1.1468212604522705,1.0873688459396362,1.6644128561019897,3.8986029624938965,2.3221683502197266,True,0
29,vehicle_only,2,1.14633842309316,1.0739147265752156,1.64788552125295,1.1411356925964355,1.0671714544296265,1.638243317604065,3.846550464630127,2.428637742996216,True,0
29,vehicle_only,3,1.141358772913615,1.051841179529826,1.6236741145451863,1.136229395866394,1.0498167276382446,1.6137478351593018,3.7997939586639404,2.20017147064209,True,0
29,vehicle_only,4,1.1351616382598877,1.0332902073860168,1.6000505685806274,1.1323603391647339,1.0356014966964722,1.5909662246704102,3.758928060531616,2.6254916191101074,True,0
29,vehicle_only,5,1.1292889912923176,1.0124740997950237,1.5783298015594482,1.1289061307907104,1.0223467350006104,1.569686770439148,3.7209396362304688,1.825636386871338,True,0
29,vehicle_only,6,1.123702088991801,0.9968686898549398,1.5578550497690837,1.1254645586013794,1.0089696645736694,1.548964262008667,3.683398485183716,1.9756827354431152,True,0
29,vehicle_only,7,1.1198180516560872,0.9823406140009562,1.5381955703099568,1.1227589845657349,0.9972615242004395,1.528536081314087,3.6485565900802612,1.8067667484283447,True,0
29,vehicle_only,8,1.1151140133539836,0.9651168584823608,1.519258181254069,1.1199579238891602,0.9852188229560852,1.508023977279663,3.6132007241249084,1.7194294929504395,True,0
29,vehicle_only,9,1.1107889811197917,0.9545555512110392,1.4995408455530803,1.1173139810562134,0.9729738235473633,1.4873216152191162,3.577609419822693,2.016495943069458,True,0
29,vehicle_only,10,1.1065417925516765,0.9406353831291199,1.4802920818328857,1.1148349046707153,0.9614214897155762,1.4671821594238281,3.5434385538101196,1.9350295066833496,True,0
29,vehicle_only,11,1.1038583517074585,0.9277921915054321,1.4604585965474446,1.1118971109390259,0.949629008769989,1.4458609819412231,3.507387101650238,1.8522000312805176,True,0
29,vehicle_only,12,1.1006786823272705,0.9159494241078695,1.4394042094548543,1.1090670824050903,0.9381428360939026,1.4241725206375122,3.471382439136505,2.7644834518432617,True,0
29,vehicle_only,13,1.0968495607376099,0.9035699168841044,1.4193082253138225,1.1059879064559937,0.9267764687538147,1.4025793075561523,3.4353436827659607,1.862844467163086,True,0
29,vehicle_only,14,1.0936514933904011,0.891423225402832,1.3960205713907878,1.103058934211731,0.9155994057655334,1.3798044919967651,3.3984628319740295,1.6221842765808105,True,0
29,vehicle_only,15,1.090821901957194,0.8817493915557861,1.3762640555699666,1.1004836559295654,0.9043641090393066,1.3565365076065063,3.3613842725753784,1.6971220970153809,True,0
29,vehicle_only,16,1.0881065527598064,0.8707257707913717,1.3521188894907634,1.0978425741195679,0.8934342265129089,1.332643747329712,3.3239205479621887,2.5823705196380615,True,0
29,vehicle_only,17,1.0852559407552083,0.8606081406275431,1.3288485209147136,1.0949796438217163,0.8828504085540771,1.3088001012802124,3.286630153656006,1.599689245223999,True,0
29,vehicle_only,18,1.0825190941492717,0.8503066301345825,1.3061874310175579,1.092197060585022,0.8723361492156982,1.2844957113265991,3.2490289211273193,1.7976014614105225,True,0
29,vehicle_only,19,1.079188307126363,0.8365238706270853,1.2828203837076824,1.0886117219924927,0.8606312870979309,1.2608106136322021,3.2100536227226257,1.662071704864502,True,0
29,vehicle_only,20,1.0762933890024822,0.8274613420168558,1.260596752166748,1.0859315395355225,0.8503248691558838,1.2360210418701172,3.1722774505615234,1.69846510887146,True,0
29,naive_time_sync,1,1.4921529293060303,2.2052059173583984,2.68910280863444,1.7555665969848633,2.4779794216156006,2.7525460720062256,6.9860920906066895,21.459043502807617,True,0
29,naive_time_sync,2,1.4871186415354412,2.187918265660604,2.531092564264933,1.7485047578811646,2.458972692489624,2.593374252319336,6.8008517026901245,21.754169464111328,True,0
29,naive_time_sync,3,1.4819192091623943,2.1705958048502603,2.383793751398722,1.7414816617965698,2.440084934234619,2.4454379081726074,6.627004504203796,21.94632339477539,True,0
29,naive_time_sync,4,1.4769941965738933,2.153265396753947,2.250682512919108,1.7344690561294556,2.421342611312866,2.3102478981018066,6.466059565544128,19.8087215423584,True,0
