seed,fold_id,method_name,candidate_id,status,best_epoch,completed_epochs,stopped_early,best_public_selection_loss,training_elapsed_s,parameter_count,training_device,training_device_history,checkpoint_path,checkpoint_sha256,maximum_rss_mb,task_targets_opened,outer_test_accessed,transfer_initialized,transfer_source_sha256,transfer_copied_element_fraction
43,leave_one_view_out__fold01,physiology_only,A,completed,20,20,False,0.654218852519989,40.567599043250084,111168,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_view_out__fold01/physiology_only/A/best.pt,6de97b4de80aa95b0a335edb0636230bb9bd9b8eaf58a09ad8c5638fd22f926a,3489.7421875,False,False,True,818b906cc6eeaaa9840da30e67162b3a5b28474866f76e61b9e3c0137fa5c8cb,0.9792746113989638
43,leave_one_view_out__fold01,vehicle_only,C,completed,20,20,False,0.558571994304657,41.03758983686566,121600,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_view_out__fold01/vehicle_only/C/best.pt,4b47b8ea725ddf7eece0d508546819f218e1d69216d9fe738afd80c2478ca47e,3489.7421875,False,False,True,6b7b3cb8350ec24d37bd062d52369b06634c8fbf32d4c3164228ea50094a2824,0.24605263157894736
43,leave_one_view_out__fold01,mult,A,completed,20,20,False,0.6114134788513184,45.369112737011164,1196800,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_view_out__fold01/mult/A/best.pt,7ac21dac4387c1026fc5d6e699886ad3d2882fde165bf410b0fa2b9ce8facacb,3489.7421875,False,False,True,6873e3c0ca791937d2eb89b0a5fef58a7f15e2499dbbfa289728a30cbf1fee00,0.8446534448299142
43,leave_one_view_out__fold01,contiformer,A,completed,20,20,False,0.5766249150037766,42.55999187193811,294528,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_view_out__fold01/contiformer/A/best.pt,f562de973286203221853d130171dad46448fe29699d4a450c48a5bec9ebd3ac,3489.7421875,False,False,True,cee99c8c8bf4139a6ed66c9fd219071937e6db6ea5275ab4101a31ae559d8d2e,0.36962190352020863
43,leave_one_view_out__fold01,chronaris,A,completed,13,18,True,0.5884485840797424,333.7354590459727,306186,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_view_out__fold01/chronaris/best.pt,d81f6f71164687604c0b96775b3edde2790f44b01e7b3b378c6bc0a6b8697a84,3489.7421875,False,False,True,9a0c430f1d0319193f1d9315f0def70ba5b17ca8b98ffd36cd80f86681fca292,0.3904652727427119
17,leave_one_view_out__fold02,physiology_only,A,completed,20,20,False,0.6920558363199234,42.17519771400839,111168,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_17/leave_one_view_out__fold02/physiology_only/A/best.pt,f923b13bd7646dba9bd8540304b5a6bcdf2826588ddfed9eff0c3db273b2352d,3966.7265625,False,False,True,f1a13dcf2f7e0e55a4b03573e6e610beed0adeb5595559c886a95a3c9b1e638c,0.9792746113989638
17,leave_one_view_out__fold02,vehicle_only,C,completed,20,20,False,0.6268262565135956,42.78518915735185,121600,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_17/leave_one_view_out__fold02/vehicle_only/C/best.pt,c5e31496c4db734ca3df00e9e244f818539b980feb335033a4c1ea3767106417,3966.7265625,False,False,True,c3173c7b1465574ff2d687caea9f42e5f4bbcb5088f34bc39819df0e51f21d89,0.24605263157894736
17,leave_one_view_out__fold02,mult,A,completed,16,20,False,0.678145706653595,44.41524754976854,1196800,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_17/leave_one_view_out__fold02/mult/A/best.pt,9c3ff78a919d19380472a1b79b4501271d58bc0b96e58326f3a5bb634295ff2c,3966.7265625,False,False,True,5303906a85268b5f25af9e4010790f847d12484b597e07ae6fdf7c3445cc82f2,0.8446534448299142
17,leave_one_view_out__fold02,contiformer,A,completed,20,20,False,0.6426053643226624,43.435748970136046,294528,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_17/leave_one_view_out__fold02/contiformer/A/best.pt,fc5cce37800c89892ee21ba33121a8e665bd73e4c316643e8605d51b586c5564,3966.7265625,False,False,True,1274b44c1221eadcf12051277769d56c1a9a2af930214349dde56e7c2e098ba0,0.36962190352020863
17,leave_one_view_out__fold02,chronaris,A,completed,13,18,True,0.5986354351043701,328.2468711999245,306186,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_17/leave_one_view_out__fold02/chronaris/best.pt,54593ea37d395e3754bb2445fa6691c4a7fc3a5cc60e6cb23cb9c0f502ff825c,3966.7265625,False,False,True,011878f38c480566357fa923b42d548824ae7ce67dd4e0c79b03f91622f8a650,0.3904652727427119
29,leave_one_view_out__fold02,physiology_only,A,completed,20,20,False,0.7091040164232254,41.4744272781536,111168,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_29/leave_one_view_out__fold02/physiology_only/A/best.pt,c22623e3ac51228fc173f04fff3fad037bfe09676d055598c5b3ad6228549479,3966.7265625,False,False,True,15b57d6c2c15699eae671637bc1f48252bf253e2c473227b2c88c684cb197e28,0.9792746113989638
29,leave_one_view_out__fold02,vehicle_only,C,completed,20,20,False,0.6682618409395218,40.02326034614816,121600,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_29/leave_one_view_out__fold02/vehicle_only/C/best.pt,2bcf74e3cd222aa966588a1b2c8c1db9bd3321a140f404075d31f8a1bea51341,3966.7265625,False,False,True,13939bf62743833bb9d09739d1ed008c533eb82e65a20f9156354f79fa188acd,0.24605263157894736
29,leave_one_view_out__fold02,mult,A,completed,20,20,False,0.707532986998558,47.193560959305614,1196800,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_29/leave_one_view_out__fold02/mult/A/best.pt,fc2b3bf5c7c2ada0d85f7252e7f2051f1eef92914e57af44ef9911af7a62d892,3966.7265625,False,False,True,12d22389da27f4527ca194e142ad305c23bdf3150f32ea1cc9b8a9bbb605fb24,0.8446534448299142
29,leave_one_view_out__fold02,contiformer,A,completed,20,20,False,0.6826559603214264,43.80803192034364,294528,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_29/leave_one_view_out__fold02/contiformer/A/best.pt,c2ead2d8e44029f7de09dbe186129af3cd18ce6abb6a33ddf74d882c0313fb7f,3966.7265625,False,False,True,fe4d0fddd0f34aa9d2c34e1aea7e636580c3736b645f5963a8abab54b8ab15b7,0.36962190352020863
29,leave_one_view_out__fold02,chronaris,A,completed,9,14,True,0.6672974228858948,251.2377725248225,306186,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_29/leave_one_view_out__fold02/chronaris/best.pt,0ed756032644a7f97458fa27caddbf922a12a4fdebddce3988d425c66eaa2034,3966.7265625,False,False,True,769ded96b5674497fbbc9263179377ca3f7a513fae820d792414c31b0d482eba,0.3904652727427119
43,leave_one_view_out__fold02,physiology_only,A,completed,20,20,False,0.6544760465621948,41.763444368727505,111168,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_view_out__fold02/physiology_only/A/best.pt,5734e62e922d5e9cbb464d0d5d4bf05e709de58b5a9c01024c386430f68877ed,3966.7265625,False,False,True,818b906cc6eeaaa9840da30e67162b3a5b28474866f76e61b9e3c0137fa5c8cb,0.9792746113989638
43,leave_one_view_out__fold02,vehicle_only,C,completed,20,20,False,0.5699465796351433,42.41677475394681,121600,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_view_out__fold02/vehicle_only/C/best.pt,fe3286774fe1ada2b204f8db52018195a25d0c9cd9fb73ab0cfec9e3341c833b,3966.7265625,False,False,True,6b7b3cb8350ec24d37bd062d52369b06634c8fbf32d4c3164228ea50094a2824,0.24605263157894736
43,leave_one_view_out__fold02,mult,A,completed,20,20,False,0.6105007082223892,46.12673591263592,1196800,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_view_out__fold02/mult/A/best.pt,e495b323b5f203a0846bc7456be9332628860dcb7e6e6c6360929f4da79f25ba,3966.7265625,False,False,True,6873e3c0ca791937d2eb89b0a5fef58a7f15e2499dbbfa289728a30cbf1fee00,0.8446534448299142
43,leave_one_view_out__fold02,contiformer,A,completed,20,20,False,0.5653427466750145,42.352454863954335,294528,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_view_out__fold02/contiformer/A/best.pt,337502db24c1cc8d617d2995b674976a8c6d9246e867f46af1523cd355d454ec,3966.7265625,False,False,True,cee99c8c8bf4139a6ed66c9fd219071937e6db6ea5275ab4101a31ae559d8d2e,0.36962190352020863
43,leave_one_view_out__fold02,chronaris,A,completed,8,13,True,0.609467089176178,237.21663048584014,306186,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_view_out__fold02/chronaris/best.pt,a5b9323181e3819db03e93b0edf6ce1387ba7e583a6bc9c430d018dcfc8ab9d4,3966.7265625,False,False,True,9a0c430f1d0319193f1d9315f0def70ba5b17ca8b98ffd36cd80f86681fca292,0.3904652727427119
17,leave_one_view_out__fold03,physiology_only,A,completed,20,20,False,1.8594731837511063,37.01394806103781,111168,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_17/leave_one_view_out__fold03/physiology_only/A/best.pt,18c3ced4721f52fa497ad854199a2a23bb15f7f35073415ae0d76b23475285a9,3966.7265625,False,False,True,f1a13dcf2f7e0e55a4b03573e6e610beed0adeb5595559c886a95a3c9b1e638c,0.9792746113989638
17,leave_one_view_out__fold03,vehicle_only,C,completed,19,20,False,1.8176230862736702,35.24835706781596,121600,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_17/leave_one_view_out__fold03/vehicle_only/C/best.pt,c4fcd50c8789929dc5abbfb566c21d03e68e7a8bb29345eb4328fd379941099c,3966.7265625,False,False,True,c3173c7b1465574ff2d687caea9f42e5f4bbcb5088f34bc39819df0e51f21d89,0.24605263157894736
17,leave_one_view_out__fold03,mult,A,completed,14,19,True,1.8135637640953064,37.97312412690371,1196800,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_17/leave_one_view_out__fold03/mult/A/best.pt,0f22c2a09c6950906c0c95d89d4e9692bfccaffb3434b409618b0de4c71fcab6,3966.7265625,False,False,True,5303906a85268b5f25af9e4010790f847d12484b597e07ae6fdf7c3445cc82f2,0.8446534448299142
17,leave_one_view_out__fold03,contiformer,A,completed,20,20,False,1.8210328668355942,35.86217420222238,294528,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_17/leave_one_view_out__fold03/contiformer/A/best.pt,d7e15393101211a4702d1d3fa5d59dd56b4c7581c27a658d48b98fa5a5d89f06,3966.7265625,False,False,True,1274b44c1221eadcf12051277769d56c1a9a2af930214349dde56e7c2e098ba0,0.36962190352020863
17,leave_one_view_out__fold03,chronaris,A,completed,9,14,True,1.8113539814949036,253.23553827404976,306186,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_17/leave_one_view_out__fold03/chronaris/best.pt,2428102b304e1e78dacc8d4d6ce0728a91890b22716179c3f02e8233cc95ed86,3966.7265625,False,False,True,011878f38c480566357fa923b42d548824ae7ce67dd4e0c79b03f91622f8a650,0.3904652727427119
29,leave_one_view_out__fold03,physiology_only,A,completed,20,20,False,1.7654930800199509,38.113894150126725,111168,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_29/leave_one_view_out__fold03/physiology_only/A/best.pt,b01c42fa0207acfa05e40363412b04afeea9b6633b9f6e2bc5c738a3e2b16fbd,3966.7265625,False,False,True,15b57d6c2c15699eae671637bc1f48252bf253e2c473227b2c88c684cb197e28,0.9792746113989638
29,leave_one_view_out__fold03,vehicle_only,C,completed,19,20,False,1.699288159608841,35.806104288902134,121600,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_29/leave_one_view_out__fold03/vehicle_only/C/best.pt,b49f15a84632f0ab0ec12ca47722c3ef1499d053ac927c01aae588dd11fddb9b,3966.7265625,False,False,True,13939bf62743833bb9d09739d1ed008c533eb82e65a20f9156354f79fa188acd,0.24605263157894736
29,leave_one_view_out__fold03,mult,A,completed,20,20,False,1.731589138507843,40.93557141395286,1196800,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_29/leave_one_view_out__fold03/mult/A/best.pt,2d8f4b662c158718b8f2e8972682a1693c165a60e5cddb180c490fe99c6762d6,3966.7265625,False,False,True,12d22389da27f4527ca194e142ad305c23bdf3150f32ea1cc9b8a9bbb605fb24,0.8446534448299142
29,leave_one_view_out__fold03,contiformer,A,completed,20,20,False,1.7341308295726776,37.42241743626073,294528,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_29/leave_one_view_out__fold03/contiformer/A/best.pt,e8fa9801465a1ca512f6ecac161e1c7ffa38e2091ccc8a5a7c8a2dd1b9a7dc26,3966.7265625,False,False,True,fe4d0fddd0f34aa9d2c34e1aea7e636580c3736b645f5963a8abab54b8ab15b7,0.36962190352020863
29,leave_one_view_out__fold03,chronaris,A,completed,20,20,False,1.6910118535161018,363.884046507068,306186,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_29/leave_one_view_out__fold03/chronaris/best.pt,af11097b1767ae64465597e6c535b3f03115becb77656a359a06b088adee108a,3966.7265625,False,False,True,769ded96b5674497fbbc9263179377ca3f7a513fae820d792414c31b0d482eba,0.3904652727427119
43,leave_one_view_out__fold03,physiology_only,A,completed,20,20,False,2.012194275856018,35.465959122404456,111168,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_view_out__fold03/physiology_only/A/best.pt,e4fa16bc38a6053b0b4feea7d090df3752e5f73b7408ce138f983f74341f3681,3966.7265625,False,False,True,818b906cc6eeaaa9840da30e67162b3a5b28474866f76e61b9e3c0137fa5c8cb,0.9792746113989638
43,leave_one_view_out__fold03,vehicle_only,C,completed,19,20,False,1.964805081486702,36.18031851295382,121600,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_view_out__fold03/vehicle_only/C/best.pt,7849e040c51b46091a6b349678a833a1c52aac6df2b90398879c8b3fadd28632,3966.7265625,False,False,True,6b7b3cb8350ec24d37bd062d52369b06634c8fbf32d4c3164228ea50094a2824,0.24605263157894736
43,leave_one_view_out__fold03,mult,A,completed,17,20,False,2.010934740304947,41.48759351298213,1196800,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_view_out__fold03/mult/A/best.pt,24ec4b338fd5fa4da2ac3960bbeb2b18802da2a306aa7a15e4124c59968b80b5,3966.7265625,False,False,True,6873e3c0ca791937d2eb89b0a5fef58a7f15e2499dbbfa289728a30cbf1fee00,0.8446534448299142
43,leave_one_view_out__fold03,contiformer,A,completed,11,16,True,2.0043226778507233,28.95950573310256,294528,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_view_out__fold03/contiformer/A/best.pt,7457cd4240b2ef390c2b2bd3b7f8dacf3ec07fb4d3ed1c3d5105637907268a2d,3966.7265625,False,False,True,cee99c8c8bf4139a6ed66c9fd219071937e6db6ea5275ab4101a31ae559d8d2e,0.36962190352020863
43,leave_one_view_out__fold03,chronaris,A,completed,19,20,False,1.9724639803171158,356.20271511795,306186,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_43/leave_one_view_out__fold03/chronaris/best.pt,0bad1f717167b59abc802edae28e1a6831f571cd0a283ffe3be6b280711e1601,3966.7265625,False,False,True,9a0c430f1d0319193f1d9315f0def70ba5b17ca8b98ffd36cd80f86681fca292,0.3904652727427119
17,leave_one_sortie_out__fold01,physiology_only,A,completed,20,20,False,2.2438094913959503,16.61043710121885,111168,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_17/leave_one_sortie_out__fold01/physiology_only/A/best.pt,145dc1bcaccb5aefe5a7fdd110cf1d85ec151197408fb829d887ad92c9fdec6c,3966.7265625,False,False,True,f1a13dcf2f7e0e55a4b03573e6e610beed0adeb5595559c886a95a3c9b1e638c,0.9792746113989638
17,leave_one_sortie_out__fold01,vehicle_only,C,completed,19,20,False,2.2356228679418564,16.071748489979655,121600,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_17/leave_one_sortie_out__fold01/vehicle_only/C/best.pt,f53b61120c70d0d61d182774f67ddc8a9aec3e0f69461b5faca9b85b39d7966c,3966.7265625,False,False,True,c3173c7b1465574ff2d687caea9f42e5f4bbcb5088f34bc39819df0e51f21d89,0.24605263157894736
17,leave_one_sortie_out__fold01,mult,A,completed,19,20,False,2.2660065591335297,18.67669427813962,1196800,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_17/leave_one_sortie_out__fold01/mult/A/best.pt,6d87896d5d73f2f5401b199c7955a6eae03ad674d544a36a0f4e99d74c4507ff,3966.7265625,False,False,True,5303906a85268b5f25af9e4010790f847d12484b597e07ae6fdf7c3445cc82f2,0.8446534448299142
17,leave_one_sortie_out__fold01,contiformer,A,completed,20,20,False,2.2477454990148544,16.55290582496673,294528,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_17/leave_one_sortie_out__fold01/contiformer/A/best.pt,24393f57ff694deb689e5b0d1c9c620c47a466bbad5b1c9eb261403ba9e043ed,3966.7265625,False,False,True,1274b44c1221eadcf12051277769d56c1a9a2af930214349dde56e7c2e098ba0,0.36962190352020863
17,leave_one_sortie_out__fold01,chronaris,A,completed,11,16,True,2.238829582929611,145.20780634274706,306186,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_17/leave_one_sortie_out__fold01/chronaris/best.pt,3063672c87e7391657f1156b8612e019f4e5305fc5c03087b1088c5c0cf8e352,3966.7265625,False,False,True,011878f38c480566357fa923b42d548824ae7ce67dd4e0c79b03f91622f8a650,0.3904652727427119
29,leave_one_sortie_out__fold01,physiology_only,A,completed,20,20,False,1.9412130415439606,17.05365565000102,111168,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_29/leave_one_sortie_out__fold01/physiology_only/A/best.pt,5a9aa19b441aec10a48ef9de3b45c18063f4db53c5a0567055372178f639d883,3966.7265625,False,False,True,15b57d6c2c15699eae671637bc1f48252bf253e2c473227b2c88c684cb197e28,0.9792746113989638
29,leave_one_sortie_out__fold01,vehicle_only,C,completed,20,20,False,1.9183666110038757,15.984494620934129,121600,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_29/leave_one_sortie_out__fold01/vehicle_only/C/best.pt,165e725ccbb79ba8a944cdb3b3de39a1000bfc69e4347a77dcb11a0492e74b45,3966.7265625,False,False,True,13939bf62743833bb9d09739d1ed008c533eb82e65a20f9156354f79fa188acd,0.24605263157894736
29,leave_one_sortie_out__fold01,mult,A,completed,20,20,False,1.9289336651563644,19.48089301865548,1196800,cuda,"[""cuda""]",artifacts/application_evaluation/2026-07-12_dingxin-synthetic-pretrain-adapt-pretraining-coalesced/checkpoints/seed_29/leave_one_sortie_out__fold01/mult/A/best.pt,76dfa29e9effa574dc57cc1fbcbea70b4d5ffa7ea226f93a2cc6b8d61aaa7d2c,3966.7265625,False,False,True,12d22389da27f4527ca194e142ad305c23bdf3150f32ea1cc9b8a9bbb605fb24,0.8446534448299142
