split_id,outer_pool_id,split_kind,main_selection,role,context_id,current_maneuver_score,future_maneuver_score,maneuver_score_delta,maneuver_trend_class,current_valid_semantic_count,future_valid_semantic_count,target_sample_id,fit_sample_hash,status,outer_test_opened
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0025,0.549204324916248,0.09205560634542122,-0.45714871857082684,0,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0026,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0026,0.09205560634542122,0.4351903891727214,0.3431347828273002,2,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0027,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0027,0.4351903891727214,2.309699134735503,1.8745087455627816,2,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0028,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0028,2.309699134735503,3.9745794994060035,1.6648803646705006,2,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0029,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0029,3.9745794994060035,2.8383964611808703,-1.1361830382251332,0,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0030,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0030,2.8383964611808703,1.9063843536221619,-0.9320121075587084,0,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0031,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0031,1.9063843536221619,1.0370174431737584,-0.8693669104484034,0,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0032,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0032,1.0370174431737584,1.2606256148107866,0.22360817163702817,2,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0033,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0033,1.2606256148107866,0.9909695015471888,-0.26965611326359784,0,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0034,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0034,0.9909695015471888,1.1588921278242543,0.16792262627706556,1,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0035,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0035,1.1588921278242543,0.5850257636085513,-0.573866364215703,0,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0036,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0027,0.4351903891727214,2.309699134735503,1.8745087455627816,2,6,6,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0028,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0028,2.309699134735503,3.9745794994060035,1.6648803646705006,2,6,6,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0029,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0029,3.9745794994060035,2.8383964611808703,-1.1361830382251332,0,6,6,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0030,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0030,2.8383964611808703,1.9063843536221619,-0.9320121075587084,0,6,6,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0031,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0031,1.9063843536221619,1.0370174431737584,-0.8693669104484034,0,6,6,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0032,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0032,1.0370174431737584,1.2606256148107866,0.22360817163702817,2,6,6,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0033,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0005,0.03989872570119198,0.09274556023623987,0.05284683453504788,1,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0006,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0006,0.09274556023623987,0.2876807167742949,0.19493515653805504,1,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0007,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0007,0.2876807167742949,0.30550802486893264,0.017827308094637728,1,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0008,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0008,0.30550802486893264,0.9724974900630917,0.666989465194159,2,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0009,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0009,0.9724974900630917,0.34865558551917303,-0.6238419045439187,0,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0010,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_339,leave_one_view_out__fold01,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0010,0.34865558551917303,0.446166765777712,0.097511180258539,1,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0011,64be86e546d9a7bfca2a52959a0b9266877101bd703c1d7f0224105053718484,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0005,0.09117231988613479,0.14250744008375446,0.05133512019761967,1,6,6,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0006,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0006,0.14250744008375446,0.2287197284165151,0.08621228833276065,1,6,6,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0007,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0007,0.2287197284165151,0.3092851182519106,0.08056538983539546,1,6,6,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0008,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0008,0.3092851182519106,1.5221963623146797,1.2129112440627692,2,6,6,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0009,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0009,1.5221963623146797,0.5763863412133577,-0.945810021101322,0,6,6,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0010,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0010,0.5763863412133577,0.4275630078917834,-0.14882333332157432,1,6,6,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0011,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0011,0.4275630078917834,0.1818763538571845,-0.2456866540345989,0,6,6,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0012,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0012,0.1818763538571845,0.2168650316834774,0.03498867782629289,1,6,6,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0013,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0013,0.2168650316834774,0.32279642702469197,0.10593139534121457,1,6,6,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0014,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0014,0.32279642702469197,0.521003032431509,0.19820660540681706,2,6,6,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0015,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0015,0.521003032431509,0.9987972415081536,0.4777942090766446,2,6,6,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0016,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0026,0.11940667718942662,0.5152098124336245,0.3958031352441979,2,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0027,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0027,0.5152098124336245,2.7088758520346485,2.193666039601024,2,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0028,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0028,2.7088758520346485,4.506253514807093,1.7973776627724445,2,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0029,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0029,4.506253514807093,3.0292348060697027,-1.4770187087373903,0,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0030,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0030,3.0292348060697027,1.9585391910154424,-1.0706956150542604,0,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0031,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0031,1.9585391910154424,1.1036524591486794,-0.854886731866763,0,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0032,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0032,1.1036524591486794,1.4075638400878334,0.30391138093915404,2,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0033,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0033,1.4075638400878334,1.0680971855795496,-0.33946665450828384,0,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0034,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0034,1.0680971855795496,1.2299139539987742,0.16181676841922465,1,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0035,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,train,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0035,1.2299139539987742,0.663412683979323,-0.5665012700194513,0,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0036,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0029,4.506253514807093,3.0292348060697027,-1.4770187087373903,0,6,6,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0030,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0030,3.0292348060697027,1.9585391910154424,-1.0706956150542604,0,6,6,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0031,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0031,1.9585391910154424,1.1036524591486794,-0.854886731866763,0,6,6,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0032,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0032,1.1036524591486794,1.4075638400878334,0.30391138093915404,2,6,6,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0033,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0033,1.4075638400878334,1.0680971855795496,-0.33946665450828384,0,6,6,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0034,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,validation,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0034,1.0680971855795496,1.2299139539987742,0.16181676841922465,1,6,6,20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::20251002_单01_ACT-8_翼云_J16_12#01:0035,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0007,0.2287197284165151,0.3092851182519106,0.08056538983539546,1,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0008,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0008,0.3092851182519106,1.5221963623146797,1.2129112440627692,2,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0009,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0009,1.5221963623146797,0.5763863412133577,-0.945810021101322,0,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0010,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
leave_one_view_out__fold01__candidate_353,leave_one_view_out__fold01,main_selection,True,validation,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::context_end_0010,0.5763863412133577,0.4275630078917834,-0.14882333332157432,1,6,6,20251005_四01_ACT-4_云_J20_22#01__pilot_10033::20251005_四01_ACT-4_云_J20_22#01:0011,fa7d474124703375ca48ffb6a137f81d6ca4d7b36b663632d435b2cbd3bf1e4d,completed,False
