seed,method_name,epoch,step,term_name,weight,raw_loss,weighted_loss,count,status
17,chronaris,7,1,chronaris_continuous_alignment,0.0,1.060741662979126,0.0,7118,scheduled_zero_or_unavailable
17,chronaris,7,1,chronaris_physical_consistency,0.0,1.2577660083770752,0.0,5,scheduled_zero_or_unavailable
17,chronaris,7,1,chronaris_causal_direction,0.0,0.10774990171194077,0.0,7118,scheduled_zero_or_unavailable
17,chronaris,8,1,chronaris_continuous_alignment,0.0,1.0659146308898926,0.0,7498,scheduled_zero_or_unavailable
17,chronaris,8,1,chronaris_physical_consistency,0.0,1.0599689483642578,0.0,5,scheduled_zero_or_unavailable
17,chronaris,8,1,chronaris_causal_direction,0.0,0.11181490868330002,0.0,7498,scheduled_zero_or_unavailable
17,chronaris,9,1,chronaris_continuous_alignment,0.0,1.0604389905929565,0.0,6683,scheduled_zero_or_unavailable
17,chronaris,9,1,chronaris_physical_consistency,0.0,0.6277186274528503,0.0,5,scheduled_zero_or_unavailable
17,chronaris,9,1,chronaris_causal_direction,0.0,0.11124617606401443,0.0,6683,scheduled_zero_or_unavailable
17,chronaris,10,1,chronaris_continuous_alignment,0.0,1.0562794208526611,0.0,7495,scheduled_zero_or_unavailable
17,chronaris,10,1,chronaris_physical_consistency,0.0,0.7319644689559937,0.0,5,scheduled_zero_or_unavailable
17,chronaris,10,1,chronaris_causal_direction,0.0,0.11490564048290253,0.0,7495,scheduled_zero_or_unavailable
17,chronaris,11,1,chronaris_continuous_alignment,0.020000000000000004,1.0465954542160034,0.02093190886080265,6909,active
17,chronaris,11,1,chronaris_physical_consistency,0.010000000000000002,0.6727288961410522,0.006727288942784071,5,active
17,chronaris,11,1,chronaris_causal_direction,0.010000000000000002,0.1181875616312027,0.0011818755883723497,6909,active
17,chronaris,12,1,chronaris_continuous_alignment,0.04000000000000001,0.94791179895401,0.03791647031903267,7813,active
17,chronaris,12,1,chronaris_physical_consistency,0.020000000000000004,0.7336580753326416,0.014673161320388317,5,active
17,chronaris,12,1,chronaris_causal_direction,0.020000000000000004,0.11424732953310013,0.00228494661860168,7813,active
17,chronaris,13,1,chronaris_continuous_alignment,0.06,0.8176443576812744,0.04905866086483002,7203,active
17,chronaris,13,1,chronaris_physical_consistency,0.03,0.7262512445449829,0.02178753726184368,5,active
17,chronaris,13,1,chronaris_causal_direction,0.03,0.10701213777065277,0.003210364142432809,7203,active
17,chronaris,14,1,chronaris_continuous_alignment,0.08000000000000002,0.6895572543144226,0.055164579302072525,6963,active
17,chronaris,14,1,chronaris_physical_consistency,0.04000000000000001,2.178236484527588,0.08712945878505707,5,active
17,chronaris,14,1,chronaris_causal_direction,0.04000000000000001,0.10099383443593979,0.00403975322842598,6963,active
17,chronaris,15,1,chronaris_continuous_alignment,0.1,0.5709480047225952,0.05709480121731758,7035,active
17,chronaris,15,1,chronaris_physical_consistency,0.05,0.34690260887145996,0.017345130443572998,5,active
17,chronaris,15,1,chronaris_causal_direction,0.05,0.09336773306131363,0.0046683866530656815,7035,active
17,chronaris,16,1,chronaris_continuous_alignment,0.12,0.4670214354991913,0.05604257062077522,7142,active
17,chronaris,16,1,chronaris_physical_consistency,0.06,0.38385313749313354,0.023031188175082207,5,active
17,chronaris,16,1,chronaris_causal_direction,0.06,0.09510283917188644,0.005706170108169317,7142,active
17,chronaris,17,1,chronaris_continuous_alignment,0.13999999999999999,0.3688091039657593,0.05163327604532242,7304,active
17,chronaris,17,1,chronaris_physical_consistency,0.06999999999999999,0.3799148201942444,0.02659403719007969,5,active
17,chronaris,17,1,chronaris_causal_direction,0.06999999999999999,0.0921807661652565,0.006452653557062149,7304,active
17,chronaris,18,1,chronaris_continuous_alignment,0.16000000000000003,0.2815100848674774,0.04504161328077316,6915,active
17,chronaris,18,1,chronaris_physical_consistency,0.08000000000000002,0.3006827235221863,0.024054616689682007,5,active
17,chronaris,18,1,chronaris_causal_direction,0.08000000000000002,0.09046845138072968,0.007237475831061602,6915,active
17,chronaris,19,1,chronaris_continuous_alignment,0.18000000000000002,0.20564651489257812,0.0370163731276989,6915,active
17,chronaris,19,1,chronaris_physical_consistency,0.09000000000000001,0.19462566077709198,0.017516309395432472,5,active
17,chronaris,19,1,chronaris_causal_direction,0.09000000000000001,0.09663986414670944,0.008697587996721268,6915,active
17,chronaris,20,1,chronaris_continuous_alignment,0.2,0.14499355852603912,0.028998712077736855,7147,active
17,chronaris,20,1,chronaris_physical_consistency,0.1,0.33467695116996765,0.033467695116996765,5,active
17,chronaris,20,1,chronaris_causal_direction,0.1,0.09332145005464554,0.009332145564258099,7147,active
17,chronaris,21,1,chronaris_continuous_alignment,0.2,0.10405343770980835,0.0208106879144907,7530,active
17,chronaris,21,1,chronaris_physical_consistency,0.1,0.20969438552856445,0.020969439297914505,5,active
17,chronaris,21,1,chronaris_causal_direction,0.1,0.09220942109823227,0.009220941923558712,7530,active
17,chronaris,22,1,chronaris_continuous_alignment,0.2,0.0782947912812233,0.01565895788371563,6903,active
17,chronaris,22,1,chronaris_physical_consistency,0.1,0.11267846822738647,0.011267847381532192,5,active
17,chronaris,22,1,chronaris_causal_direction,0.1,0.0897006019949913,0.008970060385763645,6903,active
17,chronaris,23,1,chronaris_continuous_alignment,0.2,0.061055880039930344,0.012211176566779613,7311,active
17,chronaris,23,1,chronaris_physical_consistency,0.1,0.32635900378227234,0.032635901123285294,5,active
17,chronaris,23,1,chronaris_causal_direction,0.1,0.08750923722982407,0.008750923909246922,7311,active
17,chronaris,24,1,chronaris_continuous_alignment,0.2,0.04873101785778999,0.009746204130351543,7280,active
17,chronaris,24,1,chronaris_physical_consistency,0.1,0.15317833423614502,0.015317833982408047,5,active
17,chronaris,24,1,chronaris_causal_direction,0.1,0.09056983143091202,0.009056983515620232,7280,active
17,chronaris,25,1,chronaris_continuous_alignment,0.2,0.039810460060834885,0.007962091825902462,6480,active
17,chronaris,25,1,chronaris_physical_consistency,0.1,0.15661799907684326,0.015661800280213356,5,active
17,chronaris,25,1,chronaris_causal_direction,0.1,0.09310553967952728,0.009310553781688213,6480,active
17,chronaris,26,1,chronaris_continuous_alignment,0.2,0.03386380895972252,0.006772761698812246,6803,active
17,chronaris,26,1,chronaris_physical_consistency,0.1,0.12262611091136932,0.012262611649930477,5,active
17,chronaris,26,1,chronaris_causal_direction,0.1,0.09202004969120026,0.009202005341649055,6803,active
17,chronaris,27,1,chronaris_continuous_alignment,0.2,0.0297087449580431,0.005941749084740877,7108,active
17,chronaris,27,1,chronaris_physical_consistency,0.1,0.06383666396141052,0.006383666303008795,5,active
17,chronaris,27,1,chronaris_causal_direction,0.1,0.09332117438316345,0.00933211762458086,7108,active
17,chronaris,28,1,chronaris_continuous_alignment,0.2,0.02864186093211174,0.005728372372686863,7252,active
17,chronaris,28,1,chronaris_physical_consistency,0.1,0.13019199669361115,0.0130191994830966,5,active
17,chronaris,28,1,chronaris_causal_direction,0.1,0.09309603273868561,0.009309603832662106,7252,active
17,chronaris,29,1,chronaris_continuous_alignment,0.2,0.02834191732108593,0.0056683835573494434,7066,active
17,chronaris,29,1,chronaris_physical_consistency,0.1,0.1018194705247879,0.010181947611272335,5,active
17,chronaris,29,1,chronaris_causal_direction,0.1,0.09432600438594818,0.009432600811123848,7066,active
17,chronaris,30,1,chronaris_continuous_alignment,0.2,0.02745181880891323,0.0054903640411794186,7213,active
17,chronaris,30,1,chronaris_physical_consistency,0.1,0.11268112808465958,0.011268112808465958,5,active
17,chronaris,30,1,chronaris_causal_direction,0.1,0.09519407153129578,0.009519407525658607,7213,active
17,chronaris,31,1,chronaris_continuous_alignment,0.2,0.026049556210637093,0.005209911148995161,6896,active
17,chronaris,31,1,chronaris_physical_consistency,0.1,0.10370606184005737,0.010370606556534767,5,active
17,chronaris,31,1,chronaris_causal_direction,0.1,0.09642679989337921,0.009642680175602436,6896,active
17,chronaris,32,1,chronaris_continuous_alignment,0.2,0.024371063336730003,0.004874212667346001,7446,active
17,chronaris,32,1,chronaris_physical_consistency,0.1,0.15176010131835938,0.015176010318100452,5,active
17,chronaris,32,1,chronaris_causal_direction,0.1,0.09418659657239914,0.009418659843504429,7446,active
17,chronaris,33,1,chronaris_continuous_alignment,0.2,0.023291263729333878,0.0046582529321312904,7203,active
17,chronaris,33,1,chronaris_physical_consistency,0.1,0.09654613584280014,0.009654614143073559,5,active
17,chronaris,33,1,chronaris_causal_direction,0.1,0.09472861140966415,0.0094728609547019,7203,active
17,chronaris,34,1,chronaris_continuous_alignment,0.2,0.021708808839321136,0.004341762047261,7388,active
17,chronaris,34,1,chronaris_physical_consistency,0.1,0.05249398201704025,0.005249398294836283,5,active
17,chronaris,34,1,chronaris_causal_direction,0.1,0.0954272598028183,0.00954272598028183,7388,active
17,chronaris,35,1,chronaris_continuous_alignment,0.2,0.01955607160925865,0.003911214414983988,7489,active
17,chronaris,35,1,chronaris_physical_consistency,0.1,0.13594062626361847,0.013594062998890877,5,active
17,chronaris,35,1,chronaris_causal_direction,0.1,0.0952766016125679,0.009527659974992275,7489,active
17,chronaris,36,1,chronaris_continuous_alignment,0.2,0.01735241524875164,0.0034704830031841993,7433,active
17,chronaris,36,1,chronaris_physical_consistency,0.1,0.07212217897176743,0.0072122178971767426,5,active
17,chronaris,36,1,chronaris_causal_direction,0.1,0.09472297132015228,0.009472297504544258,7433,active
17,chronaris,37,1,chronaris_continuous_alignment,0.2,0.015323280356824398,0.003064656164497137,7498,active
17,chronaris,37,1,chronaris_physical_consistency,0.1,0.06989844143390656,0.0069898441433906555,5,active
17,chronaris,37,1,chronaris_causal_direction,0.1,0.09536965936422348,0.009536965750157833,7498,active
17,chronaris,38,1,chronaris_continuous_alignment,0.2,0.014276479370892048,0.0028552960138767958,7567,active
17,chronaris,38,1,chronaris_physical_consistency,0.1,0.08510957658290863,0.008510957472026348,5,active
17,chronaris,38,1,chronaris_causal_direction,0.1,0.0955866202712059,0.009558661840856075,7567,active
17,chronaris,39,1,chronaris_continuous_alignment,0.2,0.012221104465425014,0.0024442209396511316,7155,active
17,chronaris,39,1,chronaris_physical_consistency,0.1,0.11007962375879288,0.011007962748408318,5,active
17,chronaris,39,1,chronaris_causal_direction,0.1,0.09608452767133713,0.009608453139662743,7155,active
17,chronaris,40,1,chronaris_continuous_alignment,0.2,0.010944116860628128,0.0021888234186917543,6912,active
17,chronaris,40,1,chronaris_physical_consistency,0.1,0.168135866522789,0.01681358739733696,5,active
17,chronaris,40,1,chronaris_causal_direction,0.1,0.0951908752322197,0.009519088082015514,6912,active
17,chronaris,41,1,chronaris_continuous_alignment,0.2,0.010218999348580837,0.002043799962848425,7206,active
17,chronaris,41,1,chronaris_physical_consistency,0.1,0.051884084939956665,0.005188408773392439,5,active
17,chronaris,41,1,chronaris_causal_direction,0.1,0.094988614320755,0.009498861618340015,7206,active
17,chronaris,42,1,chronaris_continuous_alignment,0.2,0.00957128219306469,0.0019142564851790667,7592,active
17,chronaris,42,1,chronaris_physical_consistency,0.1,0.08543846756219864,0.008543847128748894,5,active
17,chronaris,42,1,chronaris_causal_direction,0.1,0.09539265185594559,0.009539265185594559,7592,active
17,chronaris,43,1,chronaris_continuous_alignment,0.2,0.008835414424538612,0.0017670829547569156,6620,active
17,chronaris,43,1,chronaris_physical_consistency,0.1,0.07991783320903778,0.007991783320903778,5,active
17,chronaris,43,1,chronaris_causal_direction,0.1,0.09559845179319382,0.009559845551848412,6620,active
17,chronaris,44,1,chronaris_continuous_alignment,0.2,0.00845597218722105,0.0016911944840103388,7304,active
17,chronaris,44,1,chronaris_physical_consistency,0.1,0.08753152936697006,0.008753153495490551,5,active
17,chronaris,44,1,chronaris_causal_direction,0.1,0.09502541273832321,0.009502541273832321,7304,active
17,chronaris,45,1,chronaris_continuous_alignment,0.2,0.007898135110735893,0.001579627045430243,7260,active
17,chronaris,45,1,chronaris_physical_consistency,0.1,0.076758474111557,0.007675847504287958,5,active
17,chronaris,45,1,chronaris_causal_direction,0.1,0.0949612706899643,0.009496127255260944,7260,active
17,chronaris,46,1,chronaris_continuous_alignment,0.2,0.007716748863458633,0.0015433498192578554,7257,active
17,chronaris,46,1,chronaris_physical_consistency,0.1,0.15291957557201385,0.01529195811599493,5,active
17,chronaris,46,1,chronaris_causal_direction,0.1,0.09552733600139618,0.009552733972668648,7257,active
17,chronaris,47,1,chronaris_continuous_alignment,0.2,0.007980247028172016,0.0015960494056344032,7220,active
17,chronaris,47,1,chronaris_physical_consistency,0.1,0.1106826663017273,0.011068266816437244,5,active
17,chronaris,47,1,chronaris_causal_direction,0.1,0.09528683125972748,0.009528683498501778,7220,active
17,chronaris,48,1,chronaris_continuous_alignment,0.2,0.00792141817510128,0.0015842836583033204,7356,active
17,chronaris,48,1,chronaris_physical_consistency,0.1,0.06638462096452713,0.0066384621895849705,5,active
17,chronaris,48,1,chronaris_causal_direction,0.1,0.09389030933380127,0.009389030747115612,7356,active
17,chronaris,49,1,chronaris_continuous_alignment,0.2,0.007320357486605644,0.001464071567170322,6533,active
17,chronaris,49,1,chronaris_physical_consistency,0.1,0.08580406755208969,0.008580407127737999,5,active
17,chronaris,49,1,chronaris_causal_direction,0.1,0.09521051496267319,0.009521051310002804,6533,active
17,chronaris,50,1,chronaris_continuous_alignment,0.2,0.008063118904829025,0.0016126238042488694,7378,active
17,chronaris,50,1,chronaris_physical_consistency,0.1,0.06970415264368057,0.006970415357500315,5,active
17,chronaris,50,1,chronaris_causal_direction,0.1,0.09306509047746658,0.009306509047746658,7378,active
29,chronaris,1,1,chronaris_continuous_alignment,0.0,1.0267800092697144,0.0,6917,scheduled_zero_or_unavailable
29,chronaris,1,1,chronaris_physical_consistency,0.0,1.685426115989685,0.0,5,scheduled_zero_or_unavailable
29,chronaris,1,1,chronaris_causal_direction,0.0,0.10394706577062607,0.0,6917,scheduled_zero_or_unavailable
29,chronaris,2,1,chronaris_continuous_alignment,0.0,1.0501893758773804,0.0,7594,scheduled_zero_or_unavailable
29,chronaris,2,1,chronaris_physical_consistency,0.0,0.656786322593689,0.0,5,scheduled_zero_or_unavailable
29,chronaris,2,1,chronaris_causal_direction,0.0,0.11249523609876633,0.0,7594,scheduled_zero_or_unavailable
29,chronaris,3,1,chronaris_continuous_alignment,0.0,1.0424004793167114,0.0,7050,scheduled_zero_or_unavailable
29,chronaris,3,1,chronaris_physical_consistency,0.0,0.6907639503479004,0.0,5,scheduled_zero_or_unavailable
29,chronaris,3,1,chronaris_causal_direction,0.0,0.10697316378355026,0.0,7050,scheduled_zero_or_unavailable
29,chronaris,4,1,chronaris_continuous_alignment,0.0,1.049582839012146,0.0,6923,scheduled_zero_or_unavailable
29,chronaris,4,1,chronaris_physical_consistency,0.0,1.7009007930755615,0.0,5,scheduled_zero_or_unavailable
29,chronaris,4,1,chronaris_causal_direction,0.0,0.10715073347091675,0.0,6923,scheduled_zero_or_unavailable
29,chronaris,5,1,chronaris_continuous_alignment,0.0,1.065240740776062,0.0,7061,scheduled_zero_or_unavailable
29,chronaris,5,1,chronaris_physical_consistency,0.0,0.6601836681365967,0.0,5,scheduled_zero_or_unavailable
29,chronaris,5,1,chronaris_causal_direction,0.0,0.10757303982973099,0.0,7061,scheduled_zero_or_unavailable
29,chronaris,6,1,chronaris_continuous_alignment,0.0,1.0804884433746338,0.0,7038,scheduled_zero_or_unavailable
29,chronaris,6,1,chronaris_physical_consistency,0.0,0.7498636245727539,0.0,5,scheduled_zero_or_unavailable
29,chronaris,6,1,chronaris_causal_direction,0.0,0.10901538282632828,0.0,7038,scheduled_zero_or_unavailable
29,chronaris,7,1,chronaris_continuous_alignment,0.0,1.0754098892211914,0.0,6905,scheduled_zero_or_unavailable
29,chronaris,7,1,chronaris_physical_consistency,0.0,0.6348088979721069,0.0,5,scheduled_zero_or_unavailable
29,chronaris,7,1,chronaris_causal_direction,0.0,0.10468165576457977,0.0,6905,scheduled_zero_or_unavailable
29,chronaris,8,1,chronaris_continuous_alignment,0.0,1.0688583850860596,0.0,6718,scheduled_zero_or_unavailable
29,chronaris,8,1,chronaris_physical_consistency,0.0,1.3934036493301392,0.0,5,scheduled_zero_or_unavailable
29,chronaris,8,1,chronaris_causal_direction,0.0,0.1037052646279335,0.0,6718,scheduled_zero_or_unavailable
29,chronaris,9,1,chronaris_continuous_alignment,0.0,1.0660151243209839,0.0,6817,scheduled_zero_or_unavailable
29,chronaris,9,1,chronaris_physical_consistency,0.0,0.5658878087997437,0.0,5,scheduled_zero_or_unavailable
29,chronaris,9,1,chronaris_causal_direction,0.0,0.10275428742170334,0.0,6817,scheduled_zero_or_unavailable
29,chronaris,10,1,chronaris_continuous_alignment,0.0,1.055322527885437,0.0,7301,scheduled_zero_or_unavailable
29,chronaris,10,1,chronaris_physical_consistency,0.0,0.6395841240882874,0.0,5,scheduled_zero_or_unavailable
29,chronaris,10,1,chronaris_causal_direction,0.0,0.09739196300506592,0.0,7301,scheduled_zero_or_unavailable
29,chronaris,11,1,chronaris_continuous_alignment,0.020000000000000004,1.0595474243164062,0.02119094878435135,7324,active
29,chronaris,11,1,chronaris_physical_consistency,0.010000000000000002,0.47715529799461365,0.0047715529799461365,5,active
29,chronaris,11,1,chronaris_causal_direction,0.010000000000000002,0.10109131038188934,0.0010109130525961518,7324,active
29,chronaris,12,1,chronaris_continuous_alignment,0.04000000000000001,0.9742388725280762,0.038969554007053375,6690,active
29,chronaris,12,1,chronaris_physical_consistency,0.020000000000000004,1.2990081310272217,0.025980161502957344,5,active
29,chronaris,12,1,chronaris_causal_direction,0.020000000000000004,0.0984431803226471,0.0019688636530190706,6690,active
29,chronaris,13,1,chronaris_continuous_alignment,0.06,0.8511630892753601,0.05106978490948677,6658,active
29,chronaris,13,1,chronaris_physical_consistency,0.03,0.43556833267211914,0.013067049905657768,5,active
29,chronaris,13,1,chronaris_causal_direction,0.03,0.10118983685970306,0.003035695059224963,6658,active
29,chronaris,14,1,chronaris_continuous_alignment,0.08000000000000002,0.7108215689659119,0.05686572566628456,6940,active
29,chronaris,14,1,chronaris_physical_consistency,0.04000000000000001,0.5800989866256714,0.023203959688544273,5,active
29,chronaris,14,1,chronaris_causal_direction,0.04000000000000001,0.10227271169424057,0.004090908449143171,6940,active
29,chronaris,15,1,chronaris_continuous_alignment,0.1,0.5795416235923767,0.05795416235923767,7419,active
29,chronaris,15,1,chronaris_physical_consistency,0.05,0.6836672425270081,0.03418336436152458,5,active
29,chronaris,15,1,chronaris_causal_direction,0.05,0.10404205322265625,0.005202102940529585,7419,active
29,chronaris,16,1,chronaris_continuous_alignment,0.12,0.4444591999053955,0.05333510413765907,7317,active
29,chronaris,16,1,chronaris_physical_consistency,0.06,0.26356393098831177,0.015813834965229034,5,active
29,chronaris,16,1,chronaris_causal_direction,0.06,0.10355282574892044,0.0062131695449352264,7317,active
29,chronaris,17,1,chronaris_continuous_alignment,0.13999999999999999,0.343781054019928,0.04812934622168541,7031,active
29,chronaris,17,1,chronaris_physical_consistency,0.06999999999999999,0.28479546308517456,0.01993568241596222,5,active
29,chronaris,17,1,chronaris_causal_direction,0.06999999999999999,0.10019004344940186,0.007013303227722645,7031,active
29,chronaris,18,1,chronaris_continuous_alignment,0.16000000000000003,0.26398682594299316,0.042237892746925354,7531,active
29,chronaris,18,1,chronaris_physical_consistency,0.08000000000000002,0.22780545055866241,0.018224434927105904,5,active
29,chronaris,18,1,chronaris_causal_direction,0.08000000000000002,0.09590180963277817,0.007672144565731287,7531,active
29,chronaris,19,1,chronaris_continuous_alignment,0.18000000000000002,0.20202119648456573,0.03636381775140762,7092,active
29,chronaris,19,1,chronaris_physical_consistency,0.09000000000000001,0.5588783621788025,0.05029905587434769,5,active
29,chronaris,19,1,chronaris_causal_direction,0.09000000000000001,0.09450378268957138,0.008505340665578842,7092,active
29,chronaris,20,1,chronaris_continuous_alignment,0.2,0.1528090536594391,0.030561810359358788,6891,active
29,chronaris,20,1,chronaris_physical_consistency,0.1,0.2123911827802658,0.02123911865055561,5,active
29,chronaris,20,1,chronaris_causal_direction,0.1,0.09425130486488342,0.009425130672752857,6891,active
29,chronaris,21,1,chronaris_continuous_alignment,0.2,0.1138845831155777,0.02277691662311554,6767,active
29,chronaris,21,1,chronaris_physical_consistency,0.1,0.42686182260513306,0.042686183005571365,5,active
29,chronaris,21,1,chronaris_causal_direction,0.1,0.09218049049377441,0.009218049235641956,6767,active
29,chronaris,22,1,chronaris_continuous_alignment,0.2,0.08511951565742493,0.017023904249072075,6943,active
29,chronaris,22,1,chronaris_physical_consistency,0.1,0.21234020590782166,0.021234020590782166,5,active
29,chronaris,22,1,chronaris_causal_direction,0.1,0.08814109861850739,0.008814110420644283,6943,active
29,chronaris,23,1,chronaris_continuous_alignment,0.2,0.06944224238395691,0.013888448476791382,6825,active
29,chronaris,23,1,chronaris_physical_consistency,0.1,0.18217849731445312,0.018217850476503372,5,active
29,chronaris,23,1,chronaris_causal_direction,0.1,0.08944685012102127,0.008944685570895672,6825,active
29,chronaris,24,1,chronaris_continuous_alignment,0.2,0.05398597940802574,0.010797196067869663,7469,active
29,chronaris,24,1,chronaris_physical_consistency,0.1,0.14685288071632385,0.014685288071632385,5,active
29,chronaris,24,1,chronaris_causal_direction,0.1,0.09162524342536926,0.009162524715065956,7469,active
29,chronaris,25,1,chronaris_continuous_alignment,0.2,0.04582815617322922,0.009165631607174873,7110,active
29,chronaris,25,1,chronaris_physical_consistency,0.1,0.10732752084732056,0.01073275227099657,5,active
29,chronaris,25,1,chronaris_causal_direction,0.1,0.09135152399539948,0.009135152213275433,7110,active
29,chronaris,26,1,chronaris_continuous_alignment,0.2,0.042960211634635925,0.00859204214066267,6869,active
29,chronaris,26,1,chronaris_physical_consistency,0.1,0.1842118352651596,0.01842118427157402,5,active
29,chronaris,26,1,chronaris_causal_direction,0.1,0.09093605726957321,0.009093605913221836,6869,active
29,chronaris,27,1,chronaris_continuous_alignment,0.2,0.03798229619860649,0.007596459239721298,7402,active
29,chronaris,27,1,chronaris_physical_consistency,0.1,0.14661405980587006,0.01466140616685152,5,active
29,chronaris,27,1,chronaris_causal_direction,0.1,0.09130554646253586,0.00913055520504713,7402,active
29,chronaris,28,1,chronaris_continuous_alignment,0.2,0.034223221242427826,0.00684464443475008,6685,active
29,chronaris,28,1,chronaris_physical_consistency,0.1,0.3104575276374817,0.03104575350880623,5,active
29,chronaris,28,1,chronaris_causal_direction,0.1,0.09158255159854889,0.009158255532383919,6685,active
29,chronaris,29,1,chronaris_continuous_alignment,0.2,0.03153722733259201,0.006307445466518402,7239,active
29,chronaris,29,1,chronaris_physical_consistency,0.1,0.07901264727115631,0.007901265285909176,5,active
29,chronaris,29,1,chronaris_causal_direction,0.1,0.09187345951795578,0.009187346324324608,7239,active
29,chronaris,30,1,chronaris_continuous_alignment,0.2,0.03002311661839485,0.006004623603075743,7180,active
29,chronaris,30,1,chronaris_physical_consistency,0.1,0.09072437137365341,0.009072436951100826,5,active
29,chronaris,30,1,chronaris_causal_direction,0.1,0.09320198744535446,0.009320198558270931,7180,active
29,chronaris,31,1,chronaris_continuous_alignment,0.2,0.027830801904201508,0.005566160660237074,7306,active
29,chronaris,31,1,chronaris_physical_consistency,0.1,0.1896791160106659,0.01896791160106659,5,active
29,chronaris,31,1,chronaris_causal_direction,0.1,0.09248771518468857,0.009248771704733372,7306,active
29,chronaris,32,1,chronaris_continuous_alignment,0.2,0.024929644539952278,0.004985929001122713,7221,active
29,chronaris,32,1,chronaris_physical_consistency,0.1,0.08657638728618622,0.008657638914883137,5,active
29,chronaris,32,1,chronaris_causal_direction,0.1,0.09318197518587112,0.009318198077380657,7221,active
29,chronaris,33,1,chronaris_continuous_alignment,0.2,0.022557158023118973,0.0045114317908883095,7261,active
29,chronaris,33,1,chronaris_physical_consistency,0.1,0.07433219254016876,0.007433219347149134,5,active
29,chronaris,33,1,chronaris_causal_direction,0.1,0.09257496893405914,0.009257497265934944,7261,active
29,chronaris,34,1,chronaris_continuous_alignment,0.2,0.020308852195739746,0.004061770625412464,7332,active
29,chronaris,34,1,chronaris_physical_consistency,0.1,0.06893964856863022,0.006893964949995279,5,active
29,chronaris,34,1,chronaris_causal_direction,0.1,0.09303034842014313,0.009303035214543343,7332,active
29,chronaris,35,1,chronaris_continuous_alignment,0.2,0.018347149714827538,0.003669430036097765,7054,active
29,chronaris,35,1,chronaris_physical_consistency,0.1,0.16547177731990814,0.016547178849577904,5,active
29,chronaris,35,1,chronaris_causal_direction,0.1,0.09420782327651978,0.009420782327651978,7054,active
29,chronaris,36,1,chronaris_continuous_alignment,0.2,0.0157158263027668,0.00314316526055336,7160,active
29,chronaris,36,1,chronaris_physical_consistency,0.1,0.045962072908878326,0.004596207290887833,5,active
29,chronaris,36,1,chronaris_causal_direction,0.1,0.09357519447803497,0.009357519447803497,7160,active
29,chronaris,37,1,chronaris_continuous_alignment,0.2,0.014197717420756817,0.0028395436238497496,7475,active
29,chronaris,37,1,chronaris_physical_consistency,0.1,0.05135463923215866,0.0051354640163481236,5,active
29,chronaris,37,1,chronaris_causal_direction,0.1,0.09163471311330795,0.00916347187012434,7475,active
29,chronaris,38,1,chronaris_continuous_alignment,0.2,0.012649604119360447,0.0025299207773059607,6976,active
29,chronaris,38,1,chronaris_physical_consistency,0.1,0.08159710466861725,0.00815971102565527,5,active
29,chronaris,38,1,chronaris_causal_direction,0.1,0.09326673299074173,0.009326673112809658,6976,active
29,chronaris,39,1,chronaris_continuous_alignment,0.2,0.012240825220942497,0.002448165090754628,6813,active
29,chronaris,39,1,chronaris_physical_consistency,0.1,0.055262334644794464,0.005526233464479446,5,active
