optimizer_update,pretraining_chronaris_causal_direction,pretraining_chronaris_continuous_alignment,pretraining_chronaris_physical_consistency,pretraining_explicit_time_shift,pretraining_lag_discrimination,pretraining_masked_reconstruction,pretraining_observation_anchor,pretraining_short_horizon_prediction,gradient_norm_before_clip,guided_task_loss,guided_public_loss,guided_mechanism_loss
53,0.10315737128257751,0.8962114453315735,100.02713634073734,1.8546694368124008,0.6587897390127182,0.6841694712638855,0.6139201410114765,0.674375731498003,1.8172121047973633,0.92074154317379,0.6162872426211834,0.5971114933490753
54,0.11683912482112646,0.8791718631982803,1.5164974555373192,1.7901856005191803,0.6595489829778671,0.6373664066195488,0.5911505818367004,0.6433985121548176,0.29719194769859314,0.9310677200555801,0.5205054730176926,0.5685959085822105
55,0.09945423156023026,0.8677964806556702,2.9706125631928444,1.6538721472024918,0.6466745957732201,0.6215475648641586,0.5609646029770374,0.63840002566576,0.2954613268375397,1.0635662078857422,0.32079799473285675,0.303024236112833
56,0.1000788388773799,0.8032049238681793,2.2823477387428284,1.5957709103822708,0.6570652723312378,0.7166203781962395,0.6582141183316708,0.7054159305989742,0.3437463939189911,1.0128802359104156,0.3311675190925598,0.31142696365714073
57,0.10019213240593672,0.7661062106490135,4.271970361471176,1.7038032412528992,0.655048556625843,0.3350295014679432,0.2532674390822649,0.32375924102962017,0.42780613899230957,1.0066575780510902,0.3240104652941227,0.29476069286465645
58,0.10270927753299475,0.7280804216861725,2.1103324443101883,1.755853846669197,0.6639602109789848,0.3132376205176115,0.2538057677447796,0.31273921206593513,0.3956092596054077,0.9603707864880562,0.34158195927739143,0.3051453214138746
59,0.10842512547969818,0.7114411368966103,8.782897800207138,1.7030810564756393,0.6568705886602402,0.2925066389143467,0.24650796595960855,0.30351988412439823,0.48627564311027527,0.976709820330143,0.351565595716238,0.3540802411735058
60,0.10433841310441494,0.6720394194126129,2.506463661789894,1.7015311270952225,0.661884494125843,0.3278375342488289,0.2809516880661249,0.3377101384103298,0.3777209222316742,0.9814020693302155,0.30935513600707054,0.2813303004950285
61,0.09787738416343927,0.6357636228203773,4.125626623630524,1.8176052272319794,0.6577272117137909,0.40965597704052925,0.3559784535318613,0.4001928046345711,0.39246559143066406,0.9865263402462006,0.3579041138291359,0.33273089304566383
62,0.09957239031791687,0.5997451990842819,9.61915934085846,1.6959441751241684,0.6635906174778938,0.34723674319684505,0.3078514952212572,0.3610412534326315,0.5524569749832153,0.9401142373681068,0.29920773580670357,0.30882489308714867
63,0.10515642166137695,0.5840888917446136,9.567459836602211,1.7259188145399094,0.6599382534623146,0.4399731531739235,0.36670421436429024,0.42508040368556976,0.56660395860672,1.0659798383712769,0.6159586310386658,0.593601007014513
64,0.10063648037612438,0.5332908667623997,1.8419914841651917,1.6504866927862167,0.6563220843672752,0.31241157092154026,0.2674228958785534,0.304528146982193,0.30342617630958557,1.0335009321570396,0.675370492041111,0.623673602938652
65,0.08394892793148756,0.5650997087359428,1.3803971335291862,1.7295437902212143,0.6581760346889496,0.7789801135659218,0.6767536327242851,0.7740823552012444,0.875544011592865,1.0335786789655685,0.596465639770031,0.6185531169176102
66,0.09353703632950783,0.5579668059945107,5.4151846915483475,1.6668384075164795,0.6492706909775734,0.7333415895700455,0.6417519561946392,0.7410754188895226,0.814775824546814,1.1199831813573837,0.5455313287675381,0.545349232852459
67,0.1071597607806325,0.5474252961575985,1.4880179390311241,1.6574173867702484,0.6413149461150169,0.7850836887955666,0.7137817740440369,0.7883565872907639,0.7272365093231201,1.0185983628034592,0.5616640001535416,0.58632418140769
68,0.11628143023699522,0.5001170262694359,1.3214153870940208,1.6515656262636185,0.6637415885925293,0.7673481777310371,0.6967037245631218,0.7691726088523865,0.7000156044960022,1.0011989995837212,0.5842024981975555,0.544019527733326
69,0.10261889640241861,0.4834792725741863,1.744302198290825,1.696511372923851,0.657350555062294,0.7769363448023796,0.7359592616558075,0.8034521415829659,0.6590754985809326,1.0403527319431305,0.534301184117794,0.5739129260182381
70,0.09924941044300795,0.45504695177078247,1.9187682941555977,1.781438261270523,0.6565884500741959,0.7305984944105148,0.6265825033187866,0.7240933701395988,0.658068060874939,0.9312792122364044,0.6367193050682545,0.5853824652731419
71,0.1055670166388154,0.428909819573164,1.2460255026817322,1.7419926524162292,0.6515908613801003,0.7867586612701416,0.6861067339777946,0.7944521456956863,0.6453502774238586,0.8920128718018532,0.35509544238448143,0.3206244520843029
72,0.09443822130560875,0.3914426490664482,1.646926410496235,1.5893501788377762,0.6415682956576347,0.7213432341814041,0.6587066575884819,0.7335602790117264,0.6211841702461243,0.8882419243454933,0.3485252484679222,0.31627633795142174
73,0.09996765572577715,0.3512185737490654,2.3890460208058357,1.7275028973817825,0.6447584629058838,0.3214556910097599,0.2750598341226578,0.32248864509165287,0.48527559638023376,0.8996368125081062,0.3479986134916544,0.30179423838853836
74,0.09372993465512991,0.33137495815753937,1.5658853575587273,1.6475988328456879,0.64554113894701,0.33553495071828365,0.2973580677062273,0.32631911896169186,0.42230358719825745,0.9370760843157768,0.350297249853611,0.3421361856162548
75,0.09836127515882254,0.30738309025764465,1.296743929386139,1.7033760845661163,0.6499736905097961,0.2960874456912279,0.2149846525862813,0.2902722079306841,0.38778695464134216,0.8640052303671837,0.3635595440864563,0.3587115406990051
76,0.10197094175964594,0.32109859585762024,1.8955167680978775,1.764415293931961,0.6541746705770493,0.34014008566737175,0.2632559332996607,0.32870649360120296,0.38537564873695374,0.9001578241586685,0.34340401738882065,0.3243373427540064
77,0.1019506212323904,0.28615039214491844,13.495173536241055,1.715106800198555,0.6432150080800056,0.37093764916062355,0.3147425688803196,0.36935560032725334,2.39113450050354,0.8324829936027527,0.4199730306863785,0.42717451974749565
78,0.08941224403679371,0.26978776417672634,1.2424121424555779,1.7507965862751007,0.6386759951710701,0.27824713103473186,0.2139080036431551,0.27878871001303196,0.362412691116333,0.9310357794165611,0.3422071374952793,0.3262583836913109
79,0.09100325498729944,0.2617274858057499,1.2867124676704407,1.7210958898067474,0.6313423812389374,0.31330034881830215,0.2618198562413454,0.3153780736029148,0.37346354126930237,0.8351598605513573,0.6337405852973461,0.921857051551342
80,0.08671404328197241,0.23590771667659283,1.3176816999912262,1.6579822301864624,0.6354642733931541,0.3164349552243948,0.2610691487789154,0.3172915540635586,0.3151732385158539,0.9605760872364044,0.6148827783763409,0.5636020042002201
81,0.10423645377159119,0.2354784496128559,1.2368507198989391,1.6910842508077621,0.6545768529176712,0.666109025478363,0.5893118716776371,0.6806280091404915,0.6123759150505066,0.8627584353089333,0.6375047564506531,0.5983059704303741
82,0.09143486991524696,0.22962414287030697,0.8841528967022896,1.6663708984851837,0.6588994711637497,0.7132367715239525,0.6527979075908661,0.728609137237072,0.33191943168640137,0.8677048683166504,0.5980170965194702,0.5849622488021851
83,0.08809050265699625,0.21534141153097153,1.2651503756642342,1.6866604387760162,0.6471351683139801,0.6768029257655144,0.6065903678536415,0.6888158656656742,0.3296927511692047,0.9173056334257126,0.6143391579389572,0.6290790066123009
84,0.09887563902884722,0.20770195871591568,1.0580692291259766,1.5815254747867584,0.6423629447817802,0.5904096774756908,0.5549890883266926,0.6047181598842144,0.29397469758987427,0.8798027411103249,0.6017896309494972,0.5396073758602142
85,0.09890653425827622,0.20435242541134357,1.3275746256113052,1.6698153913021088,0.6425882875919342,0.6299878172576427,0.5824886448681355,0.6510331071913242,0.3084648549556732,0.8752103596925735,0.6807544156908989,0.6209830269217491
86,0.1004353929311037,0.2055946346372366,1.4532596990466118,1.5796993374824524,0.6420701444149017,0.6091027334332466,0.5189207307994366,0.6153829768300056,0.31368157267570496,0.884287916123867,0.6357037797570229,0.587557565420866
87,0.09570338856428862,0.17947876825928688,0.9910892322659492,1.5671457797288895,0.6414368450641632,0.5727782025933266,0.546963844448328,0.6078988611698151,0.3065434992313385,0.984783798456192,0.34261658415198326,0.35858696326613426
88,0.08772995974868536,0.1675008051097393,0.761148352175951,1.663716346025467,0.6359587088227272,0.6703329496085644,0.5970767959952354,0.6720886901021004,0.34808191657066345,0.9730904623866081,0.34294407814741135,0.3311428241431713
89,0.09573459811508656,0.14910221844911575,1.570715606212616,1.6099164634943008,0.6322969049215317,0.29716958850622177,0.252062538638711,0.2962919156998396,0.4278394281864166,0.9458949565887451,0.30442939326167107,0.29981441609561443
90,0.0948435626924038,0.14426970854401588,1.2644170969724655,1.6632720530033112,0.6448049694299698,0.2784943748265505,0.2390914522111416,0.2849370427429676,0.41375309228897095,0.8928720206022263,0.36581164225935936,0.33130877278745174
91,0.09859649557620287,0.13085695635527372,1.5293244421482086,1.603539451956749,0.6397531107068062,0.28434822894632816,0.21639597322791815,0.2796434089541435,0.3549406826496124,0.8979865312576294,0.35764601454138756,0.3357095383107662
92,0.09605886414647102,0.13001906964927912,3.7183810099959373,1.735984429717064,0.6521397605538368,0.31569259613752365,0.26274380646646023,0.30882295593619347,0.7474742531776428,0.9059195071458817,0.3317217640578747,0.27382832020521164
93,0.09596276842057705,0.12023046985268593,1.4783044904470444,1.5522888600826263,0.6383055448532104,0.38095797970891,0.2914945911616087,0.3771221190690994,0.33251529932022095,0.9138336107134819,0.3733207881450653,0.29914717376232147
94,0.09034583251923323,0.10985756386071444,1.1749492213129997,1.5793869495391846,0.6320855095982552,0.32482640258967876,0.28592054545879364,0.3295143060386181,0.2970139682292938,0.8871900364756584,0.30687475576996803,0.30465984530746937
95,0.0950015177950263,0.11417703796178102,1.6869701370596886,1.5041235089302063,0.6409801542758942,0.39896656945347786,0.3369590826332569,0.3971094526350498,0.4946347177028656,1.0610462501645088,0.5944213755428791,0.5695383474230766
96,0.09426651615649462,0.10525299236178398,1.3421680927276611,1.611749306321144,0.6488149166107178,0.2911952156573534,0.24095127917826176,0.2826782763004303,0.3709318935871124,1.0301617458462715,0.5909784883260727,0.6332674995064735
97,0.09460609592497349,0.1334575917571783,0.8839730843901634,1.5956858545541763,0.6450195610523224,0.6832545399665833,0.6198127642273903,0.7221592962741852,0.6663957834243774,1.0314031466841698,0.5671406462788582,0.6252831555902958
98,0.10037191119045019,0.13700180687010288,0.8647428378462791,1.7462408691644669,0.6453318819403648,0.70033148676157,0.5747166648507118,0.6985786855220795,0.5687068700790405,1.1129565834999084,0.5015950761735439,0.5422728396952152
99,0.0910393688827753,0.13371335994452238,0.8366245068609715,1.6126770377159119,0.6402264162898064,0.7180463597178459,0.6479451581835747,0.74166189879179,0.565453827381134,1.026529848575592,0.5591334067285061,0.5482458434998989
100,0.09962962567806244,0.1230544364079833,0.6946379840373993,1.6592215299606323,0.6486541777849197,0.7197108939290047,0.6148219034075737,0.730674147605896,0.5247018933296204,1.0021352991461754,0.5390379279851913,0.5289984755218029
101,0.09135173447430134,0.12149988580495119,11.855818033218384,1.6531572788953781,0.6407414227724075,0.744336687028408,0.6489509791135788,0.7555293291807175,3.6758809089660645,1.06062613427639,0.5490897223353386,0.5419479161500931
102,0.09089687187224627,0.11644614487886429,0.8951540514826775,1.6371545493602753,0.6316669583320618,0.6792325377464294,0.5672982856631279,0.6791891157627106,0.5548954606056213,0.9344602227210999,0.6391269341111183,0.580081082880497
103,0.08580662682652473,0.111681142821908,1.3449975959956646,1.6736255586147308,0.6293841823935509,0.7123950645327568,0.6389833986759186,0.753620095551014,0.5601540207862854,0.8096571937203407,0.34201132133603096,0.28576407209038734
104,0.0920038865879178,0.09894643723964691,0.8679128810763359,1.6212526261806488,0.6352721899747849,0.635645255446434,0.6126531362533569,0.6823598891496658,0.5553211569786072,0.79946019500494,0.34689128026366234,0.29857824742794037
105,0.09353223722428083,0.0788535438477993,0.8845005184412003,1.611406072974205,0.6347117125988007,0.28302236646413803,0.25381444208323956,0.2932846788316965,0.3809775412082672,0.8138614371418953,0.313586613163352,0.3026174195110798
106,0.0905436472967267,0.07589590782299638,0.9581301435828209,1.6293558031320572,0.6342339962720871,0.29446178302168846,0.2623224202543497,0.3034796454012394,0.387649804353714,0.8522917181253433,0.347112737596035,0.33359549567103386
107,0.08873461652547121,0.07225410686805844,1.2138819172978401,1.5884355008602142,0.6276950240135193,0.2666578944772482,0.21523534040898085,0.26262254640460014,0.37363672256469727,0.7835424169898033,0.3624235522001982,0.3413576614111662
108,0.09248908795416355,0.07839362230151892,1.0693053007125854,1.6126957833766937,0.6302663385868073,0.30439077503979206,0.25286887772381306,0.301155349239707,0.4321071207523346,0.8035618290305138,0.33990123122930527,0.35304849222302437
109,0.09518338926136494,0.07265431247651577,1.1329742893576622,1.5542381554841995,0.6378898993134499,0.3195197694003582,0.28756539709866047,0.3369153793901205,0.35816994309425354,0.7473154589533806,0.3930952325463295,0.40933582931756973
110,0.08954112604260445,0.0669545279815793,0.8602930977940559,1.60271555185318,0.6215894818305969,0.25419989228248596,0.20936848409473896,0.24934655241668224,0.28518974781036377,0.8453761637210846,0.3120327200740576,0.31794486939907074
111,0.0929695051163435,0.06685098866000772,1.4882208444178104,1.5970901548862457,0.6328206360340118,0.2867644988000393,0.2525649219751358,0.2895040139555931,0.3379499018192291,0.8078742995858192,0.596544437110424,0.5830966159701347
112,0.09430292155593634,0.061913462821394205,1.7694111466407776,1.5475838631391525,0.6322614848613739,0.269320297986269,0.24943247064948082,0.2856811601668596,0.7125310897827148,0.9253010749816895,0.6473764553666115,0.5439398027956486
113,0.09215315151959658,0.06806587101891637,0.6738707795739174,1.6317381858825684,0.6287862658500671,0.644037839025259,0.5994395166635513,0.6466773897409439,0.3191249370574951,0.8235970363020897,0.6680361032485962,0.5850209668278694
114,0.09276917576789856,0.07082693232223392,0.6605418846011162,1.638520061969757,0.65085469186306,0.6740799248218536,0.628887876868248,0.6982027515769005,0.32662227749824524,0.8437496051192284,0.5697471648454666,0.5505920425057411
115,0.08955144323408604,0.06203563092276454,1.1213924326002598,1.6628022640943527,0.6359467953443527,0.661517295986414,0.6043553724884987,0.6560227274894714,0.3843693435192108,0.881572887301445,0.625391386449337,0.5966667085886002
116,0.09331879764795303,0.06279040919616818,0.8343265652656555,1.6516160666942596,0.6367537379264832,0.5657193847000599,0.5353865846991539,0.5805546715855598,0.30085450410842896,0.8322237655520439,0.5509736724197865,0.5656641758978367
117,0.08776450157165527,0.06022939598187804,0.9516617357730865,1.6019879579544067,0.6288297101855278,0.5988084077835083,0.5749422051012516,0.6185119785368443,0.3443058431148529,0.8447819650173187,0.6182559207081795,0.5934677310287952
118,0.08996378071606159,0.05649368232116103,1.2147133126854897,1.6672675758600235,0.6168078407645226,0.5780528374016285,0.5146600417792797,0.5891449712216854,0.3288181722164154,0.843017928302288,0.5685576945543289,0.5519036799669266
119,0.09372949413955212,0.05566169088706374,5.442782931029797,1.665028378367424,0.6349824666976929,0.5764360316097736,0.5205057710409164,0.5793136693537235,1.6439837217330933,0.9389428943395615,0.3496417924761772,0.30726414546370506
120,0.08939196728169918,0.05071257473900914,1.0104994885623455,1.6366736441850662,0.6236742287874222,0.6224861964583397,0.5692634508013725,0.641011007130146,0.36280936002731323,0.9617409929633141,0.3584161102771759,0.32291856966912746
121,0.09481046535074711,0.04354905290529132,1.0750076994299889,1.54971843957901,0.6399306952953339,0.26862916722893715,0.22367189917713404,0.27474329993128777,0.35269519686698914,0.9077557474374771,0.32907661609351635,0.27283209562301636
122,0.09607740491628647,0.041777434293180704,1.2511640787124634,1.614658772945404,0.6387070044875145,0.2567278500646353,0.2255009301006794,0.2628562171012163,0.479084312915802,0.8477682918310165,0.35798224434256554,0.33731818199157715
123,0.09538016095757484,0.03837477322667837,1.0485505983233452,1.5686441957950592,0.6289543434977531,0.26725365221500397,0.22093578148633242,0.2621921841055155,0.3380798101425171,0.8661099672317505,0.3440777584910393,0.35516539961099625
124,0.09151965100318193,0.040332240518182516,0.6693958900868893,1.5270791202783585,0.6272971928119659,0.29424395971000195,0.2584112212061882,0.2852795869112015,0.2753479480743408,0.8663519248366356,0.3402043804526329,0.28956645354628563
125,0.09467356000095606,0.0373437877278775,1.418203242123127,1.6441989988088608,0.6287458762526512,0.34027592465281487,0.30385696329176426,0.34443085081875324,0.49902382493019104,0.8690702393651009,0.3552585504949093,0.2958645261824131
126,0.09315538313239813,0.03625794663093984,0.7686855830252171,1.5588435977697372,0.619558647274971,0.31013091281056404,0.26381257828325033,0.3084122184664011,0.29763320088386536,0.8522674143314362,0.30590019933879375,0.29219776950776577
127,0.0968845458701253,0.03492708248086274,1.5331879369914532,1.5474585145711899,0.6427719816565514,0.37835636734962463,0.32986824586987495,0.3708333820104599,0.6723749041557312,1.0472234413027763,0.6334509029984474,0.5742154754698277
128,0.09190273936837912,0.034420948009938,0.8089534845203161,1.5434203296899796,0.6258551627397537,0.2562626637518406,0.23843237478286028,0.25790659338235855,0.36279547214508057,1.017260581254959,0.6597874239087105,0.6139631494879723
129,0.08908720966428518,0.04614551272243261,13.561916451901197,1.6596862822771072,0.6250480264425278,0.6601683348417282,0.6081301756203175,0.6815944314002991,10.403035163879395,1.00978983938694,0.6314624585211277,0.5761628150939941
